# _root_ Pro investora se připravují informace o podnicích v odvětví , o situaci na trhu , představuje se lokalita a infrastruktura a poskytují se i další nezbytná data .
#goldHeads=4,1,4,21,4,10,6,7,8,5,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
#predictedHeads=4,1,4,0,4,5,6,7,8,21,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
(4,11),(4,19),-0.298198 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.220008 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.298198 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.32087 # DEPENDENCYPART_SIBL
(4,11),(4,27),-0.206845 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0146114 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.111926 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0460892 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.267599 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.109634 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.267599 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.254153 # DEPENDENCYPART_SIBL
(4,12),(4,27),-0.107715 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.019551 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.000410527 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.188809 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.0156719 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.188809 # DEPENDENCYPART_SIBL
(4,13),(4,24),-0.195 # DEPENDENCYPART_SIBL
(4,13),(4,27),-0.00250864 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.021113 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.250071 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.11098 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.250071 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.240585 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.10906 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.139023 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.106905 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.139023 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.149416 # DEPENDENCYPART_SIBL
(4,15),(4,27),-0.101339 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.0180188 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.245144 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.146697 # DEPENDENCYPART_SIBL
(4,19),(4,27),-0.0130824 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.248455 # DEPENDENCYPART_SIBL
(4,20),(4,24),-0.238971 # DEPENDENCYPART_SIBL
(4,20),(4,27),-0.112313 # DEPENDENCYPART_SIBL
(4,21),(4,24),-0.146697 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.0130824 # DEPENDENCYPART_SIBL
(4,24),(4,27),-0.0124557 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0330726 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0119181 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.157464 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0941444 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0681219 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.159082 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0941444 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.146298 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.125544 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.112239 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0489133 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.252334 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0808958 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0138626 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.105257 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0808958 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.119573 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.00451235 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.000533984 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.33481 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0605512 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0736405 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0433601 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0605512 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0652013 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0397121 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.0416661 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.113542 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0702179 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.10191 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.113542 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.143688 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0109089 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0224713 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0119534 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0392538 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0661392 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0227929 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.013703 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0123262 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.137512 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.048129 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.115863 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0140927 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.00609941 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0427844 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0250411 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0182675 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.015589 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0227929 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.013703 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0123262 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00402893 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0026559 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.265025 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.151574 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.154031 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0276575 # DEPENDENCYPART_SIBL
(6,7),(6,9),-1.3974 # DEPENDENCYPART_SIBL
(6,7),(6,19),-1.38116 # DEPENDENCYPART_SIBL
(6,9),(6,19),-1.38416 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.041331 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.094687 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.157321 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0550074 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0673113 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.112552 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.150763 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.115741 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0280542 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.102378 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.126037 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0895429 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0044182 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0452261 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0869676 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.118199 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00419777 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.00543608 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.00016227 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.191886 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.191909 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0834695 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.117695 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.197859 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.204594 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0516466 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.191231 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0149492 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0587072 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0410615 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0427405 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00646331 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.180796 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00378486 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0393489 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0495533 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.104859 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0146044 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.307614 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0066112 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0119099 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0324432 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0147064 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0766533 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0142665 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0040847 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00451103 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.194737 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.00313426 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0075164 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.164796 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.00888942 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.251166 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.261349 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.012455 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.569948 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.259081 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0332755 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.211341 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.104827 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0303381 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0635442 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.140493 # DEPENDENCYPART_SIBL
(8,9),(8,12),-1.40751 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.557657 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0708486 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.196113 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.127546 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.188673 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.191375 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.20921 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0561318 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0561318 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0393329 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0893103 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0172761 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.117387 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.000477641 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.00487978 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.00487978 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.183597 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.141657 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.173543 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0946121 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0099635 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0099635 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0136316 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00425924 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0068331 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.194751 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.194751 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0964916 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00967444 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.313288 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.313288 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00519439 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.16481 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.16481 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.251182 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.251182 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.254135 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0951446 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.00586408 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0907917 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.00533717 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0957923 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0931606 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.096129 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.47279 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0108059 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.327367 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0116809 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0104592 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0224942 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0240067 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.00967785 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.133938 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0254373 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0231285 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00921696 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.050846 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00984378 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0146186 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.157346 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0414633 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.189798 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00846148 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.000214641 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.013411 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0114085 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0373881 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.047008 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0506549 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0519239 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0508376 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0363737 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.015141 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0387851 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00258283 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0421117 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.687975 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0634202 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.689918 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0430484 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0127277 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0694461 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0121009 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0006561 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.129285 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0339976 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.164951 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0135691 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0107969 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0114399 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.000396954 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0847646 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0363337 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0851012 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.866994 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.122737 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.313875 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.122098 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0260488 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0925083 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0412594 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.079692 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0508278 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00833575 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0149561 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.155997 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0417761 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.188449 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00856181 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.000590838 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.011143 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.010603 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0356767 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.372442 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0146584 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.268318 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0014242 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0200765 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0224963 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0506742 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.00741047 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0158982 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.156335 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0427429 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.19011 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0120048 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00104139 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0105035 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0101525 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00184931 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0741281 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.000188253 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00108979 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.168663 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0787423 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.16665 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0104076 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0193612 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0157321 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.021442 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0818892 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0275522 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0781269 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00120992 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.121271 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0445235 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.119259 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0304332 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0197131 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0717506 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0258233 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0440736 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0306044 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0429906 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.16737 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.368241 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0332069 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0544194 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0752702 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.293194 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0531354 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0531354 # DEPENDENCYPART_SIBL
(11,12),(11,14),-1.39369 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.364813 # DEPENDENCYPART_SIBL
(11,12),(11,19),-1.38925 # DEPENDENCYPART_SIBL
(11,12),(11,21),-1.38925 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.351189 # DEPENDENCYPART_SIBL
(11,14),(11,19),-1.3828 # DEPENDENCYPART_SIBL
(11,14),(11,21),-1.3828 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.521051 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.521051 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.740237 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0158721 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0574828 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0103565 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0224688 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.172101 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.172101 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.00898352 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0672574 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.00319342 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0637415 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.022911 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0723467 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.325002 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.325002 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0309043 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.118891 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.0125974 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0251541 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.011146 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0786117 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0786117 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0247142 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.000561235 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.00878005 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00319184 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.252216 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.252216 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.270455 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.10311 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0170061 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.314463 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.314463 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0133096 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.108354 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.024228 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.255499 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.00171071 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0579841 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.0075822 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00171071 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0579841 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0075822 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.10219 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0168833 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0197792 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0492626 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0193065 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.223809 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.00814729 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0307233 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00737499 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.117778 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.190324 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.368949 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00251427 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.385965 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00655712 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0267335 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.826478 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.159514 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0553896 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.170504 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0975708 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00768463 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0318037 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00713626 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.126951 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.271559 # DEPENDENCYPART_SIBL
(13,14),(13,18),-1.46012 # DEPENDENCYPART_SIBL
(13,14),(13,19),-1.39777 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.590347 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.510591 # DEPENDENCYPART_SIBL
(13,18),(13,19),-1.39434 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.125466 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0519108 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0405933 # DEPENDENCYPART_SIBL
