# _root_ Dochovala se v podobě překrásného iluminovaného rukopisu , v němž jsou nejen popsány , ale i vyobrazeny scény ze středověkého městského dění .
#goldHeads=0,1,1,3,7,7,4,11,11,9,7,13,15,15,11,17,15,11,18,22,22,19,0,
#predictedHeads=0,1,1,3,7,7,4,15,13,9,13,13,15,15,7,17,15,17,18,22,22,19,0,
(1,5),(5,22),-1.17796 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.486567 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.650029 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.997553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.475714 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.408737 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.394755 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.362799 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.513617 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.122724 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.102276 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.166443 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.152685 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.0736367 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.26479 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.101436 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.360587 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.63984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),0.160715 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.0382712 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.882012 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-1.03283 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.159392 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0272984 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.918103 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.273507 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.876154 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.154389 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),0.12901 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.196704 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-1.16309 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.233915 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.32511 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.5397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.32087 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.0384504 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0453146 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.774856 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.925674 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.266698 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.499023 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.203754 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.315862 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.461976 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.0179486 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.223503 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.172562 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.748178 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-1.42663 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.366792 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-2.30385 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-1.35253 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.426869 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.55492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,3),0.0267903 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.0365995 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.889513 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-1.04033 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.257983 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.406968 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.138513 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.363285 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.367776 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),0.0053581 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),0.245293 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.153715 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-1.33567 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.327807 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-1.26157 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.63984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,12),-0.280143 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.378699 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.196704 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-1.16309 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-1.29494 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.239495 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-1.46745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.319326 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.381699 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.0983468 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.825673 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.976491 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.119631 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),0.330972 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),0.216396 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.278608 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.0733744 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.206307 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.206482 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.0800241 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.729618 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-1.09068 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.159265 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-2.12681 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-1.90749 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-1.00861 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.345508 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-1.4288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.411883 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.239107 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.0499967 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.167653 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),0.173469 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),0.248618 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.540408 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.952217 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.0869162 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-2.07761 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.870239 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.257781 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),0.205331 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.0238584 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.177965 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-2.0875 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-1.87026 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-1.00335 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.401766 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-1.00499 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-1.9435 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-1.72416 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.858435 # DEPENDENCYPART_GRANDPAR
(1,19),(19,23),-0.34731 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),-0.164966 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),0.207603 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.939897 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),0.0210662 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-1.99556 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-1.7765 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.398341 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.59773 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.90691 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.10741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0479715 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.626347 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.578703 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.091713 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.218075 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.199831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.49659 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.0261656 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.358637 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.360547 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.928541 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.36512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.29199 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.987278 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.495581 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.218672 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.334648 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.494697 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-2.21762 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.595546 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.904726 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.16877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),1.78259 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.090798 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.669173 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0600623 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.145722 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.214175 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.446544 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.0405094 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.282911 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.548543 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.346203 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.110514 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.484686 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.22837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.278715 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.358465 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.0976017 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.362936 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.327735 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.763686 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.08866 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.862289 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.435425 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.587098 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.89998 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.633848 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-1.39339 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.53111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.177184 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.399969 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.837949 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.04487 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.12702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.374586 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),1.23276 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.53697 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.55272 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.123648 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.0654365 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.837949 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.13515 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-2.40231 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.913041 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.1024 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.825966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.19527 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.558088 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.371779 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.290108 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0833015 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0917914 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.372657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.0450062 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.152703 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.64933 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-2.49473 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.21076 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.12427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.21515 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.577974 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),1.03939 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.290888 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.191833 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.000505717 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.53766 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.145521 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.0712981 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.0727995 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.814315 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.414699 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.802039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-2.43382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.801998 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.21901 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.19829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.939174 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.301994 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.935747 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.908741 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.284555 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.000828595 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.334051 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.289229 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.0823604 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.16513 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.609976 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.571449 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),0.109084 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.866177 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.070056 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.586068 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.36655 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.0969689 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.392695 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0525909 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.669368 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-2.42142 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.2009 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.11264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.87789 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.24071 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),1.0214 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.881554 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.392083 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.200844 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.105706 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.287358 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.0518313 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.188233 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.53714 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.107902 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.0357472 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-2.51594 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.881289 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.12133 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.37541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.945264 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.308084 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.762606 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.706278 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.435847 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.170728 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.00406889 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.155335 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.206925 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.194747 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.701411 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.804747 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),0.10444 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.677542 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.638422 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.294726 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.606673 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-2.42142 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-1.2009 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-1.11335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,7),1.0207 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.883005 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.388481 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.20004 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.105693 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.383652 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.210635 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.153382 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.53714 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),0.110053 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.923227 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.0357472 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.611531 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.180789 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.96034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-1.00717 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.981036 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.312171 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.368095 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.05339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.414148 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.948387 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.741745 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.540559 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.35905 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.511144 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.2551 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.505176 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.36361 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.697908 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.33961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,1),-1.56829 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.81859 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.850021 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.822869 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.20664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.432597 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.184299 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0486672 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.788978 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0429365 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.678828 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0998151 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.155776 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.786662 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.61482 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.916285 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.02732 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.54426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0949833 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.300115 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.138999 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-1.03613 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.145362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.976305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.501494 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.202111 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.251089 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-1.08412 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0692484 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.655521 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.61255 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.768435 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.848537 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.805805 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.59641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.0428313 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.301557 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0565184 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.0466136 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.779813 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.119951 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.701663 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.106105 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.151944 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.788937 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.482711 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.374928 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.960292 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.881681 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.877226 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.518507 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.0335684 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),0.197385 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.348362 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.171051 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.918653 # DEPENDENCYPART_GRANDPAR
