# _root_ Místo toho jsou jen profesionálně velmi slušně odvedeným , poutavým , leč značně konfekčním řemeslem .
#goldHeads=3,1,0,8,8,7,8,12,12,12,12,15,14,12,3,0,
#predictedHeads=3,1,0,5,3,7,8,9,15,9,12,3,14,15,3,0,
(8,5),(5,2),-1.09224 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.337097 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0277049 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.203465 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.46952 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.56841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.128076 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.26383 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.669078 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.415358 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.10426 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.350091 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.00214808 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.232806 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.462334 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.56868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.413106 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.403143 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.09208 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.337039 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.027869 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.25802 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0847312 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.56841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.128076 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.41283 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.26383 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.94604 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.669078 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.872869 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.47826 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.945001 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.499141 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.108859 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.340391 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.00246725 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.20805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0803288 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0429655 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.155196 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.514167 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.217287 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.555304 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.407669 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.74352 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.110999 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.342532 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.000326671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.0034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.61621 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.113221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0294193 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.412157 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.308842 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.279667 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.872869 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.945001 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.499141 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.340391 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.00246725 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.20805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.706771 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0524737 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.514167 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.217287 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.555304 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.943347 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.648277 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.096237 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.429787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.250147 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0877393 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.172963 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.158272 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.351178 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.178861 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.143298 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.370704 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.133116 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.4955 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.471332 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.109579 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.342765 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.870437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.537543 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.28514 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.319053 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.331475 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.358153 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.148181 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.20013 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.121778 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.220194 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.223314 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.908248 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0290435 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.03638 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.410543 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.00825866 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.260926 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.1281 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0864316 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.156655 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.0777565 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.170285 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.91584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.511971 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.82798 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.704404 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.735292 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-1.07983 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-1.07046 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.731946 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.161798 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.338877 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.164082 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.139632 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.125287 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.81768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.72982 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.289446 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.440144 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.244562 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0589372 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0705914 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.127664 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.171841 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.84045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.394559 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.628266 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.289863 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.443668 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.249066 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0643507 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.288342 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.135091 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.17418 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.358566 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.286307 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.440143 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.244668 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.058936 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.273971 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.233798 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.171845 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.84045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.35856 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.394559 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.823735 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.628266 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.22657 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.375944 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.245062 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.284793 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.266126 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.271451 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.83189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.363764 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.744028 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.400041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.616836 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.860301 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.684018 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.579617 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.564343 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.566651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.610045 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.15235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.436716 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0200395 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.3381 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.312507 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.298822 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.810354 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.855667 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.54112 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.607251 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.609559 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.722249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.26372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0384715 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.249421 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.364427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.301057 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.808797 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.03242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.157666 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0554409 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.135646 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.22899 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.156071 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.16165 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.234922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.168535 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.451182 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.313327 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.00537284 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.566651 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.610045 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.389936 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0644902 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0678015 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.312507 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.298822 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.957093 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.590007 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.654177 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.640554 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.877737 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.24629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.360269 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.158422 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.287482 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.119664 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.207592 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.213729 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.229985 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.538602 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.633096 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.162464 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0615865 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.94178 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.427695 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-1.04995 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.315081 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0308876 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0951953 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.202122 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.845006 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.284073 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.232219 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.715582 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.43646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-1.06198 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.328076 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0564444 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.131187 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.194936 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.847166 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.64613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,1),-0.424245 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-1.04979 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.315024 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0307235 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.156401 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0235386 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.844689 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.285699 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.64585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.232219 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.773736 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.715582 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.391826 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.958582 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.300994 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.186705 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.00542509 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.133141 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.332043 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.65907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.167687 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.281043 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.776318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.803409 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.49178 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-1.1407 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.548999 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.19006 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0841461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0764714 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0304174 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.924609 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.76659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.284004 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.416933 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.704707 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.595148 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.11756 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.81765 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.893971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.922986 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.557734 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.448661 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.264931 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.37785 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.52369 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.2855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.4908 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.141911 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.383 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.921332 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.474023 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.32926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.603796 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.22678 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.163115 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.000658841 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.204776 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.525187 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.210472 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0679222 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.198401 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.179621 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.45322 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.529924 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.211198 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.451034 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.40588 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.511517 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.947882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.493061 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.363086 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.334786 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.223557 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.246634 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.431959 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.10122 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.169766 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.25392 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.314475 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.835648 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0108623 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.308914 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.118957 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.120157 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.247816 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.165973 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0104272 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0803003 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.137342 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.93011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.528565 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.703486 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.920959 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.997865 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.730975 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.142677 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.386865 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.137466 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.173357 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.213503 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.0819169 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.83195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.270742 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.491656 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.22245 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0552074 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.322067 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.223308 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.354892 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.207123 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.267186 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.488131 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.218051 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0497928 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.307696 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.324959 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.352558 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0140402 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.204788 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.21872 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.751135 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.627296 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.207449 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.423932 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.218446 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.318518 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.357287 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.359668 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.156688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.110712 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.84616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.224201 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.58503 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.787701 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.201382 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.405135 # DEPENDENCYPART_GRANDPAR
