# _root_ Proto chystáme pro vojáky v záloze na říjen výběrové řízení , které proběhne ve spolupráci s okresními vojenskými správami v Českém Krumlově , " říká plukovník Kubeš .
#goldHeads=25,1,2,3,4,5,2,7,10,2,13,13,10,13,14,15,19,19,16,13,22,20,1,1,0,27,25,0,
#predictedHeads=2,25,2,3,4,5,6,7,10,8,13,13,10,13,14,13,19,19,16,19,22,20,2,2,0,27,25,0,
(2,9),(2,14),-0.0551067 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.105955 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.0513114 # DEPENDENCYPART_SIBL
(2,9),(2,19),-0.107112 # DEPENDENCYPART_SIBL
(2,9),(2,20),-0.0297515 # DEPENDENCYPART_SIBL
(2,9),(2,22),-0.107112 # DEPENDENCYPART_SIBL
(2,9),(2,23),-0.0493917 # DEPENDENCYPART_SIBL
(2,9),(2,24),-0.0241039 # DEPENDENCYPART_SIBL
(2,9),(2,26),-0.104691 # DEPENDENCYPART_SIBL
(2,9),(2,27),-0.107112 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.0331064 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.0324045 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.00865034 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.10889 # DEPENDENCYPART_SIBL
(2,10),(2,16),0.0100335 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.11005 # DEPENDENCYPART_SIBL
(2,10),(2,20),0.0411044 # DEPENDENCYPART_SIBL
(2,10),(2,22),-0.11005 # DEPENDENCYPART_SIBL
(2,10),(2,23),-0.0331064 # DEPENDENCYPART_SIBL
(2,10),(2,24),-0.00750502 # DEPENDENCYPART_SIBL
(2,10),(2,26),-0.107628 # DEPENDENCYPART_SIBL
(2,10),(2,27),-0.11005 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.102694 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.13975 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.105628 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0681122 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.106766 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.209146 # DEPENDENCYPART_SIBL
(2,11),(2,22),-0.106766 # DEPENDENCYPART_SIBL
(2,11),(2,23),-0.124158 # DEPENDENCYPART_SIBL
(2,11),(2,24),0.0427408 # DEPENDENCYPART_SIBL
(2,11),(2,26),-0.104344 # DEPENDENCYPART_SIBL
(2,11),(2,27),-0.106766 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0345254 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0416624 # DEPENDENCYPART_SIBL
(2,13),(2,16),0.0247157 # DEPENDENCYPART_SIBL
(2,13),(2,19),0.0335683 # DEPENDENCYPART_SIBL
(2,13),(2,20),0.144133 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0335683 # DEPENDENCYPART_SIBL
(2,13),(2,23),0.0133424 # DEPENDENCYPART_SIBL
(2,13),(2,24),0.0163161 # DEPENDENCYPART_SIBL
(2,13),(2,26),0.0359902 # DEPENDENCYPART_SIBL
(2,13),(2,27),0.0335683 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0542474 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.00918019 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.0555021 # DEPENDENCYPART_SIBL
(2,14),(2,20),0.0193991 # DEPENDENCYPART_SIBL
(2,14),(2,22),0.0555021 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.00463586 # DEPENDENCYPART_SIBL
(2,14),(2,24),0.00902835 # DEPENDENCYPART_SIBL
(2,14),(2,26),0.0579239 # DEPENDENCYPART_SIBL
(2,14),(2,27),0.0555021 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.0180502 # DEPENDENCYPART_SIBL
(2,15),(2,19),-0.118495 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.0677643 # DEPENDENCYPART_SIBL
(2,15),(2,22),-0.118495 # DEPENDENCYPART_SIBL
(2,15),(2,23),-0.0172966 # DEPENDENCYPART_SIBL
(2,15),(2,24),0.00190541 # DEPENDENCYPART_SIBL
(2,15),(2,26),-0.116073 # DEPENDENCYPART_SIBL
(2,15),(2,27),-0.118495 # DEPENDENCYPART_SIBL
(2,16),(2,19),-0.042582 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.0650305 # DEPENDENCYPART_SIBL
(2,16),(2,22),-0.042582 # DEPENDENCYPART_SIBL
(2,16),(2,23),-0.0536917 # DEPENDENCYPART_SIBL
(2,16),(2,24),-0.0524086 # DEPENDENCYPART_SIBL
(2,16),(2,26),-0.0401603 # DEPENDENCYPART_SIBL
(2,16),(2,27),-0.042582 # DEPENDENCYPART_SIBL
(2,19),(2,20),0.0572511 # DEPENDENCYPART_SIBL
(2,19),(2,22),-0.117831 # DEPENDENCYPART_SIBL
(2,19),(2,23),-0.0122899 # DEPENDENCYPART_SIBL
(2,19),(2,24),0.00675946 # DEPENDENCYPART_SIBL
(2,19),(2,26),-0.115409 # DEPENDENCYPART_SIBL
(2,19),(2,27),-0.117831 # DEPENDENCYPART_SIBL
(2,20),(2,22),0.0418703 # DEPENDENCYPART_SIBL
(2,20),(2,23),0.00748387 # DEPENDENCYPART_SIBL
(2,20),(2,24),-0.0292065 # DEPENDENCYPART_SIBL
(2,20),(2,26),0.044292 # DEPENDENCYPART_SIBL
(2,20),(2,27),0.0418703 # DEPENDENCYPART_SIBL
(2,22),(2,23),-0.0122932 # DEPENDENCYPART_SIBL
(2,22),(2,24),0.00675785 # DEPENDENCYPART_SIBL
(2,22),(2,26),-0.110864 # DEPENDENCYPART_SIBL
(2,22),(2,27),-0.113285 # DEPENDENCYPART_SIBL
(2,23),(2,24),0.0427408 # DEPENDENCYPART_SIBL
(2,23),(2,26),-0.104344 # DEPENDENCYPART_SIBL
(2,23),(2,27),-0.106766 # DEPENDENCYPART_SIBL
(2,24),(2,26),-0.00253232 # DEPENDENCYPART_SIBL
(2,24),(2,27),-0.00495414 # DEPENDENCYPART_SIBL
(2,26),(2,27),-0.113243 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0668446 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0640426 # DEPENDENCYPART_SIBL
(3,4),(3,6),-1.37912 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.119076 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0974641 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0705614 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.141687 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0706648 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0347747 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.058254 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0426715 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.0707214 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.154143 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0658918 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.147586 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0658742 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.107598 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.049961 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0987857 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.126399 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0133323 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0427336 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0130746 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.0250002 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0245659 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.00380681 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.000143594 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.104698 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0600968 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0346919 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0694562 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.00858764 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0484703 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0314435 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.00739959 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0201718 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.00909304 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0806597 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0348824 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0693936 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.00813368 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.0485339 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.030808 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.00771157 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0300871 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.00664672 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0453601 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.011817 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0222922 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.216463 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.000504736 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.000377441 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.623663 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.145457 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.145029 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0992976 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0977494 # DEPENDENCYPART_SIBL
(5,6),(5,8),-1.40198 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.123684 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0573921 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.219439 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.142632 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0752401 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0393501 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0628292 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0618971 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0716669 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0356613 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.185772 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.143965 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0658856 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.107606 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0499724 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.108869 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.122778 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0391793 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.116252 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.019093 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0031711 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0225678 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00426255 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.102878 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.173238 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.110439 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.140193 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.131775 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0804119 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.171383 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0314362 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00739794 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0201645 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00908567 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0806586 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.03488 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0694016 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00812482 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0485321 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0308136 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00770752 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0300877 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.00663786 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0453583 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0118154 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.01718 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.227296 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00847748 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0363125 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00380294 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0349155 # DEPENDENCYPART_SIBL
(7,5),(7,6),1.13788 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0219384 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0702633 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0361785 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0847115 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00957275 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0358293 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00489821 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0350982 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.483143 # DEPENDENCYPART_SIBL
(7,8),(7,10),-1.465 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.264936 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.757376 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.109319 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.271649 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.185706 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0352951 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.163434 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.107598 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0499617 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.067296 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.108843 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0688712 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0673388 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.122769 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0657991 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.150513 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.109565 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0424847 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.177583 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.140175 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.131797 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0169139 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.080377 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.031403 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.108653 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.171366 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.11053 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0315327 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0821147 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0566825 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00367756 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0214948 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0242753 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00422493 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0432224 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0102 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.103167 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0170327 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0970229 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0072249 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.173802 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0157322 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0108807 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.107448 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0948192 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0404941 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.157625 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0384601 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.128361 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.108215 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0308082 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0154846 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00673787 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0238617 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0282827 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0300877 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0280153 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0246496 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.00691245 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0437352 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00567302 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0920839 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0534955 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0453607 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0532293 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.131293 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.00391816 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.015182 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.000410497 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00784911 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0259703 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00756217 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0207379 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0209174 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0106327 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00549975 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0118175 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.00230711 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0791944 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.258279 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0329101 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0115302 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0310183 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0362285 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.000665736 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0499466 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0624531 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.152292 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.00574399 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.181462 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.166121 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0112247 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.134503 # DEPENDENCYPART_SIBL
(8,19),(8,25),0.00592319 # DEPENDENCYPART_SIBL
(8,20),(8,25),0.000596961 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0492235 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.039136 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0442081 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0664291 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.056165 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0743742 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.010186 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0443419 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00604027 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00228815 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0352763 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.170769 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0355506 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.117022 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0201867 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0829353 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0730511 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00540814 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.112432 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.143746 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.12648 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.126479 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0747888 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0558277 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0150574 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00715933 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0330553 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0530683 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00674958 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0188502 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00892407 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0841521 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0125956 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0125956 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.00974955 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0410705 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.018842 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0141499 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.088945 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.100118 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0580045 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0367112 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.130002 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.160103 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.160103 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.100885 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00715934 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0341715 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0530682 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00931638 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0192124 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0168755 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0844298 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0113633 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0113633 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0123163 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00674861 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0947063 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0314335 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0862233 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00388173 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0954192 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.118524 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.118522 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.025415 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.069321 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0190122 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00406741 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00473936 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0223435 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0133596 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0133601 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0247475 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0200965 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.13563 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0111242 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.201561 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0334424 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0334429 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.015231 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.012557 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0169523 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0137719 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0138924 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0138918 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.256428 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0218199 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0133993 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0210697 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0210712 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.00458153 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0581536 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.038693 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0386935 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.0108355 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0340628 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0340654 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.0151602 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.101119 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.0165363 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.0165363 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0131554 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0209363 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.021203 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0214954 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0515846 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0238997 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.000681094 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0173867 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0315428 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.0233271 # DEPENDENCYPART_SIBL
