# _root_ Z ruské strany jde o suroviny , jako je plyn a ropa , z české o různé zboží .
#goldHeads=4,3,1,13,4,5,8,6,8,11,9,11,0,13,14,13,18,16,0,
#predictedHeads=4,3,1,0,4,5,8,6,8,11,9,11,4,13,14,15,18,16,0,
(7,1),(1,4),0.00450242 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.195162 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.8864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.382343 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.586806 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0555868 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.203302 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.190071 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.145335 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0419225 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.10161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.83558 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.21741 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.184902 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.240036 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0287889 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.142202 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.97736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.633445 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.794964 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.15612 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.770903 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.1427 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.741984 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.884232 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0783301 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.8989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.387416 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.613659 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.594811 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0360659 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.275499 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0724772 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0960127 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.1016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.604486 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.835521 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.19072 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.791612 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.22493 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.748995 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.596656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.711841 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.946271 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.18435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.177404 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.270552 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.14769 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.244089 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.313838 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.31437 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.195981 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.433517 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.90107 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.953763 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.705852 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.826403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.1483 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.29753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.280466 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.117972 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0722371 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0961576 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.194189 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.251497 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.11641 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.171133 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.286452 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.24541 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.528834 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0201504 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.178316 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.27798 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.311004 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.20348 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.685035 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.04341 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.786298 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.634362 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.728931 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.983558 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.17223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.191751 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0216352 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.237855 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.18155 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.20037 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.269012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.163608 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.171147 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.349073 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.331834 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.374872 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.136426 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.178635 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.256663 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.299033 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.182163 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.432331 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.316396 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.748835 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.631528 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.783512 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.19637 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.33671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.011765 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.114321 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.540112 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.13362 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.528063 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.449408 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.407361 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.296019 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.573014 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.542508 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.592787 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.337706 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.197767 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.205147 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0649005 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.110542 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.349854 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.0872074 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.195231 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.268064 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.526208 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.49802 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.589153 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.636904 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.26201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.078751 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.632461 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.16168 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.600737 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.339768 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.900473 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.272731 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.32911 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.36794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.00309685 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.378867 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.356898 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.247641 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.532966 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.202452 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.344362 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.45249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0870955 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.971074 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.440086 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.17818 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.46361 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.643584 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.486881 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.267945 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.548018 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.42097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0880296 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.09836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.41721 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.06664 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.619837 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.793403 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.853867 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.776595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.525623 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.733791 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.692094 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.843983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.250858 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.20303 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.222523 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.274272 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.250567 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.235496 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.502856 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.263579 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.276307 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.466327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.656925 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.312298 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.389554 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.332302 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.506402 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.874583 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.867939 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.0262 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.913523 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.704848 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.909894 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.841408 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.02284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.462 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.194651 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0987233 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.212558 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.352092 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.325356 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.408898 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.372696 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.150181 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.623998 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0470158 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.283141 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.381496 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.346832 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.498344 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.347053 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.373477 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.03202 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.0051 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.853755 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.25586 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.997126 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.959536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.328516 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.476055 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.170736 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.443397 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.497682 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.511614 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.57331 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.538903 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.409597 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.727984 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.146508 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.147603 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.296542 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.33241 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0873143 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.518616 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0481794 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.590494 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.519404 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.378486 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.135643 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.445414 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.841919 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.853718 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.537347 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.646419 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.363048 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.212902 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.196469 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.130574 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.660521 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.113203 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0976714 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.428837 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.296353 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.1026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,1),-0.203544 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.99987 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.09493 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.236304 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.879714 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0345837 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0586114 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.04998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.118726 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.0886198 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.027304 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.493774 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),0.262659 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.67279 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.445342 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.170492 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.08253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.223583 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.125299 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.672814 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.489914 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.243961 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.318641 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0452658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.10082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.319698 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.189185 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.73438 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.368043 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.819099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-1.2568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.274707 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.655997 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.128291 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.36788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.291249 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.315873 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.437267 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.704713 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.61754 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.554722 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0182264 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.439813 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.318385 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.39167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.114455 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.28442 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.26052 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.695782 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.513357 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.116238 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.22693 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.662384 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.922534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),0.749472 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.161471 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.877316 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.247452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.904311 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.84339 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.82593 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.86762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.716393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.65382 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.43831 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.793156 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.42585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.542068 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.645467 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.123081 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.148373 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.795076 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.261269 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.565796 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.0521755 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.618592 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.96465 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.21048 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.198094 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.851924 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.284075 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.567913 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.155152 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.835204 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.68628 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.622594 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.71257 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.22988 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.789551 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.4486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.712577 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.519121 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.574112 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0481242 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-1.13664 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.249854 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.885524 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.00202732 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.655687 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.638037 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.162115 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.847792 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.605466 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0853056 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.577349 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.415061 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.432224 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0192888 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.30712 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.172064 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.830417 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.00781879 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.737461 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0798214 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.116767 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-1.0045 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.743351 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.153059 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.600864 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.309352 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-1.0338 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.512817 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.00934344 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.738677 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.522975 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.828624 # DEPENDENCYPART_GRANDPAR
