# _root_ Podle Janouška již skončilo období kontroly formálních náležitostí přiznání a druhá fáze , tedy podrobná kontrola věcné správnosti , se právě rozbíhá .
#goldHeads=4,1,4,10,4,5,8,6,8,0,12,14,14,22,16,14,18,16,14,22,22,10,0,
#predictedHeads=4,1,4,0,4,5,8,6,10,8,12,10,14,10,16,22,18,16,22,22,22,14,0,
(5,4),(5,11),-0.108913 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0562779 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.121694 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0191362 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0250509 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0887876 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0970036 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.317036 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0236479 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.088808 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0250444 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.00199707 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0348293 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0396124 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.117387 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.111793 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0348485 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.111302 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.00745185 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.090332 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.319857 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0182848 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0821364 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0196813 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.000535957 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.337269 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00343842 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0988866 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.00483487 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0176617 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.00513896 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0160624 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.00464761 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0110854 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0273972 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.111678 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.00638904 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0188108 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.00146463 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.00718409 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0201061 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0475191 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.146035 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0222352 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0983598 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0718006 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0612943 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0412418 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0988967 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0718503 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0991185 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0718006 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0984589 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.071827 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0321649 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.264452 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.012154 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00367125 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0169274 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0383468 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.012267 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00217567 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0168144 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.00291274 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0133743 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00356405 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0169138 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.301136 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.197024 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0289098 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0594202 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0390791 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0332548 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.029807 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0645396 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0296684 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0572325 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0290123 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0594293 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.242181 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.117911 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0691936 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.057371 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0455803 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.105893 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0743261 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.118673 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0685352 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.118072 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0692028 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00279769 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0212543 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0426738 # DEPENDENCYPART_SIBL
(6,5),(6,10),6.01504e-05 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00130211 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0211413 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00203918 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0177012 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00269049 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0212408 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0314765 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0362596 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.115549 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.109427 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0314956 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.108935 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0323038 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.10901 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0314765 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0766545 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.307305 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0309454 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0684589 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0323418 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0684385 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0322672 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0684385 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.324741 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0160759 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0852321 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0174723 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0852118 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0173977 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0852118 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00168466 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0113884 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00119331 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0113609 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.00126796 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0113609 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0240444 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.109312 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0248525 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.109386 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0240252 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0314713 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0700879 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0313966 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0700879 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0324031 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.109109 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0315759 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0322674 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0684383 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0314765 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0338755 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0687719 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0507602 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0452893 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0473228 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0453126 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.164011 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.162742 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0519155 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0441101 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0570207 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0965291 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0197009 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0204345 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0248192 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00369498 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0125541 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00359787 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.109984 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.109749 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.111662 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0424334 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00267537 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0839917 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.000304817 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0934856 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.095355 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0100192 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.322181 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.018633 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0767983 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0200294 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0199548 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0065415 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00168464 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00793053 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0011933 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00126794 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0126306 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0205829 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.109308 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.109383 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.00682917 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0340053 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0339307 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.00965557 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.109106 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.00762422 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.00766536 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0120685 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0124874 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00643227 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0133651 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0239569 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0102804 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00697743 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0111581 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0282838 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00648329 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0128494 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0311834 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.183503 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00661563 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0239569 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0347734 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00453638 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0967029 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.042266 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0401959 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0544505 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0347735 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.037662 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.000118599 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0860081 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0850141 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0447253 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0141098 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0859848 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.014427 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0859955 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0850141 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0778408 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0259397 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.126593 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0496753 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0730909 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0246223 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.022831 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.263906 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0160932 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0155048 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0198853 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0486963 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0305579 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0933274 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0329005 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0452402 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0332258 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0487853 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0305579 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.095733 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0234246 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0855908 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.00598687 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0479355 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0473113 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.022379 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0419604 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0436147 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0398842 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.121988 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0636792 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0867294 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0535154 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.114695 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0538419 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.116885 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0636792 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0469613 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.125292 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.234539 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.141499 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.140784 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.192327 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.135472 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.139786 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0145075 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.151745 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0173561 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0189322 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0578707 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.145968 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0583458 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.146629 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0173561 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0456982 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.498568 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0177822 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0376847 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.274001 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0309469 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0303585 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0478539 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00154683 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0760457 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0626013 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0608691 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.00190918 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0611944 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00163584 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0760457 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.12499 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0559406 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.125927 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.265224 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0184102 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0178219 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00434762 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0875359 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0158697 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.108914 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0173629 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0840799 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0176882 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.087625 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0158697 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0801465 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.00812646 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0706728 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0306238 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0288428 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.6556 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00325116 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0281305 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00791356 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.652053 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00326084 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.652078 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.00325879 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0281305 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.107896 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.214133 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.120708 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0155048 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0198853 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0486963 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0305581 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0933274 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0329005 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0452402 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0332258 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0487853 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0305581 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.095733 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0234274 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.085591 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.025428 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0312129 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0419348 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0908039 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0384432 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0277568 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0387685 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0313019 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0419348 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0982564 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.029744 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.10059 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.135106 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.011537 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0166728 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.261648 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.135933 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.261649 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.135106 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.011537 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0145436 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.444398 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.134218 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0526228 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0437081 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00539053 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0348822 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00539023 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0348822 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0526228 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0232039 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.480874 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.244216 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00109485 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0480411 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0353391 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0480498 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0353391 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.235972 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0303923 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.284829 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0987846 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.119256 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.177565 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.119257 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.179025 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.120196 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.120169 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0970724 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0577433 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.19411 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.294798 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.193283 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0173418 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0433856 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.477268 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.163388 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00539055 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0344924 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0550325 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0229853 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.480644 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.249664 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.193492 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.017814 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0435953 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.47762 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.16376 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0521956 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0229888 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.480211 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.243997 # DEPENDENCYPART_SIBL
