# _root_ Program třítýdenní přehlídky , jejíž hlavní část začne v úterý vypuštěním balónu České spořitelny , je zaměřen především na hudbu a výtvarné umění .
#goldHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
#predictedHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
(8,4),(8,9),0.0127206 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00592 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00287061 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00287061 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0358842 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00287061 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.179735 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0190299 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0598098 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.149294 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.00193846 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0124085 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0373209 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0351176 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0208974 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0392921 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0798278 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.064504 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0622767 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0622767 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0658033 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0607098 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0222397 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.109211 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0407343 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.145885 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0691317 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0635791 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0196296 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0792807 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0742557 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0446245 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0128372 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00948 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00948 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0110939 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00590618 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0137291 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0621252 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.129404 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0542129 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0520694 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0146019 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0299598 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0103085 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0278728 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00592935 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0220268 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0220268 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00990528 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0220263 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0184203 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0438476 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0297063 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0657202 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0742164 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0216414 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.146268 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0101573 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0134223 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0945209 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0945209 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00642457 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0955836 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00964237 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0372335 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00222815 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0516743 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0357626 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0930628 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.246969 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.00597431 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.124103 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0897169 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00354699 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0907796 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0132983 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.033817 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00564464 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0487963 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0413758 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0882588 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.24384 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.00309674 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.119299 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00354699 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0907796 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0132983 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.033817 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00564464 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0487963 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0413758 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0882588 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.24384 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.00309674 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.119299 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0980149 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0485214 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0033628 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0513658 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.121041 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0196559 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0978569 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0765732 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.346846 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.106439 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0132983 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0338171 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00564453 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0487965 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0509863 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0892221 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.24384 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.00309905 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.120262 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.131655 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.100181 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0920319 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.113312 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0984756 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.149367 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0788409 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.107608 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.243974 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0907443 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0514879 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0711445 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.139222 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0797643 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0610278 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0355897 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0298175 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0679367 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.141824 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0896033 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.05782 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0346323 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.131402 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.186578 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0550203 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.132913 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0332596 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.221242 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0802175 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0414703 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.248455 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.00471034 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.120913 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0588683 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.0217593 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.106829 # DEPENDENCYPART_SIBL
(9,10),(9,11),-1.40298 # DEPENDENCYPART_SIBL
(9,10),(9,12),-1.40298 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.139146 # DEPENDENCYPART_SIBL
(9,11),(9,12),-1.40195 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.138695 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.138695 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.17729 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0233879 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0465972 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0465972 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0842509 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0479869 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0188164 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0242385 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0269947 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0177507 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0177507 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.060584 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0160065 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0255235 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0114627 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.095633 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.095633 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.156667 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0978255 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0952238 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0101834 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0614943 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0340407 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0646828 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00808189 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.304872 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0340407 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0646828 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00808189 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.304872 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0326761 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0169176 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.117328 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0104477 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.302506 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.26769 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0233705 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.108293 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0434597 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0840886 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0448494 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0658308 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0189842 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00426593 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0240762 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0741668 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0437185 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.110534 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.15069 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.112727 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0169139 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0892327 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0833282 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.00420669 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.140267 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0190441 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00673081 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0212282 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.025027 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0291434 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0128212 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0122336 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0035515 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0340729 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.063216 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0371462 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00821915 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0097164 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.304769 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0348757 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0312363 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0190895 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0168187 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0056622 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.117252 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.110468 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0347802 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.010585 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0120822 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.302402 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0372371 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0328994 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0148211 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0766533 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0190393 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.280067 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.267563 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0125992 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.250246 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0141162 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.00118999 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.106235 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0233705 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.108293 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.109644 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0840886 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0448494 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0658308 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0189842 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.00426593 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0694003 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.10972 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0434809 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0240762 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0741668 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.043797 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0359898 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.000821407 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.000909599 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00702416 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0131127 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0344027 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0509823 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0346592 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0184634 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.114451 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.00947349 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.00495936 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00325816 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0142078 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0437185 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0424533 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.15069 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.112727 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0169139 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0892327 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0833282 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0873831 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.17322 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.110519 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.00420669 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.140267 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.126178 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0132997 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00673081 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0212282 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.025027 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0291434 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0128212 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0216703 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.119214 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0175891 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0122336 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0035515 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0223234 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00669645 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0209745 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0240845 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0312346 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0149098 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.021604 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.117355 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0173353 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0122692 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.00358587 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0220696 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0312363 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0190895 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0168187 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0056622 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0186203 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0215643 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0301731 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.117252 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.110468 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0309422 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0347802 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.010585 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0120822 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0203053 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.126352 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.058938 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.302402 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0372371 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0720113 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0328994 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0148211 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0443002 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0324408 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.00756145 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0766533 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0190393 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.00942602 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.280067 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0540674 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00251048 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00236547 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.267563 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0125992 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.00390207 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0222279 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.00118005 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00220774 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.250246 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0141162 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.000671137 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0392356 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0406401 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.120951 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0548104 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0378681 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0311903 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.164793 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.00739972 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.030514 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.306269 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0348756 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.072452 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00118999 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.00877025 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0298897 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0733972 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0746582 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0746582 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0104129 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00425179 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.00993849 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.119602 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.119602 # DEPENDENCYPART_SIBL
(13,10),(13,14),9.45907e-05 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.100312 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00204463 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.119747 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.000189758 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.098469 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.00232898 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.000189758 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.098469 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.00232898 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0200045 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.122217 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0365103 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0132997 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0132997 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0228517 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0291434 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0128212 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0134527 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0228308 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0312346 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0149098 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0228308 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0312346 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0149098 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0126019 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00695765 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.280067 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0171049 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.470782 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0341656 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.117035 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0734437 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0171938 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0171049 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0171049 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0463181 # DEPENDENCYPART_SIBL
