# _root_ " Kondiční příprava je pochopitelně náročná a stereotypní , takže zápasy jsem zařazoval především pro odreagování , " tvrdí chebský kormidelník .
#goldHeads=4,3,4,19,4,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
#predictedHeads=4,3,4,19,6,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
(3,8),(8,6),-0.349648 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.396777 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.150055 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.392247 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.00395718 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.000613829 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.52899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.241769 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.329345 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0836786 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.190586 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.207044 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.471606 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.45796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.44799 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.247254 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.923723 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0930587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.389756 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0703344 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.288775 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.266199 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.180411 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.756397 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.156571 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.132755 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.0138698 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.1506 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.22269 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.696224 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.744869 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.78269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.104124 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.279538 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0123664 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.132152 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.241709 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.532806 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.516448 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.852322 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.769633 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.356565 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.68218 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.692042 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-1.06163 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.0138698 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.455042 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.234302 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.237877 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.563603 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.05115 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.58853 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.80545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.108832 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.249481 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.113976 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.425339 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.566471 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.766584 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-1.23348 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.61888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,7),0.0394769 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.441717 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.303665 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.582762 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.180091 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.547715 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.814644 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.302381 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.904511 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.326262 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.690974 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.380079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-1.10003 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.696547 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.705101 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.195316 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0342586 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0396535 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0561293 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0431997 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.902347 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.223417 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.723346 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.30584 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.927756 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.395729 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.8772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.300284 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0335478 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.571248 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0850819 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.051715 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.844523 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-1.10948 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-1.18447 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.692985 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-1.35842 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.512428 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.74472 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-1.55395 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.910515 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.30321 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.376645 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.82125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.246337 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.140277 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0110531 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.541852 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.107271 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.0295074 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.809325 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.206007 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.947731 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.415762 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-1.1238 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.359412 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.621221 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.69981 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-1.41699 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-1.31933 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.784781 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-1.80545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,9),0.146338 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.0378533 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.557643 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.370539 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.697745 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.79553 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.378596 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.919342 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.627194 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-1.10814 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-1.39592 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-1.08198 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.804588 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.421928 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.774877 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.483303 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-1.15883 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.416756 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.92719 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-1.53331 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-1.30907 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.314908 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0910194 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.344566 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.82236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.718694 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.01666 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.708827 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.655167 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.742551 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.41002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.144787 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.70806 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.712587 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.805535 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.922419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.59442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.278221 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.364413 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.202517 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0905659 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.348038 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.610992 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.578587 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.414858 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.286973 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.54283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.616231 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.467712 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.41002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0830184 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.195178 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0773383 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.42232 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.810022 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.793648 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.993306 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.63601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.319418 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.116221 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.617485 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.676023 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.752226 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.822912 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.887234 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.140672 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.595717 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.18394 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.323246 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.479978 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.471342 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.365673 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.454914 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.563091 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.188151 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.502006 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.503168 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.634469 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.0369567 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.715689 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-1.05833 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.693022 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.24492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.177293 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.882359 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.558084 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.151329 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.489577 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.450479 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.489232 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.31869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-1.15839 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.954936 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.16954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0811465 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.00962 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.694513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.420628 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.799117 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.22122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.70382 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.30549 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0344061 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.7977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.377981 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.215123 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.17772 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.199723 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.776557 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.820556 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.3278 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.674914 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.499202 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.875125 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.847278 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.354313 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.39269 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0985459 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.307286 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.347084 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.198606 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0635145 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.393442 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0149772 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0845322 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.31967 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.130903 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.435031 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.537441 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0484479 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.202414 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.179128 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.139265 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.54715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.282417 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.344222 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.56169 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-1.09127 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.91237 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.945254 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.495261 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.811471 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.373848 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.226924 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.37622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.218896 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.208489 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.325101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.347084 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.137207 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.216994 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.249465 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.41207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,5),-0.739048 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.662326 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.102209 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0869602 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0993556 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.969045 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.833552 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.717433 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.802269 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.786387 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.97021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.045405 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.208264 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.087891 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.134611 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.67205 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.931764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.235571 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.36612 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.145953 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0961304 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0382628 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.28838 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.28008 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.357319 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.112077 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.26752 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.0366272 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.225119 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.171138 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.878333 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.729232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.556126 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.26703 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.195017 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.256695 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.452304 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.218548 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.328521 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.263609 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.06529 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.22114 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.877671 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.05853 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.779193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.525763 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.101099 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.313278 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.00851479 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.034232 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.312382 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0878983 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.311491 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0583083 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.149457 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.179292 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.06513 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.914328 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.22034 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.884671 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.05829 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.867163 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.80036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.518331 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.101361 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.291922 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.00492185 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.44373 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.291245 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0106328 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.303894 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.116087 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.217013 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.00647583 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.575804 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.171694 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.192182 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.243878 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0481186 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.321795 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.499432 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.164075 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.125201 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.367233 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.103348 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.717433 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.234844 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.0179274 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.297528 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.053704 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.153967 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.589243 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.263005 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.522704 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.315515 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.173815 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.785495 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.287207 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.298932 # DEPENDENCYPART_GRANDPAR
