# _root_ Pokud nebude jeho smlouva zrušena , je rozhodnut zanechat vůbec fotbalu , uvedl manažer brazilského hráče Ricardo Fuica .
#goldHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
#predictedHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
(7,5),(5,1),0.255164 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.38194 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.356531 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.43857 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.12981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.378776 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.623117 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.742895 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.154091 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.804745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.37161 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0841729 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.260604 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.45366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.870073 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.633718 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.963255 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.189188 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.922363 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.737875 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.411022 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.56236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.1671 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.255511 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.542279 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.136559 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.624286 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.744036 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-1.21953 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.912462 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.690236 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.189422 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.921985 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.739393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.421762 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.411257 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.55019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0875712 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.252264 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.542218 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.137794 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.626381 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.743975 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-1.30957 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-1.21947 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.912401 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.690175 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.330294 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.22916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.41376 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.639072 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.30922 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.457928 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.450132 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.403997 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.497182 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.666503 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.891803 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.247394 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0566878 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.240117 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.343585 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.994218 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.852456 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.525784 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.303558 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.360609 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.18731 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.15941 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.676057 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.630974 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.53439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0938853 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.319818 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.225177 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.339243 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-1.03477 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.501163 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-1.28902 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-1.00231 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.676555 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.454328 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.199261 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.922719 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.740455 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.422495 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.52038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.120577 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.345778 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.341604 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.518446 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.203646 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.701848 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-1.25923 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-1.17734 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.870275 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.648048 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.543725 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.252796 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.085049 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.105585 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-1.00905 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.870747 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.544075 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.321849 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0977856 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.479186 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.227797 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.664056 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-1.00868 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.684223 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.461997 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0791137 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.245825 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.926117 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.50469 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.282464 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.4772 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.250407 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.932902 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.794115 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.28561 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.479483 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.0836956 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.250407 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.932902 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.794115 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.460371 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.479483 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.481105 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.782636 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.402265 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.590946 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.139981 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.4892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.348111 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-1.05555 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-1.28226 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.168347 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.651327 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.877596 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.117385 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0567486 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.422998 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.14841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.367833 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.736432 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.139765 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.725738 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.467932 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.476967 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.293182 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.55201 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.776235 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.710496 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.656469 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.444932 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.40568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.264589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.954702 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.164184 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.07785 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.804793 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.224395 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.142746 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.30681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.16571 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.497312 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.989618 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.893242 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.10116 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.19223 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.76273 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.50079 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.40287 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.27723 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.549513 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.53962 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.15586 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.69081 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.714839 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.871303 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.52044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0819628 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.386315 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.177762 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.481223 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.59363 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-1.30418 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.879473 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.799803 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.674166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.721194 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.850163 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.24807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.887494 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.292762 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.3403 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.609921 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.597027 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.721848 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.962929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.17262 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.00370287 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.19307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.121913 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.34988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-1.07646 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.669099 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.569826 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.444189 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.7291 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.8141 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.60408 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.954258 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.945719 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.20262 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.60581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.530373 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0528795 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.346491 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.934591 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.544037 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-1.35362 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.85553 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.757176 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.631539 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.559331 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.54032 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.1569 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.69151 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.872025 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.48524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.650197 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0748 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.399883 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.213428 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.549194 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-1.25221 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.835037 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.755367 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.62973 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.310454 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.00854515 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.00498521 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.234693 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-1.08386 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.679954 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.580682 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.455045 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0106404 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.161511 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.966951 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.548732 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.423095 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.33595 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.166093 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.973735 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.51572 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.426241 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.338233 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.00605857 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.166093 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.973735 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.51572 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.413921 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.338233 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.211717 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.423683 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.419586 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.302863 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.124857 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.064034 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.15546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,12),-0.987635 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-1.08248 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.170597 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.639004 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.517254 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0990108 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.223061 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.686399 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.477862 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.152044 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.667818 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.143007 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.454283 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.452828 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.496674 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.126165 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.812737 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.426433 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.157354 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.634088 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.80753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.142085 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.654564 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.297563 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-1.28231 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.762271 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.348247 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.638837 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.707886 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.518611 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.07232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,12),-0.886784 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.166287 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.806269 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.441484 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.204877 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.41195 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.39324 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.97274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.281524 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.313013 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.824627 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.901058 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.25413 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.28396 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.15961 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.33719 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.07196 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.117595 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.810159 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.418001 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.436087 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.746669 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.80814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.142289 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0768943 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.654768 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.735997 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.01801 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.923486 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.10107 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.835841 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.993386 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.1139 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.969338 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.920056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.383314 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.143094 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.596364 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.578383 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.994041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.961817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.63444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.208582 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.123566 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0778467 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.409527 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.598514 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.325659 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.501887 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.236662 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.732904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.543 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.2424 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.935224 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.21752 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.46597 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.31866 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.27718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.158917 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.329313 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.736588 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.606072 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.876169 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.514479 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.691625 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.426399 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.561738 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.26852 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.794525 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.671776 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.13467 # DEPENDENCYPART_GRANDPAR
