# _root_ Poválečný vývoj navíc v Německu ovlivnily značné migrační abnormality , které vyplývaly z odsunu Němců z východní Evropy , z exodu východních Němců na západ a nově nyní z přílivu etnických Němců z Východu a uprchlíků .
#goldHeads=2,6,6,6,4,0,9,9,6,26,12,26,19,13,14,14,18,16,12,19,20,23,21,21,24,9,26,26,26,29,32,35,32,33,30,35,0,
#predictedHeads=2,6,6,6,4,0,9,9,6,12,12,9,12,13,14,14,18,16,12,26,20,23,21,21,24,12,26,26,26,29,32,30,32,35,33,35,0,
(3,6),(3,12),-0.30966 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0169895 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0721436 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0675294 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0868723 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0846467 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.103631 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0780677 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.109923 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.440029 # DEPENDENCYPART_SIBL
(4,5),(4,9),-1.40081 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.722628 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.184393 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00949233 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0102728 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0947496 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.000501923 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00540294 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.000320437 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00265547 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0315516 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0656319 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0648821 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0277732 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0138421 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0023247 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0280305 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0604173 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0132791 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0431296 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0557209 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0816658 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0836245 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0604698 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0379132 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0842609 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.116602 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0604786 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.06097 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.116602 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0604859 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0379132 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.116602 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0604698 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.06097 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0586055 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0143771 # DEPENDENCYPART_SIBL
(6,1),(6,27),-0.0839977 # DEPENDENCYPART_SIBL
(6,1),(6,28),-0.0531492 # DEPENDENCYPART_SIBL
(6,1),(6,30),-0.0608447 # DEPENDENCYPART_SIBL
(6,1),(6,35),0.0143771 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.101693 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0183591 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.201238 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0271284 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0251448 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0159384 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0399669 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0107517 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00102038 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0159472 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.00856509 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.00102038 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0162405 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0399669 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.00102038 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0159384 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.00856509 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.041132 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.010448 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.0112273 # DEPENDENCYPART_SIBL
(6,2),(6,28),0.0693291 # DEPENDENCYPART_SIBL
(6,2),(6,30),-0.0205633 # DEPENDENCYPART_SIBL
(6,2),(6,35),0.010448 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.151501 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0347715 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00961802 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00551934 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0792491 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0233547 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0271373 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.021219 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0792404 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0765914 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.021219 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0765116 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0233547 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.021219 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0792491 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.0765914 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0954174 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0263176 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.00287305 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.0378593 # DEPENDENCYPART_SIBL
(6,3),(6,30),0.0788805 # DEPENDENCYPART_SIBL
(6,3),(6,35),0.0263176 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0069444 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.073954 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.072009 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0123647 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.00765719 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0525754 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0581325 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0123471 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0116208 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0581325 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0302215 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.00765719 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0581325 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0123647 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0116208 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0194588 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0112125 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.0369609 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.00467174 # DEPENDENCYPART_SIBL
(6,4),(6,30),0.0119923 # DEPENDENCYPART_SIBL
(6,4),(6,35),0.0112125 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0407954 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0388118 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0473307 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00302607 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0164985 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0200777 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0473395 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0399574 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0200777 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0476328 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00302607 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0200777 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0473307 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0399574 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0274027 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.000841326 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.0282874 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.052269 # DEPENDENCYPART_SIBL
(6,5),(6,30),-0.0519556 # DEPENDENCYPART_SIBL
(6,5),(6,35),-0.000841326 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.346528 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.107978 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0502493 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.04976 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0667711 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.107982 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.10814 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0667711 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.108101 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0502493 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0667711 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.107978 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.10814 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0193428 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.070038 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0809272 # DEPENDENCYPART_SIBL
(6,7),(6,28),-0.100607 # DEPENDENCYPART_SIBL
(6,7),(6,30),-0.108141 # DEPENDENCYPART_SIBL
(6,7),(6,35),-0.070038 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.107112 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0493901 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0506334 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0659098 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.107116 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.107275 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0659098 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.107235 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0493901 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0659098 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.107112 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.107275 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0184816 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0674808 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0800681 # DEPENDENCYPART_SIBL
(6,8),(6,28),-0.0997481 # DEPENDENCYPART_SIBL
(6,8),(6,30),-0.107276 # DEPENDENCYPART_SIBL
(6,8),(6,35),-0.0674808 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0126846 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.01606 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.000517498 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.113634 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.11366 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.000517498 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.11716 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0126846 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.000517498 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.113629 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.11366 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0245247 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.247974 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0131059 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.0363215 # DEPENDENCYPART_SIBL
(6,9),(6,30),-0.114967 # DEPENDENCYPART_SIBL
(6,9),(6,35),-0.247974 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0995844 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.176314 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.10677 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.104814 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.176314 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.115702 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.124158 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.176314 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.106766 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.104814 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.111434 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.139006 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0435434 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.0597977 # DEPENDENCYPART_SIBL
(6,10),(6,30),-0.106931 # DEPENDENCYPART_SIBL
(6,10),(6,35),-0.139006 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.000929399 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0335718 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0335752 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.000929399 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0335499 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.000347453 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.000929399 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.033576 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0335752 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0311754 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.140642 # DEPENDENCYPART_SIBL
(6,12),(6,27),0.00570858 # DEPENDENCYPART_SIBL
(6,12),(6,28),-0.00572658 # DEPENDENCYPART_SIBL
(6,12),(6,30),0.0334135 # DEPENDENCYPART_SIBL
(6,12),(6,35),-0.140642 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0504733 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0511877 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.1394 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0506224 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0568562 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.1394 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0504609 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.0511877 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.116419 # DEPENDENCYPART_SIBL
(6,13),(6,26),-0.220867 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0150933 # DEPENDENCYPART_SIBL
(6,13),(6,28),-0.0387029 # DEPENDENCYPART_SIBL
(6,13),(6,30),-0.0506232 # DEPENDENCYPART_SIBL
(6,13),(6,35),-0.220867 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.113661 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.000517185 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.11716 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0126849 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.000517185 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.11363 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.113661 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0245244 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.247974 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0131068 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.0363225 # DEPENDENCYPART_SIBL
(6,14),(6,30),-0.114967 # DEPENDENCYPART_SIBL
(6,14),(6,35),-0.247974 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.000417816 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.117163 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0126901 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.000417816 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.113632 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.113663 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0235914 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.247976 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0131162 # DEPENDENCYPART_SIBL
(6,15),(6,28),-0.0363319 # DEPENDENCYPART_SIBL
(6,15),(6,30),-0.11497 # DEPENDENCYPART_SIBL
(6,15),(6,35),-0.247976 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0506224 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0568562 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.1394 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0504609 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0511877 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.116419 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.220867 # DEPENDENCYPART_SIBL
(6,16),(6,27),-0.0150933 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.0387029 # DEPENDENCYPART_SIBL
(6,16),(6,30),-0.0506232 # DEPENDENCYPART_SIBL
(6,16),(6,35),-0.220867 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0258076 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00230634 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.114224 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.114255 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0206615 # DEPENDENCYPART_SIBL
(6,18),(6,26),-0.250131 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.0132741 # DEPENDENCYPART_SIBL
(6,18),(6,28),-0.0364898 # DEPENDENCYPART_SIBL
(6,18),(6,30),-0.115561 # DEPENDENCYPART_SIBL
(6,18),(6,35),-0.250131 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.176314 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.106766 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.104814 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.111434 # DEPENDENCYPART_SIBL
(6,19),(6,26),-0.139006 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.0435434 # DEPENDENCYPART_SIBL
(6,19),(6,28),-0.0597977 # DEPENDENCYPART_SIBL
(6,19),(6,30),-0.106931 # DEPENDENCYPART_SIBL
(6,19),(6,35),-0.139006 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0504609 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.0511877 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.116419 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.220867 # DEPENDENCYPART_SIBL
(6,20),(6,27),-0.0150933 # DEPENDENCYPART_SIBL
(6,20),(6,28),-0.0387029 # DEPENDENCYPART_SIBL
(6,20),(6,30),-0.0506232 # DEPENDENCYPART_SIBL
(6,20),(6,35),-0.220867 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.11366 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.0245247 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.247974 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0131059 # DEPENDENCYPART_SIBL
(6,21),(6,28),-0.0363215 # DEPENDENCYPART_SIBL
(6,21),(6,30),-0.114967 # DEPENDENCYPART_SIBL
(6,21),(6,35),-0.247974 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.0235914 # DEPENDENCYPART_SIBL
(6,23),(6,26),-0.247976 # DEPENDENCYPART_SIBL
(6,23),(6,27),-0.0131162 # DEPENDENCYPART_SIBL
(6,23),(6,28),-0.0363319 # DEPENDENCYPART_SIBL
(6,23),(6,30),-0.11497 # DEPENDENCYPART_SIBL
(6,23),(6,35),-0.247976 # DEPENDENCYPART_SIBL
(6,24),(6,26),-0.199636 # DEPENDENCYPART_SIBL
(6,24),(6,27),-0.0113458 # DEPENDENCYPART_SIBL
(6,24),(6,28),-0.023741 # DEPENDENCYPART_SIBL
(6,24),(6,30),-0.0262997 # DEPENDENCYPART_SIBL
(6,24),(6,35),-0.199636 # DEPENDENCYPART_SIBL
(6,26),(6,27),-0.0326149 # DEPENDENCYPART_SIBL
(6,26),(6,28),-0.0549696 # DEPENDENCYPART_SIBL
(6,26),(6,30),-0.0177862 # DEPENDENCYPART_SIBL
(6,26),(6,35),-0.244861 # DEPENDENCYPART_SIBL
(6,27),(6,28),-0.0640372 # DEPENDENCYPART_SIBL
(6,27),(6,30),0.00825829 # DEPENDENCYPART_SIBL
(6,27),(6,35),-0.0790867 # DEPENDENCYPART_SIBL
(6,28),(6,30),0.112919 # DEPENDENCYPART_SIBL
(6,28),(6,35),0.0100725 # DEPENDENCYPART_SIBL
(6,30),(6,35),-0.249189 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.24251 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.15518 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00967471 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0264707 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0473051 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0158074 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.000837649 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0650718 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0942429 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0145204 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.025931 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0584317 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.044286 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0331532 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0194724 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0739599 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.127062 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0216082 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0533466 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0466506 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00217649 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00340217 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.102606 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00270716 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00276642 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0125084 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0470321 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0163855 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00852426 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.00949215 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0268209 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.183917 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.001931 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.000625722 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00809594 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.108314 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0102826 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0410575 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.000546488 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0410575 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0930397 # DEPENDENCYPART_SIBL
(9,1),(9,26),-0.00241189 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0995086 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.160661 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0116647 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0185022 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0462559 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.118854 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0652307 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0456224 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0273241 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0456224 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0676757 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.0357082 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0447662 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.129629 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.130946 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0169139 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0864663 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0803268 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.166583 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.11053 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.166583 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.140421 # DEPENDENCYPART_SIBL
(9,4),(9,26),-0.00420669 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00565563 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00646226 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0284787 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0545522 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00227703 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0642874 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00887627 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0642874 # DEPENDENCYPART_SIBL
(9,5),(9,17),5.36131e-05 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.00815767 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00854948 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0204573 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.119304 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00476112 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0711286 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00888964 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0711286 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0823662 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.00497816 # DEPENDENCYPART_SIBL
