# _root_ Přesný počet osob zadržených při raziích , které policisté provádějí denně od 25 . srpna , nebyl sdělen .
#goldHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
#predictedHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
(4,12),(12,16),-0.40817 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.804673 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.435125 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-2.02675 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-1.53464 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.64282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.640605 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.286738 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.407026 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.711783 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.276408 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.156825 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.35039 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.15119 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.804786 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-1.07529 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.74909 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.588785 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-1.4806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-1.08985 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-1.04556 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.07935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),1.20315 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.302633 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.712802 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.352644 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.486675 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.280078 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.85628 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.83446 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.78789 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.45003 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.723965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.178175 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.608003 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0713092 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.275279 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0452515 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.213441 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.198521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.216486 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.45383 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.20073 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.0689058 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),0.466512 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-2.31195 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-2.2653 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.67358 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.85408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.98527 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.264482 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.109059 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0600002 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.293131 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.129589 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.0867421 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.45004 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),2.37931 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.726974 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.27063 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.213102 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.198931 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.5544 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-1.84207 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.228963 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.509507 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.313214 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.56414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.0243722 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.700394 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.162608 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.07448 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.883656 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.83469 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.918 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.516464 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.299572 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.56162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.697872 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.162291 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.883339 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.99259 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.373298 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.317694 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.39006 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.52484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0145472 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.661093 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.512063 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.264986 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.584336 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.588812 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.7434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0666239 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.879648 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-2.03293 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.96812 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.56915 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.28673 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.40903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),0.368667 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.369737 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.110711 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.142555 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.132526 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.349573 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.292804 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.54081 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.09012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.57909 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.55011 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.233469 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0264803 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-2.72775 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.71289 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.6454 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.47711 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.24435 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.42072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.22002 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.818119 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.457783 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0471766 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.408193 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0767755 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.122034 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.390473 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.602917 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.343041 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.171042 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.383331 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.439424 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.697064 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.258823 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.126691 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0121024 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.387988 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.836816 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.315037 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0531163 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.301945 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.237951 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.100603 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.40108 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.563242 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.479746 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.162211 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.345067 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.317611 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.161837 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.180026 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.56255 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.578909 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.423566 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.107137 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.195284 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.635878 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.441027 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.77732 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.548594 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.144773 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.554032 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0352869 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0415863 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.166382 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.342635 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.164296 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.372301 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-2.03293 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-1.96812 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.56915 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.28673 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),1.12296 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.504974 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.864417 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.132162 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.42617 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0422765 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.259599 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.115516 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.554485 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.349573 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.56048 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-1.71664 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-1.64915 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-1.47839 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-1.24459 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.4018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),1.24888 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.84204 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.476702 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.714121 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.00473226 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.350086 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0966405 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.246286 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.117445 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.649997 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.174851 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.379462 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.71288 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-1.64539 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-1.24435 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-1.42298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),1.20512 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.809017 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.455531 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.699471 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.0184726 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.316811 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.124643 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.273703 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.0962743 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.606237 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.227888 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.398259 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.244478 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.108966 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.201495 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.229074 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.309684 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.41458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-1.05018 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.905833 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.98148 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.911898 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.227292 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.122934 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.196683 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.198812 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.315859 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.04827 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.905807 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.911872 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.47173 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.349763 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.38714 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.132495 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.350633 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.21779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.820423 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.842317 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.932596 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.01761 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.207668 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.317034 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.20259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.872256 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.213096 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.115074 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.15773 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.205501 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.293044 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.41451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.924978 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.04826 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.905806 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.921222 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.06614 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.07989 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.984897 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.22636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.21433 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.981452 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.911871 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.17558 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.35727 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.282536 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.176926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.326306 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.327403 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.05216 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.06984 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.1131 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.04292 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.12949 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.30748 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.63856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.174603 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0350659 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.280484 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.282734 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.231315 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.356488 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.147691 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.54566 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.185473 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.162253 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.530107 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.371503 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.156311 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.531824 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.166853 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.454372 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.340472 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.241471 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.324176 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.206074 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.318925 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.235203 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.605968 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.297499 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.492544 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.18807 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.23403 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.02009 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.02107 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.64962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.372632 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.202744 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.563278 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.526351 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.442333 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.586845 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.550211 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.302146 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.226659 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.760869 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-1.06984 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-1.1131 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-1.12949 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-1.30748 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.63991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.172595 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.0267252 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0490204 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.324301 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.189366 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.124429 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.417713 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.196456 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.439728 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.116619 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.529844 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.785771 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.880142 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.952179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.441903 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.036215 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.270717 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-2.00751 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.772586 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.05062 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.73101 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-1.18094 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.872606 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.34143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.701226 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.788317 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.954324 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-1.84636 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-1.3099 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.59151 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.85621 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-1.04707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.917763 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.663737 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.37816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.907005 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.518036 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.778966 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.836907 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.4428 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.50765 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.992825 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.40671 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.41237 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.14997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-2.74264 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-2.11124 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-2.37739 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-2.75079 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.58516 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-2.27162 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-2.02291 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.42533 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.22613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
