# _root_ Toman žádal později v dopise ministra vnitra Noska , s kterým se dobře znal , o vydání svého syna a stejně učinili i příbuzní ze Slovenska a dokonce až z Austrálie .
#goldHeads=2,20,2,2,4,8,6,2,14,14,10,14,14,8,14,2,16,19,17,0,22,20,24,22,27,25,24,31,31,27,30,0,
#predictedHeads=2,0,2,2,4,8,6,2,20,14,10,14,14,20,20,14,16,19,17,8,22,20,24,22,24,25,22,27,31,27,30,0,
(2,7),(2,9),-0.00505438 # DEPENDENCYPART_SIBL
(2,7),(2,10),0.0276387 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.00257669 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0156998 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.00505438 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.0117291 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.100661 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.115705 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.237625 # DEPENDENCYPART_SIBL
(2,7),(2,21),0.044315 # DEPENDENCYPART_SIBL
(2,7),(2,27),-0.237625 # DEPENDENCYPART_SIBL
(2,7),(2,28),-0.0375084 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.00491803 # DEPENDENCYPART_SIBL
(2,8),(2,10),0.0259471 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.00248693 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.00925782 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.00491803 # DEPENDENCYPART_SIBL
(2,8),(2,16),0.0100533 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.0962809 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.111325 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.234883 # DEPENDENCYPART_SIBL
(2,8),(2,21),0.0444047 # DEPENDENCYPART_SIBL
(2,8),(2,27),-0.234883 # DEPENDENCYPART_SIBL
(2,8),(2,28),-0.0374187 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.073384 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.0521943 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.0998881 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.12519 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.126964 # DEPENDENCYPART_SIBL
(2,9),(2,17),-0.103941 # DEPENDENCYPART_SIBL
(2,9),(2,19),-0.109045 # DEPENDENCYPART_SIBL
(2,9),(2,20),-0.135193 # DEPENDENCYPART_SIBL
(2,9),(2,21),-0.0479769 # DEPENDENCYPART_SIBL
(2,9),(2,27),-0.135193 # DEPENDENCYPART_SIBL
(2,9),(2,28),-0.0616993 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.0558208 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.130039 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0656967 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.0401972 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.0494093 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0513832 # DEPENDENCYPART_SIBL
(2,10),(2,20),-0.19174 # DEPENDENCYPART_SIBL
(2,10),(2,21),-0.0235579 # DEPENDENCYPART_SIBL
(2,10),(2,27),-0.19174 # DEPENDENCYPART_SIBL
(2,10),(2,28),-0.0815656 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.0100175 # DEPENDENCYPART_SIBL
(2,13),(2,15),-0.0585271 # DEPENDENCYPART_SIBL
(2,13),(2,16),0.0542317 # DEPENDENCYPART_SIBL
(2,13),(2,17),0.0237223 # DEPENDENCYPART_SIBL
(2,13),(2,19),0.0186142 # DEPENDENCYPART_SIBL
(2,13),(2,20),-0.0687198 # DEPENDENCYPART_SIBL
(2,13),(2,21),0.0361794 # DEPENDENCYPART_SIBL
(2,13),(2,27),-0.0687198 # DEPENDENCYPART_SIBL
(2,13),(2,28),-0.0375821 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.00371874 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.0237872 # DEPENDENCYPART_SIBL
(2,14),(2,17),0.0359343 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.0271833 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.136845 # DEPENDENCYPART_SIBL
(2,14),(2,21),0.0470535 # DEPENDENCYPART_SIBL
(2,14),(2,27),-0.136845 # DEPENDENCYPART_SIBL
(2,14),(2,28),-0.0124478 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.126964 # DEPENDENCYPART_SIBL
(2,15),(2,17),-0.103941 # DEPENDENCYPART_SIBL
(2,15),(2,19),-0.109045 # DEPENDENCYPART_SIBL
(2,15),(2,20),-0.135193 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.0479769 # DEPENDENCYPART_SIBL
(2,15),(2,27),-0.135193 # DEPENDENCYPART_SIBL
(2,15),(2,28),-0.0616993 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.233592 # DEPENDENCYPART_SIBL
(2,16),(2,19),-0.235565 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.307996 # DEPENDENCYPART_SIBL
(2,16),(2,21),-0.176389 # DEPENDENCYPART_SIBL
(2,16),(2,27),-0.307996 # DEPENDENCYPART_SIBL
(2,16),(2,28),-0.235881 # DEPENDENCYPART_SIBL
(2,17),(2,19),-0.112394 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.239412 # DEPENDENCYPART_SIBL
(2,17),(2,21),0.0381173 # DEPENDENCYPART_SIBL
(2,17),(2,27),-0.239412 # DEPENDENCYPART_SIBL
(2,17),(2,28),-0.0437061 # DEPENDENCYPART_SIBL
(2,19),(2,20),-0.2333 # DEPENDENCYPART_SIBL
(2,19),(2,21),0.0459883 # DEPENDENCYPART_SIBL
(2,19),(2,27),-0.2333 # DEPENDENCYPART_SIBL
(2,19),(2,28),-0.0358351 # DEPENDENCYPART_SIBL
(2,20),(2,21),0.0175453 # DEPENDENCYPART_SIBL
(2,20),(2,27),-0.241058 # DEPENDENCYPART_SIBL
(2,20),(2,28),-0.0500065 # DEPENDENCYPART_SIBL
(2,21),(2,27),-0.100347 # DEPENDENCYPART_SIBL
(2,21),(2,28),-0.0602144 # DEPENDENCYPART_SIBL
(2,27),(2,28),-0.0500065 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0394789 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0540545 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0905813 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0782499 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0123663 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0499745 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.055135 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0254325 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0270504 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.112669 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.123272 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.120211 # DEPENDENCYPART_SIBL
(4,5),(4,6),-1.40515 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.122863 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00224423 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0281352 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0201007 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0386168 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0430281 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0331096 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.124611 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0877622 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0976553 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0917751 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.011956 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0857745 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.107851 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0753419 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.00948895 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.311568 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.00482529 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0768862 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00435098 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.318368 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.00935832 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.018937 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.302452 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0139297 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.250247 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.259587 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.0125932 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.119199 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.182958 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0185074 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0104612 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0152051 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0316516 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0381672 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.046132 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0326579 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0349207 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.107017 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.116921 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0195196 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.171656 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0868853 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0112731 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0808826 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00692936 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0200843 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0291135 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.105581 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00822009 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00279927 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.00276042 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.052965 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0505992 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0442998 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.00405127 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.316021 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.00884609 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0397905 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0515051 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0195418 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.299922 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.014747 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0218575 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.016946 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0797672 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0184911 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00710032 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.146326 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.00561925 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.250306 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.260609 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0188666 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.115 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.24273 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.219559 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0665695 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.100003 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0112862 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.174502 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.150977 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0164957 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0321569 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0374278 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0497797 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0178572 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.103031 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0052544 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00653603 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.125004 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.019821 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0411339 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0139242 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00851083 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0278992 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0134527 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0493066 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00904598 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0240845 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.102996 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0350142 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00514614 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0122692 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.00583015 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.174675 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.151177 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.173662 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0123821 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.032159 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0882926 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0374147 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0388483 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0319075 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0496532 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00869938 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0240859 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.102996 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0350144 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00520144 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0121636 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.00577486 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0137364 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0365796 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.124965 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0437303 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0197646 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.00442466 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0087578 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0241184 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.103018 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0350378 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00521821 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0122325 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.00575808 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0259706 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0541555 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0126121 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0766533 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0142742 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0320201 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00860075 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.145914 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00700267 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00901595 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.07586 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0106034 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.250246 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.259581 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0126069 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.140003 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0508015 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.011031 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0101425 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00677987 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0110567 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.103765 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0263838 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00877152 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00930883 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0509224 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0498423 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0508268 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0516529 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0498165 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0128812 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.120394 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.657295 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0383287 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0337884 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0349227 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0351745 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0337562 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.194452 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0119464 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0121519 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0200765 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0104891 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00643327 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0107101 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.103854 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0264729 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00854047 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00921938 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00350123 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00821431 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.113969 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0302067 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00137319 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00300727 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0118993 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.103991 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0266062 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00850307 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00907704 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.103765 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0263838 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00877152 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00930883 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.149064 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.109218 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00576426 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0693696 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00742883 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0426936 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0567438 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.000194442 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0106528 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.364204 # DEPENDENCYPART_SIBL
(10,11),(10,17),-1.0205 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.556399 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.046569 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.00503255 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0387832 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.00235898 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.191901 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.211991 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.194349 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.191898 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.152168 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0229132 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.154274 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.00344991 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0347441 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00853492 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00955819 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0388027 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.035125 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.00944261 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.00144646 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0171413 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0202458 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0362725 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.0197903 # DEPENDENCYPART_SIBL
(14,1),(14,27),-0.00944261 # DEPENDENCYPART_SIBL
(14,1),(14,29),-0.0316552 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0768313 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0287384 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0145469 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0147148 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0149819 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0145437 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0971327 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.067718 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0913225 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0448599 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0753544 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0191007 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0233074 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0210157 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0148867 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0304586 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0218429 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0212252 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0836678 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0100042 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0902852 # DEPENDENCYPART_SIBL
(14,2),(14,27),-0.0304586 # DEPENDENCYPART_SIBL
(14,2),(14,29),-0.040083 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0381399 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0079095 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.00825827 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.00792628 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00790634 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.170773 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0203152 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0813089 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0330485 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0652177 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0423923 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0789977 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0406372 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0416006 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0329528 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.00543114 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0303067 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.0614917 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.0456138 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.0487364 # DEPENDENCYPART_SIBL
(14,3),(14,27),-0.0329528 # DEPENDENCYPART_SIBL
(14,3),(14,29),0.0169466 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0222603 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0225818 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0222698 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0222509 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.329085 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0931439 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.13506 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0294212 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0613977 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0205647 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0163988 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.00593634 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00610762 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0084751 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0217322 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0449502 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0733108 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.00646998 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0457294 # DEPENDENCYPART_SIBL
(14,4),(14,27),-0.0084751 # DEPENDENCYPART_SIBL
(14,4),(14,29),0.0430637 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.212339 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.194697 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.192246 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.152188 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0229176 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.154276 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.00344843 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0347455 # DEPENDENCYPART_SIBL
