# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,5,8,6,0,12,10,9,12,18,18,18,18,9,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(4,1),(4,14),-0.0114158 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.00424095 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.00582549 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0237042 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.111584 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0134803 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0108548 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0186185 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.0121973 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0325909 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0440183 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0135769 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0196511 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0211463 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0142585 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.11939 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0149277 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0459925 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.027619 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.300772 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0783064 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0500904 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.036842 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.157065 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0654716 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0465103 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.125462 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0493149 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.308735 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0588997 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0059178 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0160959 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.117397 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0137331 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00324 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.00136585 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00261019 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.184499 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0670899 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00179149 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00961713 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0915371 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.110076 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.117628 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0134552 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.00443163 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00136175 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.00322981 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.071223 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0295228 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.00476021 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.101267 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0529299 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0561776 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.129664 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.029711 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.217491 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.154901 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00244731 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0226446 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0368343 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0106132 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0349206 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.11952 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.749943 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.113059 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.749733 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.135729 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.65878 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.48349 # DEPENDENCYPART_SIBL
(6,8),(6,12),-1.46117 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.276294 # DEPENDENCYPART_SIBL
(6,8),(6,18),-1.3946 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.756601 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.111029 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.590452 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.262709 # DEPENDENCYPART_SIBL
(6,12),(6,18),-1.39434 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.510591 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0440057 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.065943 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0728698 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0286774 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0286747 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00968547 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.135803 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0912609 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0912944 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0203228 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00162178 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00238615 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0939626 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.093976 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0829626 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00599116 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0159949 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0160927 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.056396 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00977335 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00551162 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.00119442 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00707646 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.183945 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.183942 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0183029 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0719974 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0107271 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0909204 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.114976 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0130914 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0564923 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00973137 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00486179 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00119032 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00769607 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0565041 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00972713 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00563877 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00118494 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00710152 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0715853 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.107516 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.175192 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.124284 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00403437 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0136613 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0256459 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0157709 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0368022 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.156745 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00591103 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.11782 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00645869 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00542896 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0335851 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.101851 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00543566 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0730389 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.104338 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0186435 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0131725 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00765719 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00801927 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00765719 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0123647 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0112125 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0123647 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0245605 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.00268366 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.010633 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.00179439 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.0477097 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.0658774 # DEPENDENCYPART_SIBL
(9,1),(9,29),-0.000849385 # DEPENDENCYPART_SIBL
(9,1),(9,30),0.010633 # DEPENDENCYPART_SIBL
(9,1),(9,31),0.00179439 # DEPENDENCYPART_SIBL
(9,1),(9,32),0.0477097 # DEPENDENCYPART_SIBL
(9,1),(9,33),-0.022118 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.174767 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.187369 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.186381 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00738077 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0704911 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.188999 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0407719 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0235398 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0367606 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0278782 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00193331 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0424846 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00193331 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0403575 # DEPENDENCYPART_SIBL
(9,2),(9,18),-8.23883e-06 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0403575 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0227957 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.064685 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0752688 # DEPENDENCYPART_SIBL
(9,2),(9,26),0.0125442 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.0242592 # DEPENDENCYPART_SIBL
(9,2),(9,28),0.00232316 # DEPENDENCYPART_SIBL
(9,2),(9,29),0.0151551 # DEPENDENCYPART_SIBL
(9,2),(9,30),-0.0752688 # DEPENDENCYPART_SIBL
(9,2),(9,31),0.0125442 # DEPENDENCYPART_SIBL
(9,2),(9,32),-0.0242592 # DEPENDENCYPART_SIBL
(9,2),(9,33),0.00280242 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0565372 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0556423 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0291533 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0225585 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.055642 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0805262 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.099335 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0530821 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0588532 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0379217 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0609257 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0379217 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0593609 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0143106 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0593609 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0520288 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0652279 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.107702 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.0145452 # DEPENDENCYPART_SIBL
(9,3),(9,27),-0.0671891 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.0266318 # DEPENDENCYPART_SIBL
(9,3),(9,29),-0.0729895 # DEPENDENCYPART_SIBL
(9,3),(9,30),-0.107702 # DEPENDENCYPART_SIBL
(9,3),(9,31),-0.0145452 # DEPENDENCYPART_SIBL
(9,3),(9,32),-0.0671891 # DEPENDENCYPART_SIBL
(9,3),(9,33),0.0276136 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.189362 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00727065 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0704304 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.19198 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0423278 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0257078 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0380841 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0292017 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00411833 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0438081 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00411833 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.041681 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00154675 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.041681 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0241267 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0660085 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0771018 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0103913 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0260922 # DEPENDENCYPART_SIBL
(9,4),(9,28),0.000174643 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0129729 # DEPENDENCYPART_SIBL
(9,4),(9,30),-0.0771018 # DEPENDENCYPART_SIBL
(9,4),(9,31),0.0103913 # DEPENDENCYPART_SIBL
(9,4),(9,32),-0.0260922 # DEPENDENCYPART_SIBL
(9,4),(9,33),0.000649313 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00727354 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0704415 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.192027 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0407772 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0235458 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0388112 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0299288 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00193626 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0445352 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00193626 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.042408 # DEPENDENCYPART_SIBL
(9,5),(9,18),-1.83578e-05 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.042408 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0248462 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0667356 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0752694 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0125383 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0242598 # DEPENDENCYPART_SIBL
(9,5),(9,28),0.00231097 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.0151563 # DEPENDENCYPART_SIBL
(9,5),(9,30),-0.0752694 # DEPENDENCYPART_SIBL
(9,5),(9,31),0.0125383 # DEPENDENCYPART_SIBL
(9,5),(9,32),-0.0242598 # DEPENDENCYPART_SIBL
(9,5),(9,33),0.00280004 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.118045 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.041321 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.128811 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0840425 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00420394 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.000879473 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00841778 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00642027 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00841778 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00207485 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00148172 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00207485 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0127228 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0168094 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.00155139 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.0103728 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0213938 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.00852755 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.0336488 # DEPENDENCYPART_SIBL
(9,6),(9,30),0.00155139 # DEPENDENCYPART_SIBL
(9,6),(9,31),0.0103728 # DEPENDENCYPART_SIBL
(9,6),(9,32),0.0213938 # DEPENDENCYPART_SIBL
(9,6),(9,33),-0.0353246 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0382866 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0683932 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0400812 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00569371 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.000575587 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0526985 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00304176 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0526985 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.000585076 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0158637 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.000585076 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.000677128 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.00987487 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0548167 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.0418596 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.0131159 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.0229907 # DEPENDENCYPART_SIBL
(9,7),(9,29),-0.0663929 # DEPENDENCYPART_SIBL
(9,7),(9,30),-0.0548167 # DEPENDENCYPART_SIBL
(9,7),(9,31),-0.0418596 # DEPENDENCYPART_SIBL
(9,7),(9,32),0.0131159 # DEPENDENCYPART_SIBL
(9,7),(9,33),0.0213101 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0414301 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0277701 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.053478 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0445956 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0064157 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.059202 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0064157 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0570749 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00144968 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0570749 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.039513 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0814024 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0764842 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.00831829 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0254747 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.00228212 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.0147344 # DEPENDENCYPART_SIBL
(9,8),(9,30),-0.0764842 # DEPENDENCYPART_SIBL
(9,8),(9,31),0.00831829 # DEPENDENCYPART_SIBL
(9,8),(9,32),-0.0254747 # DEPENDENCYPART_SIBL
(9,8),(9,33),-0.00443538 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.151129 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.10814 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.106321 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0506151 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.107076 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0506151 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.107375 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.067488 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.107375 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0891685 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.112956 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.131211 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.104756 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.110514 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0457241 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.0952169 # DEPENDENCYPART_SIBL
(9,10),(9,30),-0.131211 # DEPENDENCYPART_SIBL
(9,10),(9,31),-0.104756 # DEPENDENCYPART_SIBL
(9,10),(9,32),-0.110514 # DEPENDENCYPART_SIBL
(9,10),(9,33),-0.0129008 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0634748 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0652829 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0225733 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0644078 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0225733 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0642402 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0333667 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0642402 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0823745 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0586588 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0211559 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0734567 # DEPENDENCYPART_SIBL
(9,11),(9,27),0.0707998 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.00303606 # DEPENDENCYPART_SIBL
(9,11),(9,29),0.0111351 # DEPENDENCYPART_SIBL
(9,11),(9,30),0.0211559 # DEPENDENCYPART_SIBL
(9,11),(9,31),-0.0734567 # DEPENDENCYPART_SIBL
(9,11),(9,32),0.0707998 # DEPENDENCYPART_SIBL
(9,11),(9,33),0.042682 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.105772 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00585001 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.106506 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00585001 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.106795 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.241139 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.106795 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0891186 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.109878 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0511628 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.131236 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.00130015 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0309837 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.006627 # DEPENDENCYPART_SIBL
(9,12),(9,30),-0.0511628 # DEPENDENCYPART_SIBL
(9,12),(9,31),-0.131236 # DEPENDENCYPART_SIBL
(9,12),(9,32),-0.00130015 # DEPENDENCYPART_SIBL
(9,12),(9,33),0.0523139 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00900502 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.108222 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00900502 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.108511 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.242975 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.108511 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0908343 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.111593 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0527747 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.134402 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.00291214 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.0341575 # DEPENDENCYPART_SIBL
(9,13),(9,29),-0.0151521 # DEPENDENCYPART_SIBL
(9,13),(9,30),-0.0527747 # DEPENDENCYPART_SIBL
(9,13),(9,31),-0.134402 # DEPENDENCYPART_SIBL
(9,13),(9,32),-0.00291214 # DEPENDENCYPART_SIBL
(9,13),(9,33),0.0477599 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.106533 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.124158 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.106766 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.139006 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.106766 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0886014 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.112348 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.139375 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.103475 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.0953076 # DEPENDENCYPART_SIBL
