# _root_ Cigarety Camel , které se v pátek pokusila z Turecka do ČSFR propašovat skupina patnácti osob , byly podle našich informací určeny k prodeji v Praze .
#goldHeads=18,1,8,13,8,8,6,1,13,9,13,11,8,8,16,14,8,0,18,21,19,18,22,23,24,25,0,
#predictedHeads=0,1,8,8,8,8,6,1,8,9,8,11,8,13,16,14,8,22,22,21,19,0,22,23,24,25,0,
(8,1),(8,11),0.0136045 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0304868 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00309063 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0185551 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.024951 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0465328 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00272492 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0213939 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00722534 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.00536613 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0223792 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0376217 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.00357986 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.154283 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.380609 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.017093 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00612082 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.198709 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0332192 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0323279 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0136253 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0304717 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00276384 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0185399 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.024936 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0465177 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.00270998 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0210671 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00720453 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.005351 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.022706 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0376425 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.00355905 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.37295 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0115918 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0569613 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0441113 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00564799 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0193174 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00507694 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0140759 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0198542 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00798826 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0172064 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0179363 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.186198 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.00397983 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00422889 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0381027 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.00713707 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.00531761 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.00419585 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0426462 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.106608 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0218736 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0389524 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0121446 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0512891 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0136287 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0127044 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00963244 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0447609 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.024616 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.331061 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0089243 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0570118 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0236036 # DEPENDENCYPART_SIBL
(8,4),(8,22),-1.44587e-05 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0772208 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.0493383 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.159478 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0287137 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00682376 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0245854 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00907417 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.026092 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0342645 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00447203 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.117909 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0369724 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.052391 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00983342 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.00547901 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0219374 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0294969 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.058634 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0445621 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0360579 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0581419 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0231244 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00837366 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0237744 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0661852 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0525821 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0464149 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0156669 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00777158 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0531068 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0279204 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0375375 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0693387 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0116999 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0253325 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.029472 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0195523 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0173671 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0176961 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.000369093 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0057643 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0216453 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0337421 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0108489 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0186724 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00345298 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.00742465 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0251007 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0413904 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.00415263 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0504917 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0194797 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0643119 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0798996 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0368725 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0243862 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0542719 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0569351 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0808605 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.00380333 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0525457 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0799017 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0594187 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0927589 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.100999 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.117311 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00921211 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.123438 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00567164 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.108884 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0105923 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0155337 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0692141 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.113668 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.00921211 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0103204 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.0591089 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0293322 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0261097 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0561741 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0516302 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0387998 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00292487 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0263431 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0390573 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0405549 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0261117 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.00849398 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0302801 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0115728 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.138082 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00723952 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.123528 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.030415 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0178943 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0821333 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.128312 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0115728 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.00259872 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.0887718 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0278378 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0234253 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0310221 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.000241909 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.234019 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0285046 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0321263 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.232739 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0490707 # DEPENDENCYPART_SIBL
(8,13),(8,25),0.144141 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00129311 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.08545 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.019365 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00957149 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0960402 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0902341 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.00324992 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0240523 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.0938491 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.080079 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0169772 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.010821 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.03379 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0762723 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0108896 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0644375 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.00234217 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0200406 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.014862 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0512253 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.119295 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.00854047 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0288439 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0368222 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.103702 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.122211 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.10875 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0977052 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.115859 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.209144 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0211476 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.0238474 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.237056 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0564277 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.136454 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.178151 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.19419 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.22638 # DEPENDENCYPART_SIBL
(8,19),(8,25),0.231795 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0103876 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.0165848 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.0570683 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0536834 # DEPENDENCYPART_SIBL
(8,22),(8,25),0.139529 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.0776782 # DEPENDENCYPART_SIBL
(9,10),(9,12),-1.36847 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.150387 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.168907 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.113042 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0803268 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.118505 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0763864 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0315327 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.128751 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0227331 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0736309 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0238885 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0696905 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.143831 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00736624 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0240903 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0065508 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0240842 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.0324583 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00830291 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0850977 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.00830088 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.178783 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00113324 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.259558 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0792589 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.00867334 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.146776 # DEPENDENCYPART_SIBL
(10,22),(10,25),0.0792089 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0527502 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.146196 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0565443 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0605666 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0618173 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.60851 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.127998 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.125825 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.116129 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0566382 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0606606 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0619113 # DEPENDENCYPART_SIBL
(11,12),(11,14),-1.41792 # DEPENDENCYPART_SIBL
(11,12),(11,16),-1.40678 # DEPENDENCYPART_SIBL
(11,14),(11,16),-1.38747 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0677924 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0736525 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0237639 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0911792 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0133695 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0697121 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00583164 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0213746 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00621018 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00260848 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0209264 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00312659 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.017792 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00558958 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.259558 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0143718 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0573645 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00859456 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0343711 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.00572147 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0134722 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.189109 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.147231 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.380811 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.00777434 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.00729742 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.192712 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.00193794 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0125846 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.189232 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0334627 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.193452 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0281599 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0242627 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0561376 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00192574 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0342562 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0065311 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0149709 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0383159 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.00288562 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.147224 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.380806 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.00778024 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.00730331 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.192706 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.00194383 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0125905 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.189226 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0334568 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.193447 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0281447 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0242478 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0561225 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00191079 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0339294 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0065103 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0149558 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0383367 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.00286482 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.351815 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.025981 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0387731 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0309553 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.106366 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0176307 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0265743 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0167953 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0216127 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.010146 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0218107 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.000198013 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.181764 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0243999 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.00882432 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0199684 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.00991303 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.000399576 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0389379 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.118009 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0411105 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0346154 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.038959 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.035362 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.081898 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0350721 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.000894365 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.045765 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0351428 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.330259 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0259544 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0560147 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0130768 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0762237 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.0483412 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.158125 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0385081 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0131586 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0910939 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0315823 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.214684 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0312786 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0295661 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.135757 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0710105 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0347428 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0343176 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0123605 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0121008 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0407945 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0624015 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0315191 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.02395 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0588576 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0054186 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00241893 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00635299 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0418164 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0464184 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00490121 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00765719 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.039497 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0279109 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0267718 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0116904 # DEPENDENCYPART_SIBL
(13,6),(13,25),0.0253419 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.00817553 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0207103 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.18771 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0253851 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.191931 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0153691 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.020957 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0433468 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0116481 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0315346 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00275875 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.00218013 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0420847 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.00345839 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0304077 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.01115 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00145173 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0116026 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.00337265 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0755444 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0237972 # DEPENDENCYPART_SIBL
