# _root_ Na posezení a debatu s Leonhardem býval čas večer , když se vrátil z mnichovského rozhlasu , děti se odebraly k spánku a v domě byl klid .
#goldHeads=8,3,1,3,3,5,0,7,7,11,7,13,23,13,16,14,23,20,20,23,20,21,11,26,24,23,26,0,
#predictedHeads=7,3,1,3,4,5,0,7,7,11,7,13,11,13,16,14,11,20,20,23,20,21,17,26,24,23,26,0,
(6,1),(6,7),-0.10741 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0380667 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0134439 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.111372 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00584874 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0293151 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.111372 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00584328 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0292987 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.12304 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0277613 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00230124 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0425358 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0370811 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0425358 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0692898 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0425358 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00371937 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0298039 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00841778 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0112303 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0611935 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.142652 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00463061 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00841778 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.00814573 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0390471 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.190355 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0122882 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.190347 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0293566 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00612367 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00395095 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0562959 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0189196 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0413615 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0460872 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00395095 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0113057 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0892818 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0523368 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0892818 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00764018 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0110234 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00948827 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00816418 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0191061 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.00485358 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00274193 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.00948827 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0201281 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0122898 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.19037 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0293763 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00612551 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0039528 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.056294 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0189269 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0413643 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0461069 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0039528 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0113038 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0879291 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0194937 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0213775 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00346332 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00621318 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.112126 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0609196 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0298268 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.00346332 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.00228131 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0293566 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00612367 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00395095 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0562959 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0189196 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0413615 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0460872 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00395095 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0113057 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0235046 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00860587 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0543394 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0469762 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0533133 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.115021 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00860587 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.274424 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0142123 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0659451 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.033053 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0855458 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0634185 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0142123 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0554694 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0315731 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.104369 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.179234 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.107516 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.124158 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.139006 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00692984 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0294165 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00672408 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0528575 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.174031 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00417599 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.032724 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00878019 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.140696 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0512123 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0568562 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.220867 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0142692 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.248722 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.139006 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0559416 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0738371 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0677953 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0576453 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.108395 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0374 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.116206 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.015109 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0231886 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0505466 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0247616 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0130335 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0122741 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0562477 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0130532 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00945254 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0272953 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00532304 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00439388 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0259094 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0109703 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.018277 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0208423 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0163976 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0167189 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0035652 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.259338 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.00157387 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0540443 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0424903 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0540443 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0657761 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0540443 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0512243 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.023414 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.036783 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.118107 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0199284 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0433885 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0199196 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.021225 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0175452 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0277984 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0248134 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0238064 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0248134 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0269275 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0226414 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0525646 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0433886 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0199419 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0212473 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0175452 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0277984 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0953079 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0948497 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0315145 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0390168 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.021225 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0175452 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0277984 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0167587 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0374228 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0573675 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0655235 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.671638 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00134191 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0215214 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0521111 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0519196 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0542707 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0614044 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0694378 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0217401 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0072182 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0845925 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0315733 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0607807 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.005737 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0954909 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.115631 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.103118 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0989733 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.183778 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00897638 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.109687 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.113971 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.220026 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0968448 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.232817 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.00455724 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0649323 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.132487 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.0675529 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.050938 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0642965 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0702273 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0717639 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0309006 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.008531 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0921215 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0302605 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0696036 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0266019 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0986123 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.124454 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0982234 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0090186 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0246497 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0626077 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0931987 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0391963 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.107508 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.00748814 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.031064 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0639323 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0426916 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0724801 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0900576 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0640324 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.165711 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0475986 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.188064 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0482369 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0582736 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.059119 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.0839314 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0715757 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.122922 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0272363 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.024063 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0317929 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.868072 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.563073 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0287565 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.885461 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0439892 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0117297 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.082105 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0178629 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.420511 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.260525 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0377464 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.42773 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.133664 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0478238 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.137332 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.390994 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.182659 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0237318 # DEPENDENCYPART_SIBL
(11,15),(11,26),-0.40297 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0832292 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.081596 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.382551 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.309174 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0113284 # DEPENDENCYPART_SIBL
(11,16),(11,26),-0.415314 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.112512 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.432042 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.319789 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.156279 # DEPENDENCYPART_SIBL
(11,17),(11,26),-0.447104 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.382517 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.324106 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.015319 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.415984 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.563187 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0286091 # DEPENDENCYPART_SIBL
(11,20),(11,26),-0.884499 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.00415126 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.283046 # DEPENDENCYPART_SIBL
(11,24),(11,26),-0.430129 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0624643 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0594456 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0624643 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0951939 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0624643 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.148803 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0671377 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0835807 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.317375 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0135571 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.143328 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.12396 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.128902 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.00453781 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00942092 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0499673 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0584015 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0813393 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.00481046 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0219672 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0525713 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.0348446 # DEPENDENCYPART_SIBL
(13,1),(13,27),-0.0163605 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0264655 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.166261 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.00912218 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.166252 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.00930449 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.178762 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0143463 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.13762 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0180564 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0340528 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.000916555 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0372835 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0433703 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00691892 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0583295 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0144095 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0781044 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0479323 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0234685 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0185919 # DEPENDENCYPART_SIBL
(13,2),(13,26),0.0162136 # DEPENDENCYPART_SIBL
(13,2),(13,27),-0.0579504 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0875492 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0596789 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0875492 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.106193 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.102585 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.105943 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.110873 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0886011 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.00913599 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00953547 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0407582 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00868658 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0167951 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.00929138 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0264928 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0418196 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.00956552 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0537125 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.000253903 # DEPENDENCYPART_SIBL
(13,3),(13,26),0.0148455 # DEPENDENCYPART_SIBL
(13,3),(13,27),-0.0264149 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00912377 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.166276 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.00930297 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.178785 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0143438 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.137622 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0180528 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0340513 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.000919355 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0372853 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.04339 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00692077 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0583492 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0144168 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0781016 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0479519 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0234704 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0185891 # DEPENDENCYPART_SIBL
(13,4),(13,26),0.0162063 # DEPENDENCYPART_SIBL
(13,4),(13,27),-0.0579701 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.107853 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.10574 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.117355 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0312365 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.319775 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0140245 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0642031 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0422247 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.106174 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0297284 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00246301 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0182444 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.109349 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00654941 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0300004 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0323914 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.120145 # DEPENDENCYPART_SIBL
(13,5),(13,26),-0.0837216 # DEPENDENCYPART_SIBL
(13,5),(13,27),-0.0378808 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.00930449 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.178762 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0143463 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.13762 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0180564 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0340528 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.000916555 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0372835 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0433703 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00691892 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0583295 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0144095 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0781044 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0479323 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0234685 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0185919 # DEPENDENCYPART_SIBL
(13,6),(13,26),0.0162136 # DEPENDENCYPART_SIBL
