# _root_ Že Perry svojí pozorností k severokorejským jaderným choutkám píchl do vosího hnízda , ukazuje způsob , jakým na jeho cestu zareagovala oficiální pchjongjangská agentura KCNA .
#goldHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
#predictedHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
(1,2),(2,7),-0.093181 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.0128441 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.312403 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.114122 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.0787317 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.119304 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.0723202 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.717855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.997008 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.141519 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.282106 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0470249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.101004 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.00869631 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.308258 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.11621 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),0.115158 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.921162 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.519036 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0689198 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.122893 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.114257 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.180144 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.170586 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.263017 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.717855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.997008 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.141519 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.595524 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.41248 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.0170628 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0369058 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.313542 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.110926 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),0.0798684 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.661166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.927066 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.528631 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.322588 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0433282 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.0973024 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.193262 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.158186 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.215357 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.267705 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.119641 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.277642 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),0.37188 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.153204 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.143971 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),0.0711718 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),0.0740526 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.0173407 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),0.149603 # DEPENDENCYPART_GRANDPAR
(1,9),(9,25),0.267988 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.938758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.530237 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.128118 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.125097 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.423069 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.207251 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.299944 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.270961 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.62314 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.141363 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),0.179524 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),0.153312 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.26992 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.0105309 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.668772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.889658 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.491223 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),0.285955 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.0682945 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.122269 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),0.155854 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),0.544413 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),0.0262221 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.268366 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.221742 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.121548 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.345102 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.148588 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.11766 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),0.0443931 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),0.0698454 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.026474 # DEPENDENCYPART_GRANDPAR
(1,14),(14,24),0.122824 # DEPENDENCYPART_GRANDPAR
(1,14),(14,25),0.241209 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.938758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.530237 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),0.299944 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.141363 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.0111176 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),0.076131 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.0379149 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.28065 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.15302 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.0105309 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.166245 # DEPENDENCYPART_GRANDPAR
(1,16),(16,24),-0.05113 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-0.661166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,2),0.927212 # DEPENDENCYPART_GRANDPAR
(1,21),(21,4),0.528777 # DEPENDENCYPART_GRANDPAR
(1,21),(21,5),0.322588 # DEPENDENCYPART_GRANDPAR
(1,21),(21,6),-0.0433282 # DEPENDENCYPART_GRANDPAR
(1,21),(21,8),0.193408 # DEPENDENCYPART_GRANDPAR
(1,21),(21,9),0.579154 # DEPENDENCYPART_GRANDPAR
(1,21),(21,10),0.0621574 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),0.259296 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),-0.109075 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),0.382653 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),0.358313 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.142638 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.198013 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.224737 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.512622 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),0.0604605 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.0173407 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-0.148008 # DEPENDENCYPART_GRANDPAR
(1,21),(21,24),0.149603 # DEPENDENCYPART_GRANDPAR
(1,21),(21,25),0.267988 # DEPENDENCYPART_GRANDPAR
(1,21),(21,26),-0.24978 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.66832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-1.14895 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.724158 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-2.26415 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.04956 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.814764 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.91647 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.998713 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-1.43145 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.617838 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.13039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.876207 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.126512 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-1.17405 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-1.14542 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-1.33326 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.181293 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.296846 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-1.05389 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.33296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.1858 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-1.11587 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-1.08724 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.770681 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.146671 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.0528014 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.768338 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0730954 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.105252 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-1.30218 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.799861 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0767385 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.035756 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-1.19143 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.617838 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.13039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.876207 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.389017 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.223492 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-1.10136 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-1.07272 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.181293 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.296846 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.709253 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.70436 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.4665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),0.0526223 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.0875957 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-1.48082 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-1.45219 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-1.06258 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0625505 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-1.19807 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.139316 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.455696 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-1.05963 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.744999 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.271747 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.14807 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.956237 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.575895 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-1.36363 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-1.02911 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.620062 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-1.27911 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.347563 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.0469469 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-1.12419 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.969231 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.137003 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-1.09758 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-1.06894 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.726184 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.00226058 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-1.17833 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.045768 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-1.05389 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-1.31087 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.563179 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.705304 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-1.47712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),0.042009 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.0994093 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-1.48422 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-1.45559 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-1.07319 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.0506376 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.278761 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-1.56497 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.449181 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.480166 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.756808 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),0.280601 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.134714 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.968046 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.573801 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-1.36933 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-1.04091 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),-0.631871 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.70436 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-1.46636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,4),0.0527684 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),-0.0875957 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),-1.48082 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),-1.06243 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),-0.0431796 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.267645 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),-0.438422 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),0.470169 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.906708 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-1.04814 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),0.28622 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.348254 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.225037 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.898899 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-1.27166 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-1.36363 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-1.47281 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-1.02911 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.620062 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-0.987359 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-1.5488 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.69015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.554643 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.58634 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.42299 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.861177 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-1.47693 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.952337 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.47327 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.253353 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.673647 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.62562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.458522 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.35553 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.58458 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.52181 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.27431 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.66689 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.38387 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.32825 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.3246 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-2.54762 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.35488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.340301 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.569349 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0852849 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0526554 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.000297566 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.704491 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.46759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.275842 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.7855 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.118217 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.449406 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.206524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.418222 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.620883 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-2.36071 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.143384 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.15047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.395175 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.327059 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.556102 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.555149 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.127272 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.514854 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.707405 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-2.29359 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.48702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0851013 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.706579 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.935627 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.383215 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.103754 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-1.21092 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.054512 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.398623 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.620772 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.686649 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.307464 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0743792 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.594288 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.618408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-1.27839 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.11283 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.9822 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-1.28855 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.148237 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.00555696 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.682243 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.905384 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0967162 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.708348 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-2.29212 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.49764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.0732877 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.709976 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.939024 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.393828 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.423015 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.100396 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-1.57574 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.255887 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.435041 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.698459 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.316318 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.061024 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.606098 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.616315 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-1.28409 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-1.12464 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.994009 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.531179 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.810029 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.464273 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.37261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.391407 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.185424 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),0.685503 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.619598 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.287504 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.678084 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.959862 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.06287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.535067 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.956207 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.691161 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.37261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.391638 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.185194 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.685505 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.619227 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.287504 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.959492 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.64287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.2224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.174596 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),1.37238 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.297381 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.114372 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.759054 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.833938 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.7064 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.12148 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.62766 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.15207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.793533 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.216716 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0388518 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.228613 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0728362 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.797317 # DEPENDENCYPART_GRANDPAR
