# _root_ Zdůraznil , že USA vytvářejí koncentrační tábor , když přesouvají uprchlíky na základnu Guantánamo na Kubě .
#goldHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,13,15,0,
#predictedHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,14,15,0,
(7,5),(5,4),0.300122 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0950125 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.2135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.419845 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.348212 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.94962 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.41517 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.945596 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.96204 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.9058 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.928226 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.12013 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.275345 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.28033 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.24344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.419552 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.1609 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.918149 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-3.02295 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.56493 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.723671 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.37734 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-2.19732 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.58194 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.12786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.125807 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.396743 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.397172 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.354312 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.336942 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-3.08457 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.18665 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-2.25892 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.58154 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.55566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.624206 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.232371 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.402112 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.383256 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.971891 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.902916 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.365887 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-1.00942 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.585846 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-2.95001 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.4573 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.689843 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.0555 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-2.12402 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.4899 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.14469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.770922 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.384223 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0257369 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.243522 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.58705 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.527882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.226152 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.634354 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.499985 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.553596 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.805334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,12),-0.491327 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-1.15977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-1.0971 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.473957 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-1.20373 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.469211 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.355522 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0996915 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.520363 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.461279 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.558073 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.606239 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.645071 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.588796 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.558073 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.606239 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.164165 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.122583 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.112452 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.118649 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.199908 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0157769 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.98258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.498203 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.771963 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-1.08114 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-1.01406 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-1.06525 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0412748 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.319953 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.430112 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0263389 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.361175 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.727605 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.228734 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.236183 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.360707 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.037277 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.427371 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.21601 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.9297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.204653 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.721905 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.26321 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.220561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.11794 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.117003 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0652127 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.11821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.43739 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.777136 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.0398802 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.230474 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.151124 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0574974 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.192286 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0327967 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.98212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.501756 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.771484 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.08087 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.01383 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.308 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.31392 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.06503 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.361742 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.341684 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.106827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0335813 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.91556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.213934 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.610945 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.0154716 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.215836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.179922 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0627151 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.000763694 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.12701 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.11227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.427089 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.771194 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.13056 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.930073 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.981263 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.640343 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.921247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.658645 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.867248 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.786595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.04234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0533796 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.264931 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.260077 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.503474 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.497899 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.311267 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.475967 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.488045 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.714635 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.773276 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.00096 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.05874 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.732583 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.968964 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.92372 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.33767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.510599 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0563255 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.101514 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.292648 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.289849 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.152704 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.267876 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.452269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.10163 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.973052 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.120616 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.354198 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.352169 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.171806 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.330363 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.479953 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.36401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,11),-0.0804072 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.446499 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.448058 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.415638 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.495684 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.306453 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.312275 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.415638 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.495684 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.825684 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.23438 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.541366 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.402313 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.472974 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.351257 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.654822 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.09772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.126771 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.176519 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.574621 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.728166 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.916414 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.497753 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.503045 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.515137 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.407658 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.612335 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.22246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.0400887 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.557966 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.737843 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.161669 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.497138 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.470503 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.33898 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.628292 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.10844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.124102 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.179641 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.57784 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.611035 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.394044 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.731385 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.374202 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.748461 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.476053 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.499317 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.45944 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.10082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.0979693 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.85212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.907747 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.496384 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.816995 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.715346 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.522269 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.619198 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.21809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.0400974 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.461538 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.652503 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.806048 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.782727 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.977573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.503455 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.978857 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.635824 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.665924 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.703928 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.24714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.00421469 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.61101 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.754049 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.907594 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.19212 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.999456 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.772574 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.16777 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.05655 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.986178 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.956872 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.828594 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.373008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.487878 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.232191 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0545018 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.274008 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0786464 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.126359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.416776 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.26878 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.23842 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.121037 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.304301 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0824621 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.274582 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.482996 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.530041 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.01415 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.436759 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.132624 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0856275 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.304029 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.5015 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.381345 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.00701183 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.082245 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.279591 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.482779 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.527267 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.23842 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.38351 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.00500456 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0517262 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.27226 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.482998 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.529948 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.00472778 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.222906 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.304029 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.5015 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.383473 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.00503943 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0517636 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.167246 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.158584 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.52995 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.491377 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.424961 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.968805 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.608157 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-1.03013 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.866767 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.0591824 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.0541349 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-2.20725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.095631 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.357214 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.560528 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-1.41853 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.472754 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.839026 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.695122 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.219344 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-2.47143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,1),-0.570284 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.648193 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-1.13755 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.721008 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-1.16303 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-1.02323 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.137448 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.305064 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.59053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,2),-0.753024 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.506422 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.056072 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.505503 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.430325 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.290851 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.146692 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.11498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,1),-0.979502 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.728519 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.664357 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.920918 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-1.02477 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.854157 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0255301 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0617117 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.20662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.0951831 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.356799 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.583038 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.916272 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.560113 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.617848 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.838008 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.572356 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.78552 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.446402 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.170634 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.12055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,1),-0.600388 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.737943 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.498234 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.613247 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.382542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.576181 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.292417 # DEPENDENCYPART_GRANDPAR
