# _root_ Přestože soupeř v závěru již nehrál v nejsilnější sestavě , považuji výhru za náš úspěch , " konstatoval olomoucký trenér Jiří Teplý .
#goldHeads=11,6,6,3,6,1,6,9,7,1,18,11,11,15,13,11,11,0,20,22,22,18,0,
#predictedHeads=18,6,6,3,6,1,6,9,7,1,18,11,12,15,13,11,11,0,20,18,22,18,0,
(1,5),(5,2),0.825444 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.264109 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0217573 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.664034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),1.03444 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.404052 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.195173 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.229943 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.205473 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.374853 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0672598 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.205634 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0560019 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.0556846 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.285313 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.00854738 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.349441 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.304285 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.318824 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.677223 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.507043 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.259034 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.422052 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.053191 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.254282 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.179655 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.182754 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.00192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.596416 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.0927512 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.25604 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.115312 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.034254 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.279426 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.873471 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.440392 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.241602 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.421291 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.0827975 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.402844 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.568622 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.518399 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.664826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),1.03604 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.404268 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.196782 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.231488 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.348189 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.0320915 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.48034 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.00198818 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.246462 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.0379085 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.283777 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.00906951 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.342296 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.291616 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.322389 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.354008 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.659447 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.489267 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.255422 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.476848 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-1.00192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.596416 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.034254 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.279426 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.440392 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.196516 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.370559 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.563966 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.271299 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.881525 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.570078 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.518399 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.526795 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.59864 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.921879 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.871986 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.499727 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.696223 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),0.132615 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.271685 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.490305 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.157729 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.763152 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.49574 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.38143 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.476172 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.674623 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.993627 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.897595 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.57571 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),1.0265 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),0.393085 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),0.187241 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),0.210606 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),0.34178 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),0.020908 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.0075528 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.269977 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.0611624 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.130755 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),0.0710439 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.17147 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.413784 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.359972 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.366075 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.6903 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.52012 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.267489 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.484885 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.67218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.16493 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.42687 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.452866 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.00978 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.65542 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.77846 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.56197 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.13806 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-1.32106 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.46397 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.94994 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.118884 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.115394 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.802361 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.12147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.886996 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0860367 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.139947 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.069078 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.632428 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.759582 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.63483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.483034 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.390495 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.889148 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.47221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.472181 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.222002 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0553173 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0872742 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.39566 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.073387 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.470647 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.712594 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.478021 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.140655 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.525002 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),0.111043 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.277932 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.611373 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-1.15502 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-1.34783 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.584287 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-1.40529 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0203501 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0229391 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.72638 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.430393 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.0832977 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.88915 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.47157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.475074 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.221357 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.0550092 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.00379531 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0154158 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-1.7747 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.375369 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.506143 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.468504 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.145232 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.515645 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.114447 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.269081 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.618596 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.785645 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-1.1455 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-1.33832 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.584692 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.955798 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.497612 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.44959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.323551 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.0394278 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.717853 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.718151 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.899263 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.924529 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.772543 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.99333 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.07027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.166043 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.147028 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.370023 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0396855 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.836912 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.97526 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.21194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.2754 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-1.44173 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.705843 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.66214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.27248 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.1268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.738636 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.90012 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.56075 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.31104 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.36411 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.27665 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.98833 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.130531 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.321244 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.59891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.0346327 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.978203 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.678182 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.81833 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.41195 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.811623 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.83443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.347208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.455221 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-2.16984 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.26542 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.63092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-0.58475 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-2.20446 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.38299 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.46889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.224674 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.00668511 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.802476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.149236 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.353675 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.713178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.519676 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.140648 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.655679 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0572501 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.319026 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.425862 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-1.05826 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-1.18462 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.660996 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.816725 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.105701 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.144469 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.731577 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.48155 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.498161 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.28423 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.13446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0800971 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.12465 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.286329 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.808233 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0427426 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.68851 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.347823 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.405815 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.238288 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.123958 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.134009 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.9144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.510911 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.820647 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.839023 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.929678 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.975842 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.11264 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.06482 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.741645 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.131893 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.00340231 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0500325 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.80532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.45304 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.791895 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.03504 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.871607 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0562638 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.220995 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.99335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.111237 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.176255 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0246444 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.81049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.453194 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.7918 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.0884 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0967615 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0844732 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0383465 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0995097 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.7532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.317402 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.96643 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.916251 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.944718 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-1.08772 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-1.52716 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-0.898518 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0610054 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.199526 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.291913 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0886029 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.32258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0722096 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.90112 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.485227 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.539389 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.479222 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.13613 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0348814 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.299485 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.100184 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0971033 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.32254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0725848 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),0.189537 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0563538 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.119614 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.01459 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0144235 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-1.06598 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.799688 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0864123 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.228087 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.211061 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.167541 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.366291 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.259049 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.202792 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.10727 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.24186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.533822 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-1.17927 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.105086 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.256687 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.000298387 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.358774 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.628552 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.777691 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.63153 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.908715 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.473446 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.88415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.285794 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-1.69982 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.343013 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.543545 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.233558 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0273836 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.280877 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.236089 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.319627 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.439241 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.321814 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.537625 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.452838 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.317228 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.80168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.15326 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-1.71238 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.253619 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.188955 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.267463 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0899857 # DEPENDENCYPART_GRANDPAR
