# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,3,1,7,7,7,3,9,5,14,12,10,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,30,24,30,31,30,35,30,37,35,0,
(1,3),(1,4),0.011965 # DEPENDENCYPART_SIBL
(1,3),(1,5),-0.40454 # DEPENDENCYPART_SIBL
(1,3),(1,6),0.011965 # DEPENDENCYPART_SIBL
(1,3),(1,7),-0.0234964 # DEPENDENCYPART_SIBL
(1,3),(1,8),-0.00961852 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.128811 # DEPENDENCYPART_SIBL
(1,3),(1,11),-0.00120738 # DEPENDENCYPART_SIBL
(1,3),(1,12),0.00699367 # DEPENDENCYPART_SIBL
(1,3),(1,14),-0.400062 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.405741 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.0018311 # DEPENDENCYPART_SIBL
(1,3),(1,22),-0.00961852 # DEPENDENCYPART_SIBL
(1,3),(1,29),0.00746763 # DEPENDENCYPART_SIBL
(1,3),(1,33),0.00746763 # DEPENDENCYPART_SIBL
(1,4),(1,5),-0.3595 # DEPENDENCYPART_SIBL
(1,4),(1,6),-0.0637594 # DEPENDENCYPART_SIBL
(1,4),(1,7),-0.0409081 # DEPENDENCYPART_SIBL
(1,4),(1,8),-0.127322 # DEPENDENCYPART_SIBL
(1,4),(1,9),-0.0878254 # DEPENDENCYPART_SIBL
(1,4),(1,11),-0.030671 # DEPENDENCYPART_SIBL
(1,4),(1,12),0.0202132 # DEPENDENCYPART_SIBL
(1,4),(1,14),-0.359822 # DEPENDENCYPART_SIBL
(1,4),(1,15),-0.3595 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.0307112 # DEPENDENCYPART_SIBL
(1,4),(1,22),-0.127322 # DEPENDENCYPART_SIBL
(1,4),(1,29),-0.00535453 # DEPENDENCYPART_SIBL
(1,4),(1,33),-0.00535453 # DEPENDENCYPART_SIBL
(1,5),(1,6),-0.0541923 # DEPENDENCYPART_SIBL
(1,5),(1,7),-0.127129 # DEPENDENCYPART_SIBL
(1,5),(1,8),-0.0184994 # DEPENDENCYPART_SIBL
(1,5),(1,9),-0.380241 # DEPENDENCYPART_SIBL
(1,5),(1,11),-0.1333 # DEPENDENCYPART_SIBL
(1,5),(1,12),-0.0844431 # DEPENDENCYPART_SIBL
(1,5),(1,14),-0.902593 # DEPENDENCYPART_SIBL
(1,5),(1,15),-0.902532 # DEPENDENCYPART_SIBL
(1,5),(1,17),-0.133111 # DEPENDENCYPART_SIBL
(1,5),(1,22),-0.0184994 # DEPENDENCYPART_SIBL
(1,5),(1,29),0.0230517 # DEPENDENCYPART_SIBL
(1,5),(1,33),0.0230517 # DEPENDENCYPART_SIBL
(1,6),(1,7),-0.0409081 # DEPENDENCYPART_SIBL
(1,6),(1,8),-0.127322 # DEPENDENCYPART_SIBL
(1,6),(1,9),-0.0878254 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.030671 # DEPENDENCYPART_SIBL
(1,6),(1,12),0.0202132 # DEPENDENCYPART_SIBL
(1,6),(1,14),-0.359822 # DEPENDENCYPART_SIBL
(1,6),(1,15),-0.3595 # DEPENDENCYPART_SIBL
(1,6),(1,17),-0.0307112 # DEPENDENCYPART_SIBL
(1,6),(1,22),-0.127322 # DEPENDENCYPART_SIBL
(1,6),(1,29),-0.00535453 # DEPENDENCYPART_SIBL
(1,6),(1,33),-0.00535453 # DEPENDENCYPART_SIBL
(1,7),(1,8),0.0256775 # DEPENDENCYPART_SIBL
(1,7),(1,9),-0.0292736 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.0109321 # DEPENDENCYPART_SIBL
(1,7),(1,12),-0.00344076 # DEPENDENCYPART_SIBL
(1,7),(1,14),-0.362557 # DEPENDENCYPART_SIBL
(1,7),(1,15),-0.362557 # DEPENDENCYPART_SIBL
(1,7),(1,17),-0.0109377 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.0256775 # DEPENDENCYPART_SIBL
(1,7),(1,29),0.048488 # DEPENDENCYPART_SIBL
(1,7),(1,33),0.048488 # DEPENDENCYPART_SIBL
(1,8),(1,9),-0.0925306 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.0310535 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.0275109 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.386695 # DEPENDENCYPART_SIBL
(1,8),(1,15),-0.386371 # DEPENDENCYPART_SIBL
(1,8),(1,17),-0.0311285 # DEPENDENCYPART_SIBL
(1,8),(1,22),-0.283161 # DEPENDENCYPART_SIBL
(1,8),(1,29),0.11476 # DEPENDENCYPART_SIBL
(1,8),(1,33),0.11476 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0926633 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0315826 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.336318 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.336274 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0927108 # DEPENDENCYPART_SIBL
(1,9),(1,22),-0.0592421 # DEPENDENCYPART_SIBL
(1,9),(1,29),-0.0386624 # DEPENDENCYPART_SIBL
(1,9),(1,33),-0.0386624 # DEPENDENCYPART_SIBL
(1,11),(1,12),-0.0736078 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.424429 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.425276 # DEPENDENCYPART_SIBL
(1,11),(1,17),-0.237546 # DEPENDENCYPART_SIBL
(1,11),(1,22),-0.0263056 # DEPENDENCYPART_SIBL
(1,11),(1,29),0.00626442 # DEPENDENCYPART_SIBL
(1,11),(1,33),0.00626442 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.398092 # DEPENDENCYPART_SIBL
(1,12),(1,15),-0.398007 # DEPENDENCYPART_SIBL
(1,12),(1,17),-0.00619525 # DEPENDENCYPART_SIBL
(1,12),(1,22),-0.0319723 # DEPENDENCYPART_SIBL
(1,12),(1,29),0.0324428 # DEPENDENCYPART_SIBL
(1,12),(1,33),0.0324428 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.902793 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.133373 # DEPENDENCYPART_SIBL
(1,14),(1,22),-0.0217934 # DEPENDENCYPART_SIBL
(1,14),(1,29),0.0202166 # DEPENDENCYPART_SIBL
(1,14),(1,33),0.0202166 # DEPENDENCYPART_SIBL
(1,15),(1,17),-0.133112 # DEPENDENCYPART_SIBL
(1,15),(1,22),-0.0150824 # DEPENDENCYPART_SIBL
(1,15),(1,29),0.0247968 # DEPENDENCYPART_SIBL
(1,15),(1,33),0.0247968 # DEPENDENCYPART_SIBL
(1,17),(1,22),0.000641255 # DEPENDENCYPART_SIBL
(1,17),(1,29),0.0234732 # DEPENDENCYPART_SIBL
(1,17),(1,33),0.0234732 # DEPENDENCYPART_SIBL
(1,22),(1,29),0.11476 # DEPENDENCYPART_SIBL
(1,22),(1,33),0.11476 # DEPENDENCYPART_SIBL
(1,29),(1,33),-0.0494443 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.00821102 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0240586 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0340064 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0227039 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.00676981 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0503198 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.148159 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0416599 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.00824805 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0416599 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0814189 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.029711 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0110739 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.064309 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0324149 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.064309 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.00279051 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.115898 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0295513 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0173081 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0683925 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.00422737 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0818138 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.013653 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0309968 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0166724 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.152529 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.255324 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.00422737 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0818138 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.013653 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0089325 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.00368647 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0527804 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0415795 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0237122 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.135117 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.000835355 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0254563 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0205422 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.291356 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.00321309 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0279423 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0253483 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0453374 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0254652 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0327178 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.00628025 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0459536 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00914738 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0133181 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0399854 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0726554 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.028348 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.00616338 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.189893 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0253522 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.062333 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0750368 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.00816945 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0470354 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0625441 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0769768 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0967786 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.158527 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0110457 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0100442 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0344518 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.061267 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0423044 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0562026 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0677229 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0205765 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0156189 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0119867 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0344518 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.061267 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.0155995 # DEPENDENCYPART_SIBL
(5,1),(5,33),0.0155995 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0127606 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0857761 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00260906 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0846989 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0487581 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0187613 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.014418 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0261343 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0275153 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0475788 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0236543 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0226511 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0487581 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0187613 # DEPENDENCYPART_SIBL
(5,2),(5,29),0.0500327 # DEPENDENCYPART_SIBL
(5,2),(5,33),0.0500327 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0757888 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0168756 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0537782 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00191079 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0126674 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0185494 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.040992 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0600251 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0327542 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0167774 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0198544 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.00191079 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0126674 # DEPENDENCYPART_SIBL
(5,3),(5,29),0.01239 # DEPENDENCYPART_SIBL
(5,3),(5,33),0.01239 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.65956 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00320961 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0389589 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00421825 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0323769 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0781632 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.107401 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0189428 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.00389439 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.00214864 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0389589 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.00421825 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.0925995 # DEPENDENCYPART_SIBL
(5,4),(5,33),0.0925995 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0266636 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0377593 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0694852 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0258339 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.00552174 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00810681 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0331975 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0265133 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0272339 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0377593 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0694852 # DEPENDENCYPART_SIBL
(5,6),(5,29),-0.0265617 # DEPENDENCYPART_SIBL
(5,6),(5,33),-0.0265617 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0105498 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0563578 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.031368 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0699081 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0474095 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0537146 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0341106 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0351535 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0105498 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0563578 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.01604 # DEPENDENCYPART_SIBL
(5,7),(5,33),0.01604 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0357421 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.133248 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0773403 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0968765 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.120844 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0997258 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.100445 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.12461 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0357421 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.0424354 # DEPENDENCYPART_SIBL
(5,8),(5,33),0.0424354 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.222832 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.174986 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.120931 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.191192 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.169295 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.170228 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0109922 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.165798 # DEPENDENCYPART_SIBL
(5,9),(5,29),0.0575442 # DEPENDENCYPART_SIBL
(5,9),(5,33),0.0575442 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0342664 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0401636 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00813869 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.00573823 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.00477153 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0363556 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.046519 # DEPENDENCYPART_SIBL
(5,10),(5,29),-0.0134161 # DEPENDENCYPART_SIBL
(5,10),(5,33),-0.0134161 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.106444 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.117196 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0513981 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0485389 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0516658 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.00916317 # DEPENDENCYPART_SIBL
(5,11),(5,29),-0.0259429 # DEPENDENCYPART_SIBL
(5,11),(5,33),-0.0259429 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0778158 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0161193 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0170762 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0179959 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0424235 # DEPENDENCYPART_SIBL
(5,12),(5,29),-0.00372578 # DEPENDENCYPART_SIBL
(5,12),(5,33),-0.00372578 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0200973 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0268898 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0288405 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.142425 # DEPENDENCYPART_SIBL
(5,13),(5,29),-0.00042046 # DEPENDENCYPART_SIBL
(5,13),(5,33),-0.00042046 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.235296 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.00281194 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0837212 # DEPENDENCYPART_SIBL
(5,14),(5,29),0.00720235 # DEPENDENCYPART_SIBL
(5,14),(5,33),0.00720235 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.00341952 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0899282 # DEPENDENCYPART_SIBL
(5,15),(5,29),0.00985515 # DEPENDENCYPART_SIBL
(5,15),(5,33),0.00985515 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0357421 # DEPENDENCYPART_SIBL
(5,22),(5,29),0.0424354 # DEPENDENCYPART_SIBL
(5,22),(5,33),0.0424354 # DEPENDENCYPART_SIBL
(5,23),(5,29),0.0575442 # DEPENDENCYPART_SIBL
(5,23),(5,33),0.0575442 # DEPENDENCYPART_SIBL
(5,29),(5,33),-0.110182 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0415795 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0237122 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0478917 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0298597 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0205422 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.291356 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0299141 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0480815 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.130031 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.134086 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.00321309 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.130747 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0537536 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0254652 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0327178 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0700926 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.096948 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0228519 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0282699 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.271845 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0764112 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0133181 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0399854 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00590037 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0342679 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0141021 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00768326 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.121267 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00239368 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0741785 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0164557 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0127199 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0321868 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0380325 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00764161 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00275414 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0309435 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0242257 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.558389 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.569251 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0625441 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0104557 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0567939 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0564816 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0559947 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0649415 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0339646 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.131331 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.131131 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0643898 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0840002 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0846907 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0462412 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0459125 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.381979 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.081936 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.090834 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.081936 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0313095 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0841511 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0313095 # DEPENDENCYPART_SIBL
(7,3),(7,29),-0.0284434 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0327786 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.127245 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.285122 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0209028 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.285122 # DEPENDENCYPART_SIBL
(7,4),(7,29),0.339571 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.680632 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0216848 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.170228 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0216848 # DEPENDENCYPART_SIBL
(7,5),(7,29),-0.0266412 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.285122 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0209028 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.285122 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.339571 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0830815 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.255869 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.0809636 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.005485 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.0304366 # DEPENDENCYPART_SIBL
(7,22),(7,29),-0.0809636 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0575296 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.168192 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.025557 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.168192 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0757247 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.489598 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.106784 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.112233 # DEPENDENCYPART_SIBL
