# _root_ Protože na výslechu svědka trvá státní zástupce i obhájce Lukáše Kužely , který měl Vopálenskou na objednávku zastřelit , musel předseda senátu projednávání nájemné vraždy znovu odročit .
#goldHeads=20,5,2,3,1,7,8,5,8,11,8,14,14,11,18,18,16,14,1,0,20,21,27,25,23,27,20,0,
#predictedHeads=20,5,2,3,1,7,8,5,8,11,9,14,14,11,14,18,16,14,1,0,20,21,27,25,23,27,20,0,
(5,6),(5,11),-0.120777 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0470539 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.120777 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0178553 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0470539 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.120778 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.0927802 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.226521 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.124151 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.123466 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.123466 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0086114 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.123466 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.045453 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0086114 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.123467 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.00877036 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0313814 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0306965 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0306965 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0420965 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0306965 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0509961 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0420965 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0306972 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0453158 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.12691 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.12691 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00122709 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.12691 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0250974 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.00122709 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.126911 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.0125681 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.126139 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00114529 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.126139 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0251061 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.00114529 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.126139 # DEPENDENCYPART_SIBL
(5,10),(5,26),-0.0125681 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.00114529 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.126139 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0251061 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.00114529 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.126139 # DEPENDENCYPART_SIBL
(5,11),(5,26),-0.0125681 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.121976 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.114524 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.122029 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.121976 # DEPENDENCYPART_SIBL
(5,12),(5,26),-0.0469103 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0251061 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.00114529 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.126139 # DEPENDENCYPART_SIBL
(5,15),(5,26),-0.0125681 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0138498 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.0490017 # DEPENDENCYPART_SIBL
(5,16),(5,26),-0.0194995 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.121976 # DEPENDENCYPART_SIBL
(5,19),(5,26),-0.0469103 # DEPENDENCYPART_SIBL
(5,25),(5,26),-0.0125763 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.163944 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0197792 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00645635 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0134737 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0134737 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.023539 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0213854 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0213854 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0528393 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0528393 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0520671 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0676816 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0108512 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0107752 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0726175 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.059799 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0169997 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.144363 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.150119 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.150119 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0376904 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0586982 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0586449 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.12354 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0517377 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0598619 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0858709 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0910979 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0910979 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.133381 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00473981 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00944412 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.141166 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0193409 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.35671 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.371515 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.371515 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0276663 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00945453 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.141165 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.019023 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.360999 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.375805 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.375805 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0231751 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0957354 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.060578 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0288982 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0235933 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0235933 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0278739 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0310942 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.112611 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.117759 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.117759 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0332596 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.337335 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.352141 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.352141 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0268626 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0180785 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0180785 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00376405 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0157689 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00290791 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00290791 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00752974 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0255962 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0255962 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0106688 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.128472 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0254655 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0254655 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0428742 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0472613 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0516433 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0277284 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.102427 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0277284 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.102427 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0298403 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00752974 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.181964 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0231174 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.115122 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0106705 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.128439 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.328218 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.027944 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00999612 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0428757 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0472283 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0175123 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0509124 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00558624 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.120817 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0328628 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0272212 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.104764 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00551612 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.125598 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0324329 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0133635 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0212554 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0068254 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.039185 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0109465 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0134306 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0240866 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0496812 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00995368 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0187838 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00584866 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.000109413 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0209382 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00777592 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0388678 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.011897 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0143812 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0244621 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0500291 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00951914 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0180408 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00541412 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.000543948 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.173309 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00752974 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.181964 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.182777 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0288792 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.115122 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0106705 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0231174 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0207409 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0176701 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0175259 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0615868 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0640709 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0239778 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0526188 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00880708 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00268144 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00470206 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.00125601 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.328218 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.329353 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0949254 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00999612 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0428757 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.027944 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0465598 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0515987 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0131958 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0247756 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0509124 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00558624 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0175123 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00148122 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.00451267 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0240845 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0496811 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00995375 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0187904 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00584874 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.000109337 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0451066 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00974012 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00756143 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0141743 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00594363 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00551612 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0233926 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0209952 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0197025 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00818914 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.254596 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.256444 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0116568 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0112304 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.261392 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0486919 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0511902 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0511902 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.739814 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.695448 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0469511 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.699059 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0141087 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0141087 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00958482 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0115808 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.00984603 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0199466 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0110567 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00619357 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.014972 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00930883 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0233737 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00619357 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.014972 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00930883 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0233737 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.359371 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0237774 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.356409 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0471175 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.359492 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0294459 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.086648 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.193375 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00531606 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.060788 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0419191 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0419519 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0275274 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0428461 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.110121 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0426283 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0419069 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0419069 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.144295 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.212055 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0466469 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0278788 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0439644 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0235995 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0300922 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.024758 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0569277 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.046741 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0477505 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.00838973 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.0466836 # DEPENDENCYPART_SIBL
(14,1),(14,26),-0.0527189 # DEPENDENCYPART_SIBL
(14,1),(14,27),0.0235995 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0460951 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0461392 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0632703 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0375598 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0167191 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0466529 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0460942 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0460942 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.298887 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.267932 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0403661 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0359045 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0376879 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0636858 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0496632 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0692881 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0678413 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0408915 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0415346 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.159641 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0404578 # DEPENDENCYPART_SIBL
(14,2),(14,26),-0.0789058 # DEPENDENCYPART_SIBL
(14,2),(14,27),-0.0636858 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.232102 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00843527 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.236936 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0432024 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.233646 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.23202 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.23202 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.192527 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.419118 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0735895 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00420995 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.070907 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.035801 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.014556 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0429407 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0774731 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0673714 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.074808 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0646197 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.0735385 # DEPENDENCYPART_SIBL
(14,3),(14,26),-0.0270318 # DEPENDENCYPART_SIBL
(14,3),(14,27),-0.035801 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0085172 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.236679 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0432612 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.233389 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.231763 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.231763 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.192596 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.419235 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0738224 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.00416334 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0711399 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0358636 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0145864 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0430032 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.077706 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0676043 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0750409 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0601941 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0737714 # DEPENDENCYPART_SIBL
(14,4),(14,26),-0.0270053 # DEPENDENCYPART_SIBL
(14,4),(14,27),-0.0358636 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.024121 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.049398 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.021116 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.023056 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.023056 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.118489 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.24526 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0088067 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.000523677 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0114817 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0185077 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0201804 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0181898 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.00203156 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.00869961 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.00584495 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.00830566 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.00875722 # DEPENDENCYPART_SIBL
(14,5),(14,26),-0.0035168 # DEPENDENCYPART_SIBL
(14,5),(14,27),0.0185077 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0332831 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.21999 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.218364 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.218364 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.195519 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.422916 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.09188 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0140155 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0891975 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0347662 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0115034 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0419058 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0957636 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0856619 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0930985 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0608935 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.091829 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.0285979 # DEPENDENCYPART_SIBL
(14,7),(14,27),-0.0347662 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0570791 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0563577 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0563577 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.159443 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.220896 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.054999 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.035492 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0523165 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0543614 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0326488 # DEPENDENCYPART_SIBL
