# _root_ " Chtěl jsem víc , ale v posledních třech závodech ME se mi motor Porsche rozsypával , " říká Bartoš .
#goldHeads=6,6,2,2,6,19,16,10,10,7,10,16,16,16,14,6,6,6,0,19,0,
#predictedHeads=2,19,2,2,6,2,16,10,10,7,10,16,16,16,14,6,2,2,0,19,0,
(2,17),(17,9),-0.576571 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.691567 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.154508 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.949453 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.0674848 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.589853 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.905034 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.880368 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.47856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,14),-0.338992 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-1.1329 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.0994112 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.612032 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.70391 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-1.05091 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.685639 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.221393 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-1.39855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),0.213465 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.0247729 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.359751 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.122545 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.33598 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-2.25057 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.584221 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.428573 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.870793 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.235164 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.46971 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.348757 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-1.13938 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.0356965 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.313094 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.171914 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.891301 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.523286 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.418579 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.562666 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.384904 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.41705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),0.0881561 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.33385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.142613 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.794138 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.632336 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.876547 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-2.20799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.24791 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.03339 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.81247 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.17995 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.93579 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.19451 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.08549 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.19637 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.24767 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.90057 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.956711 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.499183 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.796523 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.48295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.447893 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.216184 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.299752 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.74914 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.17836 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.86648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.21594 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.27471 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-1.86783 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.950317 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-1.13713 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.652398 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.623056 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.837559 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.23344 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.73442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.199775 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0240437 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.164153 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-1.62914 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.856853 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.429788 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-1.21685 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.717849 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.394081 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.59805 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.796088 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-1.29633 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.409017 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.166221 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-1.43767 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.722948 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.278776 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-1.07454 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.205658 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.189731 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.387746 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.582309 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0864876 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-1.64178 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.315796 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-1.10285 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.705054 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.202913 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.228727 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.127643 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.117143 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-1.50998 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.752411 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-1.22134 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.573975 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-1.32852 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.335101 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.404066 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),0.201757 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.128819 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-1.5174 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.758013 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.322514 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.938874 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.573037 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-1.32758 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.3301 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.511371 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.579676 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.399065 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-1.28668 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-1.00529 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.539818 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-1.34463 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.514612 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.583479 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.409275 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-1.30373 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.321104 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-1.10859 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-1.00277 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.537296 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.460978 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.403578 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-1.29407 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.606652 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.919385 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-1.63674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.132447 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.0451049 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.161248 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.491599 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-2.03039 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.972665 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.740781 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-1.53191 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-1.14585 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.65299 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.892596 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-1.64796 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.516281 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.548554 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.812375 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-1.55583 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.504258 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.74914 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-1.17836 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.86648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,5),0.0408569 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.182657 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.998913 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-1.43229 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.777948 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-1.53763 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.630441 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.623056 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-1.23742 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-1.48951 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-1.01015 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.941059 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-1.6997 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.652584 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.552246 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.03786 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-1.67588 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.621085 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.383228 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.144805 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.123283 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.143555 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.27114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.281459 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.197221 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),0.0781151 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.322595 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.313382 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.654324 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.685876 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.199201 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.783222 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.837198 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.37943 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.486805 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.529688 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.354532 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.202691 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.1038 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.366739 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.27481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.282257 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.207493 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),0.0777666 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.328654 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.315061 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.656471 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.688022 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.201347 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.785368 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.840003 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.378633 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.488214 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.690461 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.879653 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.631232 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.04269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.317018 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.102589 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.149601 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.715011 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.309679 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.338832 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.537343 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.746572 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.487302 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.948523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.889492 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.593959 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.266405 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.20868 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0658139 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0972713 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.387833 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.0377299 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.0949133 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.0864953 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),0.233993 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.191583 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.683545 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.2089 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.107065 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0644167 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0935356 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.21292 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.37757 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.36178 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.00548754 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.284995 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.93008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.606343 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.1 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.912846 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.823407 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.07148 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.14604 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.08593 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.18315 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.808654 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.908455 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.720248 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.933656 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.39342 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.02977 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.337869 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.105484 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.271017 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.92764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.61498 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.0987 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.91562 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.823444 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.07198 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.14655 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.08644 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.18365 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.809818 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.906014 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.720017 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.398858 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.217809 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.358551 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.86726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.337152 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.832713 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.2941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),0.00972496 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0951794 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.130745 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.192293 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.745537 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.452605 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0781133 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.344213 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.063718 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.155134 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0975045 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.169182 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.766483 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.837621 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.992248 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.869665 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.28057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.258029 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.0315986 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.133628 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.019675 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.0960611 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.176778 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0144109 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.18096 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.119366 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.218225 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.3687 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.35519 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.197306 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.366452 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.497018 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.84235 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.795179 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.948273 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-1.29028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.06297 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.289548 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.549689 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.478937 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.579653 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.102084 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.399636 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.290921 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.653291 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.728065 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.440807 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.540834 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.170779 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.348367 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.283384 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.61714 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.651319 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.093453 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.330052 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.135583 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.765482 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.244801 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.176639 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.21396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.143394 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.190008 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.329386 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.254862 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.31497 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.249744 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.473893 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),0.13147 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.417857 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.478188 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.190885 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.151302 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.615134 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.09096 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.186283 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.285535 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.199944 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.23297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.142559 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.196422 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.333064 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.256726 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.316834 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.251608 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.475757 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),0.129849 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.416652 # DEPENDENCYPART_GRANDPAR
