# _root_ Na jídelním lístku je stále nejméně 20 hotových jídel , dále několik jídel z ryb , ale i jídla bezmasá a na objednávku .
#goldHeads=4,3,1,0,4,7,17,9,7,17,17,17,12,13,14,17,4,19,17,21,19,21,22,0,
#predictedHeads=4,3,1,10,4,7,4,9,7,17,12,17,12,13,14,17,0,19,17,21,19,21,22,0,
(4,15),(4,17),-0.200163 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.279935 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.135375 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.00577283 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.277726 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.0195131 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.134682 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.118962 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.18382 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.115612 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.109295 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.134266 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.114037 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.115363 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.219424 # DEPENDENCYPART_SIBL
(4,17),(4,19),0.00613901 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.0420846 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.233007 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.00692885 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.00657182 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.00560168 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0516572 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.192999 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.00935306 # DEPENDENCYPART_SIBL
(4,18),(4,23),0.00621827 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.00594898 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.275976 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0194229 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.137062 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.0391354 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.00498309 # DEPENDENCYPART_SIBL
(4,20),(4,23),-0.0922079 # DEPENDENCYPART_SIBL
(4,21),(4,22),0.0274358 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.0216317 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0171714 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.02369 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0419412 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0153572 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0502792 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00781458 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.00462167 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0613714 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00124368 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00434998 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0628111 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0540541 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0237494 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.04568 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0162184 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0574132 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.00313547 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0539262 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0454418 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0160335 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0981321 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0440014 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0100949 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00458055 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0676783 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0401916 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0635805 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00631233 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0422501 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0627498 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0153762 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0485844 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0308129 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.110104 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00782612 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0691111 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0527872 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0782283 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0391091 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0391091 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0410372 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.147859 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.071248 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0564164 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.059383 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.267942 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0427962 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0427962 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0929142 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0578482 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00455593 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0142709 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0716478 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.026568 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.026568 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.142668 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00170754 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0127517 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0454572 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0356853 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0356853 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0883247 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0105534 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0307021 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.043088 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.043088 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0958797 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0930582 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.171761 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.171761 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0320569 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0738051 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0738051 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0110127 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0844996 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0759251 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0759251 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0835113 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0542499 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0667841 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0366403 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0244046 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0450863 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0775147 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0366403 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0108807 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0739742 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0385983 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.132603 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0809807 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.173802 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0111907 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0136355 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0538229 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0109959 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00685423 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.013823 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00111993 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0368062 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.10304 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0960935 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.000122523 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0431938 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0273797 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.041589 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00275959 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0260395 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0220168 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0489784 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0407312 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.102828 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0183293 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0118195 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00851948 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0232478 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0451106 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0423413 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0320148 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0727069 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0588522 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0277908 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00592398 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0233776 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0792234 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0230111 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00685423 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.013823 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00111993 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0368062 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.10304 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0960935 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0574527 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00756143 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.000668445 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0110792 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0190393 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00497226 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.099501 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0327217 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0549214 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0220508 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.1163 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0357646 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0797244 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0436349 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0364099 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0281995 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0366596 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0687229 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0392571 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0377083 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0427065 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0281885 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.028334 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00973457 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.228938 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00973457 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.000907507 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0143929 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0278464 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0624531 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.00436546 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.653229 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.00972897 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.135782 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0230744 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.000631342 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0287516 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0277203 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0110567 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0096481 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.165629 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0283393 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.165617 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00930571 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.00789658 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.029336 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00812948 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0135765 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0412943 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.16563 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0645919 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0659387 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0627813 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0730625 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0822152 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.170643 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.018057 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0722754 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0180579 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0023078 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.132483 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0308504 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0498248 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.058364 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.00697269 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0180614 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0477812 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0133272 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0532002 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0229326 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.203946 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.017234 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0381608 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0170492 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.014825 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0118131 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.00755397 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0908927 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0134056 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0163612 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.017234 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00406415 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0420291 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0243034 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.175118 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0352759 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.039656 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0350912 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0216131 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00565087 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0237952 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0611475 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.033259 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0155572 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0352759 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0039226 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0473202 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0440293 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0544046 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0104036 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0544046 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.035101 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0251705 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.045388 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.014955 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.00386411 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0446086 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0544046 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0127103 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0167069 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00140069 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0351806 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00117423 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0313935 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0187992 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0122522 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.568664 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0054996 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0155709 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.00140069 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00964665 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.165352 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0283384 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.16534 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00878432 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00790101 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0293404 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.00812856 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.013581 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0412933 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.165353 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.111337 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.281167 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.111336 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.115599 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.150711 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.115954 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0503893 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.192169 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.197016 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.111337 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0299555 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0196124 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0352269 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0329616 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0719304 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0299924 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0716373 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0250497 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0198083 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0837151 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0332814 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0168433 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0216189 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0784361 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0386366 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.160938 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0841665 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0352239 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.034477 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0734458 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0299924 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0736491 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0232318 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.020184 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0349456 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0445755 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.00274544 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0306044 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.048693 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0590634 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0701555 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.00184123 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.128323 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0326627 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0105409 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0275442 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.122553 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.000383878 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0304799 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.00824667 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.103233 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0373696 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.0713523 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0260042 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0807909 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0549074 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0246569 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0549074 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0667702 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0531459 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.206758 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0533514 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00189248 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0508117 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0531459 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.0487451 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0521346 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0222291 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.220279 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.102542 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0209429 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.102312 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0434032 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0044158 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.103846 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0262571 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0474213 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.109323 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0643655 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.021327 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0645718 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0399647 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0243828 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.064542 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0269939 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.220279 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.102264 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0209429 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.102034 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0439268 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0044123 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.103568 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0265189 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.122708 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0951531 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.122471 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0801033 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.129494 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.122708 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0697747 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00271039 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.108723 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.045476 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.105662 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.109468 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.182329 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0403882 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.00145585 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0748092 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0401899 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.121071 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0454729 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.107178 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.109844 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.182331 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0572548 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0385487 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.194124 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0682195 # DEPENDENCYPART_SIBL
