# _root_ Rozdíl je v tom , že je ve vyhlášce přesně limitováno , co může být soutěžícím poskytnuto .
#goldHeads=2,0,2,3,6,4,6,7,8,11,7,14,14,7,17,17,14,0,
#predictedHeads=2,0,2,3,6,4,6,7,8,11,7,6,17,12,17,15,14,0,
(7,2),(2,11),-0.875549 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.805898 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.796059 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.13873 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.160332 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.248439 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.226478 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.504931 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.337492 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.454645 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.376206 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.189639 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.96162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.0487584 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.527586 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.545618 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.776156 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.186426 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-1.16916 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.541781 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.779422 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.39204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,11),-0.960723 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.509323 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.349742 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.599123 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.293917 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.45435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.153641 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.189214 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.04979 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.94609 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.29968 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.01667 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.3129 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.03185 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.3918 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.88993 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.767102 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.34698 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.241178 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0510058 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.214684 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.613887 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0181457 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.633444 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.69742 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.228521 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.218904 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.017759 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.828385 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.18131 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.0898 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.683213 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.952159 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.931733 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.48857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.30294 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0255577 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.230942 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0267103 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.418438 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.220276 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.50516 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.14899 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.02905 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.17252 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.1175 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.47277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.413248 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.185518 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.335447 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.00717372 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.558722 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.70861 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.547186 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.917319 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.80222 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.487467 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.854734 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.20123 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.12989 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.971383 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.952294 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.49335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.258677 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0497123 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.216199 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0120502 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.242415 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.302189 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.200866 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-1.01084 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.418554 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.506934 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.699515 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.53938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.256712 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.0684755 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.197967 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0638554 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.126821 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.229059 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.348021 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.55409 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.301107 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.364285 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.82845 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-1.18138 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.09012 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.931798 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.48568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.309399 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.0265219 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.233569 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.214363 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.222377 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.291322 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.428354 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.469083 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.22989 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.423482 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.447153 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.977515 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0297432 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.516159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.32413 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.08013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0702427 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.401115 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.200545 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0358665 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.44889 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.10514 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-1.73602 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.15987 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.654466 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.138952 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.776858 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.49026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-1.25211 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.896109 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.953898 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.649521 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.89615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,4),-0.974164 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.04171 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.73273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,14),-0.404944 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.450847 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-2.6618 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.82301 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.41098 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.956228 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.43765 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.518301 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.68062 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.15817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.57352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0519725 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.163114 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.380386 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.415317 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-2.65812 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.82314 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.42573 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.43652 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.518939 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.68076 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.16997 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.60741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.0237188 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.516667 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.207653 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.673024 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.303502 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.495352 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.783039 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.974255 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-2.63138 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.6696 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.18652 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.63128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.0101788 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.566963 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.101466 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.645361 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.316619 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.328707 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.871685 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.977114 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.753337 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-1.0514 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-2.6618 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.82301 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.41111 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.518301 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.68062 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.15824 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.57425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.0548369 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.191051 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.597172 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.243851 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.156171 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.967179 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.56875 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.446902 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.46678 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.263224 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.291029 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.320282 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.34531 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.702711 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.790393 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.540131 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.160267 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.264435 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.23692 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.88184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.384585 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.829763 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.76433 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.31963 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.813921 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.953929 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.952462 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.836114 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.796915 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.663118 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.802 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.64667 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.735059 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.46346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.113246 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.155042 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.372391 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.317921 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.796399 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.365052 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.426887 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.927243 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.791009 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.663568 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.708409 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.4558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.0885068 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.217908 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.308308 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.393954 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.618989 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.417322 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.417967 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.215493 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.386743 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.846541 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.114062 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-1.09446 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.886222 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.925404 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.044281 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0979205 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.488391 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.533138 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.59426 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.06148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.113696 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.481475 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-1.13349 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.452702 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.402713 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0968576 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.191782 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-1.06608 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.667738 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.561499 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.14794 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.130718 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.2738 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.77483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.0881747 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.424632 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-1.03791 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-1.38036 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.678504 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.12932 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.579693 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.16107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-1.18068 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.46524 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.727283 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.417983 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.583511 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.46589 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.685026 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.28018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.297178 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.931291 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.746544 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.35211 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-1.09446 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.898004 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.777838 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.06953 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.479762 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.477516 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.533138 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.423663 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.59426 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.06148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.113696 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.711875 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.481475 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-1.13349 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.533447 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0573241 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.841798 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.403493 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.515562 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.80423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.454405 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.2716 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.605625 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.876169 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-1.00538 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.447759 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.28796 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.461041 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.269225 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.61087 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.29604 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.26678 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.28535 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.980888 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.33778 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.954002 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.20081 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.0193 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.36591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.179333 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.446889 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.362542 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.262922 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.93148 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.159633 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.49825 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.29773 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.24183 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.07174 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.806258 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.02464 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.865788 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.770676 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.867255 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.26985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.922918 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.467421 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0421729 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.276172 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.487033 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0805307 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.343 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.916455 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.819184 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.6155 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.775515 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.31972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.813733 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.54211 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0138724 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.207666 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.361984 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0746517 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.138685 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.121092 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.0733869 # DEPENDENCYPART_GRANDPAR
