# _root_ Nyní věnujme pozornost oblasti , která sice není středem pozornosti širší veřejnosti , přesto může podstatnou měrou ovlivnit rozvoj budoucích generací - mimoškolní činnosti dětí a žáků .
#goldHeads=2,0,2,22,14,14,14,14,8,9,12,10,14,4,14,17,18,15,18,21,19,2,24,22,26,24,26,0,
#predictedHeads=2,0,2,2,8,8,8,4,8,9,12,10,14,15,0,17,15,15,18,21,19,15,22,23,26,24,26,0,
(8,1),(8,13),0.0356201 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0862541 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.129997 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0313583 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.144954 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0149043 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0597171 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.0466444 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.100669 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0607262 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0506563 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0945645 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.210067 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.068713 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0679695 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0691267 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0086633 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0632889 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0609351 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0269568 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0889733 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0864848 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0633164 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0558403 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0626047 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0884587 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0261417 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.237532 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.106564 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.336106 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0499849 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0952051 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0796029 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0107036 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0796287 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0815818 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0332791 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0935394 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.105971 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.102197 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0341943 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0468957 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.106764 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.0484808 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.104266 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.352496 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0619511 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0710075 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0554053 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0233532 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0554311 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0339502 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0188998 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0677669 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0817735 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0761947 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.00999677 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0126588 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0825661 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.0317606 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.285496 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0349088 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0461629 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0347306 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0391622 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0385283 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.191561 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0542166 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0604143 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0209947 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00103011 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0643558 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0124984 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0410895 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0080049 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0820421 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0931154 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0751026 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.107473 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0973649 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.178799 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0412248 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.056231 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.103673 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0628263 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.073731 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.00166055 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.121379 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0249191 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0719087 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0843235 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0854243 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0914416 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0206888 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0191756 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.085112 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0914786 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.10007 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.045216 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.049907 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.105654 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0401058 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.145265 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0247041 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.162203 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0128089 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00389839 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0433297 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.157449 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0391026 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.156506 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0408322 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.167441 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.276035 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0334381 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.166203 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0129894 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0126511 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0527866 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.161449 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0485595 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.160506 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0580938 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.171441 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.283928 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0955283 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0603991 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.067182 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0256678 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0952109 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0490476 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0937495 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0476192 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0971526 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.10093 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0024826 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.000826131 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0652719 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.153936 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0610448 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.152992 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0471916 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.163927 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.255061 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0216122 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.101806 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0953868 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0984668 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0939362 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0494766 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0973772 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.161073 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0842933 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.109319 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0956349 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.110769 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0754152 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.0999738 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.00389063 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0555494 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.21319 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0605553 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.00241782 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.0569888 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.14908 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0412873 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.144468 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0510659 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.155404 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.277378 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0703702 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0199456 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0668036 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.141169 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0587617 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.180169 # DEPENDENCYPART_SIBL
(8,19),(8,26),-0.284378 # DEPENDENCYPART_SIBL
(8,22),(8,25),0.00213387 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.113528 # DEPENDENCYPART_SIBL
(8,25),(8,26),-0.285464 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.127624 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.170041 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0571202 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.120121 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0461621 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00227924 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0131864 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0557176 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.025957 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.0481922 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00317395 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0536076 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0806629 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0591272 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.138833 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0666549 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0591967 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.045923 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0398149 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0506344 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00479999 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0408392 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0028115 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0432003 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0383861 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0477366 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0135366 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0319064 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0628274 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0356595 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0303399 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0525263 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.00378761 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.308161 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0318166 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0142548 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0147042 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.028073 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.00488704 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.117161 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0143229 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0446886 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0402044 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0181364 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.273789 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0231312 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00762275 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0167539 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0777321 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00526812 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.260651 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.256559 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.00687541 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.306515 # DEPENDENCYPART_SIBL
(9,18),(9,26),-0.251378 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00329164 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0185431 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0243511 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0157367 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00734465 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00752048 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0108092 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.031765 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0163117 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0115371 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.014712 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0280214 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0323604 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0188401 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0210357 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0443008 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0405095 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0422492 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0567957 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0231437 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00756164 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0119957 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0182694 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0190127 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0188959 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00521653 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.00727849 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.054814 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00349493 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0111163 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0207583 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0157589 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.00714854 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00230262 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.00822341 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00175126 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00541609 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.00230262 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0204399 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0156427 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00437351 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0024235 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0112588 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00102377 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00553698 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0024235 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0108225 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0210825 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0885382 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.000958003 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0256093 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0955408 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0885382 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.018241 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0613116 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0190046 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00154719 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0612631 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0613116 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0146285 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00522974 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.260674 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0146416 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0146285 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0283957 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00450088 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.109315 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.109302 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00595755 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0339283 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.0339676 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0145006 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0144875 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.109313 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.154175 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0188286 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0156307 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.221626 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0102439 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0756226 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.10169 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0194315 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0171868 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0707866 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0265582 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.298844 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.206055 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.152753 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0489673 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.160366 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.151667 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.175557 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0492392 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.047344 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.063602 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0767494 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0295718 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.038424 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0499226 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0498272 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0735722 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0430664 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.109696 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.702211 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.000368456 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0143483 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.671186 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.000402146 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0162296 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.00695089 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.490215 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.122606 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.00806972 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.150003 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.00909821 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.00917659 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0290782 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.00942282 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0305038 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0761365 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00914016 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.160832 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.00388856 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00915105 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0266428 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.494272 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.130899 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.00198408 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.144116 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.00147598 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0013976 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0329265 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.00115137 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.024059 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0882349 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0034665 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.18838 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0163705 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0034774 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0094843 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.113704 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0804853 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0186848 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0818559 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.069111 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0307591 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0713021 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0654218 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.119911 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0299769 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0445565 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0906984 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0296076 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0203094 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00854118 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.273443 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0160606 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0184371 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0391846 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0134467 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00231189 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.245091 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.112221 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.120647 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.159431 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.111903 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0752786 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.103919 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.010761 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0130056 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0670489 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00363431 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.185417 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.15779 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.109855 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0119491 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.112101 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.108769 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0810688 # DEPENDENCYPART_SIBL
