# _root_ S obsahem dopisu , ale zejména s obsahem odpovědi M . Kováče na něj , vyjádřila koalice ostrý nesouhlas na lednovém zasedání parlamentu .
#goldHeads=5,1,2,5,19,8,5,7,8,12,10,9,9,13,5,0,16,19,16,16,22,20,22,0,
#predictedHeads=5,1,2,5,0,8,5,7,8,12,10,9,16,13,16,5,16,19,16,19,22,20,22,0,
(2,8),(8,11),-0.19265 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.357223 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.21515 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.530529 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.239394 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.118553 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.401399 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.331882 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.696858 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.190241 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.360115 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.184443 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.415837 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.527642 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-1.22382 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.208688 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.0592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),1.64714 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.431399 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.127774 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.407776 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.330568 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.393273 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.263108 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.406386 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.206357 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.480066 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.528999 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-1.23051 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.230601 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.560644 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.87127 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-1.1414 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.490152 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.391651 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.269718 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-1.12976 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.39679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),1.31361 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.303951 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.0400236 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.107827 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.0884143 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.668163 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.0675493 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.486926 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.363686 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.626721 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0397311 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.0106276 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.431869 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-1.17748 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.315706 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),0.0089419 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-1.58475 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.630138 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.218227 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.91031 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.501894 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.368835 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-1.61272 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.632943 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.143686 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-1.02563 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.182799 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.30881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.654554 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.474993 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.11188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.597564 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.383465 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.313759 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.49074 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.66367 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.38995 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.6728 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.717535 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.00073 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.919811 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.02991 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.63877 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.959983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.197707 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0659635 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.450468 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.961014 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.4289 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.16779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.53877 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.142044 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.110812 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.485791 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.211397 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.458305 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.414696 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.304835 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.145904 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.163855 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.318937 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.674608 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.641136 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.941758 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-1.03249 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.58039 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.919316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.259358 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0675541 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.339395 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.253681 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0282609 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.223959 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.365427 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0633153 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.433205 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.91227 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-1.31253 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.956709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.627736 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.146684 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.0551052 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.0824961 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.503127 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.217492 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.544584 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.562037 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.321774 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.137042 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0817047 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.414453 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.900492 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.625924 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.266829 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-1.53056 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.838587 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.69846 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-1.05067 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.280861 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0399464 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.0496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),0.0770156 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0327931 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.25636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.614623 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.752271 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.879777 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.22774 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.24512 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.26505 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.11593 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.949473 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.992788 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0761148 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.276839 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.25636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.614369 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.879375 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.949472 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.711296 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.850555 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.54337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.152675 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.329145 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.469894 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.49163 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.12848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.946232 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.5177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0576016 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.375274 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.371909 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.390314 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.36861 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.495302 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.348329 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.655483 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.852459 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-1.24289 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-1.06423 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.48459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.21073 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.266947 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.0468615 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.213146 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.220972 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.270601 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.496884 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.196982 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.283007 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.400611 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.0478306 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.177705 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.242723 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.117957 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.274703 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.338634 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.415797 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.835477 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.167747 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.166796 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0511223 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.465164 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.152459 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0159111 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.29484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.0731761 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.238841 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.615804 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.530233 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.495694 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.667525 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.420942 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.816472 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.465357 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.105911 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0153952 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.29458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.238439 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.420941 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.314105 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0403903 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0251127 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.19598 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.335674 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.446255 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.151202 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.431625 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.376074 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.667746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.185132 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.138428 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0549724 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.611615 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.595184 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.408621 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.713663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.1534 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.185234 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.271947 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.31508 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.048257 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.00383191 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.307791 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.178569 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.556638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.309481 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.326126 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.188879 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.235983 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0691857 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0795575 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0751966 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.0945323 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.224144 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.309659 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.333211 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.15498 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.23596 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0698542 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0795806 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0558741 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.310866 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.094343 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.0255333 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.204822 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.62472 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.608289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.576402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.290189 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.309764 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.126984 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.209949 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.123109 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0241306 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0651648 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.358775 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.097822 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),0.0249904 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.214112 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0640048 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0183039 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0403289 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.241848 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.178167 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.624687 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.608256 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.495244 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.556244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.309878 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.326507 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.157843 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.240808 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.251956 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.16936 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.074393 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.306093 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.0953761 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.0706298 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0274994 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.026753 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.22334 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.146746 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0657418 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.120004 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.369591 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0454175 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),0.01002 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.275402 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.760128 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.495365 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.762171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,8),-0.203561 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.121214 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.106695 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.238095 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.396738 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.162901 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.238673 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.219209 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.109063 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.166977 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.253348 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),0.0393755 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.209733 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.196896 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.158242 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.563661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.28557 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.345469 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.131433 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.231576 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.238597 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.13145 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.059953 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.0699338 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.326583 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.0118727 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.0107952 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.0569109 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.116582 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.0217661 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),0.0413959 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.0220297 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.422972 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),0.0348354 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.311419 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.00860279 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.0314131 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.234301 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.0260636 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.0533965 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.118173 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.401359 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.0472861 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.175543 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.128219 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.0777352 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.239043 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.101369 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.158267 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.428714 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.0425643 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),0.0666139 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),0.0220183 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),0.0353956 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.000470021 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.400403 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.186574 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0283377 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.573355 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.22673 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.401185 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.655217 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.123878 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.421307 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.836048 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.5082 # DEPENDENCYPART_GRANDPAR
