# _root_ Za to , co se stalo v Dublinu , nám před deseti roky Evropa uzavřela dveře .
#goldHeads=15,1,6,6,6,2,6,7,6,15,15,13,11,15,0,15,0,
#predictedHeads=15,1,6,6,6,2,6,7,6,15,15,13,11,15,0,15,0,
(10,11),(11,14),-0.0853865 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.396237 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.612145 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.805389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.998486 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.449972 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.14903 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.50049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.66656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.00500138 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.434512 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.277784 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-1.2026 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.576794 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.680432 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.610399 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.448226 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.14895 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.66593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0193591 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.457875 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.289615 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-1.20215 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.570772 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.677619 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.610399 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.66828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.00976184 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.45684 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.294347 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.00373606 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.683418 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.423901 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.104121 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.604564 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.372612 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.665793 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.236663 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.36768 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.299849 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.75926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.00883347 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.283944 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.49813 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.736516 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.66043 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.90393 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.270505 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.18653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),1.54338 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.258328 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.107717 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.413506 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.466141 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.531452 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.126233 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.76764 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.42117 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-2.11144 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.655261 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.310808 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.10921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.75252 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.341573 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.142664 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.483563 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.317982 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.536125 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.425842 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-2.11776 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.306727 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.08504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.740076 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),2.07782 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.17362 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.440813 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.285764 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.536019 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.316944 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.09454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.741209 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),2.0732 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.306195 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.28688 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.176596 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.62769 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.580464 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.409377 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.524837 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.31631 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.466727 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.404902 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.203188 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.777654 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.824078 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.75828 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-1.11313 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.52697 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.436457 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.428143 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.212334 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.78691 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.833397 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.12245 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.590472 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.04944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-1.00842 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.05482 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.34389 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.492158 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.896725 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.975799 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.608517 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.758221 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.930113 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.761749 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.485818 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.53109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.412596 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.297818 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.691065 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0388155 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.490413 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.60677 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.758137 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.751249 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.484073 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.55461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.302036 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.297146 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.685415 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0359706 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.648348 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.886483 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.00245 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.637346 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.692108 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.03996 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.772225 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.815242 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.919111 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.70197 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.610762 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.43548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.320624 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.378841 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.703785 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.245004 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.490413 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.761573 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.484073 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.55372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.306915 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.33953 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0407509 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.642443 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.344156 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.751488 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.405515 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.704703 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-1.3584 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-1.01008 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.637065 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.404441 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-1.12493 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.548195 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.378036 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.563799 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-1.06009 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.615263 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.336074 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.335219 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.351609 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0507226 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.544169 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-1.03999 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0429738 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.550356 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.108997 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.81183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.998757 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-1.17499 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-1.65595 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-1.50341 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.812259 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.976658 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.426586 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-3.11243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-1.3065 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.819344 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.695818 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.724102 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.28966 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-1.37512 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.606079 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.111892 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.309034 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.298427 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.87674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-1.07088 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-1.15548 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-1.72425 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.775531 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.496628 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.758142 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.152086 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.5487 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.593052 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-1.08648 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.469417 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.351733 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.194028 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-3.13195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-1.32695 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-1.24779 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-1.97949 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-1.38986 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-1.14751 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.22476 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.544308 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.65543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.849626 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.503 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.542168 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0581374 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-3.05517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-1.24929 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.90267 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-1.24861 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.692162 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.779334 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.65572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.849693 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.08163 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.50286 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.39423 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.25205 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.08732 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-2.16169 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.11858 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.10064 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.385858 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.40283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.425236 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.854231 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.498281 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.34698 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.09511 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.47014 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.980183 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.765728 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-2.10122 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.1856 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-2.0943 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.21111 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.03677 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.1622 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.371252 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.71398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.102247 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.293978 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.539763 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.25204 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.12889 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.10063 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.385848 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.42543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.413065 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.514006 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.3103 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.337426 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.687749 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.319977 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.608966 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-1.46683 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.955071 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.664738 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.923251 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.173343 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.177504 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,1),-0.334307 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.623857 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.605323 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.183886 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-1.49376 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.137482 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.141473 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.329227 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.307835 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0610417 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.37879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-1.04165 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-1.87228 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-1.50986 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-1.08933 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0519449 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0505248 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.335727 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.15782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-1.65132 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.24633 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.409735 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.195946 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.55677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-2.05028 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-1.18588 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.722041 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.181146 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.322236 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.15735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.96748 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.65064 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.30513 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.329954 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.621948 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-1.49122 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.133423 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-1.23953 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.174531 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.629731 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0505098 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.545688 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.37909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-1.04228 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.87258 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.41716 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.86665 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.02432 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.36416 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.836514 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.661117 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-2.21907 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.721619 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-2.05288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.945907 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.07096 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.568181 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.035 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.33573 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.2009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.422304 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.433085 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.771448 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.16283 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.50635 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.0493499 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.40059 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.879084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.412026 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.829991 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),-0.223899 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.832075 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.55206 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.329746 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.00478122 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.89545 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.416808 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.384784 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.187221 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.185429 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.168965 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.19531 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-2.05552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,1),0.148849 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-1.12067 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.080329 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.387795 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.263715 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.0817059 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.43673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,3),-0.291189 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.119069 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.231954 # DEPENDENCYPART_GRANDPAR
