# _root_ Psaní je pro mne paralelní život - i když hlubší než můj život veřejný , a navíc si myslím , že být spisovatelem z povolání je nebezpečné . . .
#goldHeads=2,16,2,3,6,2,9,9,5,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
#predictedHeads=2,16,2,3,6,2,9,9,2,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
(2,5),(2,16),-0.0391354 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.102011 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.0259631 # DEPENDENCYPART_SIBL
(2,5),(2,21),0.00789747 # DEPENDENCYPART_SIBL
(2,5),(2,27),-0.432537 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.0534502 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.264193 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.101006 # DEPENDENCYPART_SIBL
(2,6),(2,10),0.00452465 # DEPENDENCYPART_SIBL
(2,6),(2,13),-0.0980008 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.00452908 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.0121105 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.254072 # DEPENDENCYPART_SIBL
(2,6),(2,17),-0.0372648 # DEPENDENCYPART_SIBL
(2,6),(2,20),0.0121105 # DEPENDENCYPART_SIBL
(2,6),(2,21),-0.165733 # DEPENDENCYPART_SIBL
(2,6),(2,27),0.00174574 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.208908 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.0458394 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0573912 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.0349352 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.057389 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.102935 # DEPENDENCYPART_SIBL
(2,7),(2,16),-0.123265 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.0351564 # DEPENDENCYPART_SIBL
(2,7),(2,20),-0.102935 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.134407 # DEPENDENCYPART_SIBL
(2,7),(2,27),-0.0601473 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.0290897 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0516618 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.019204 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0516572 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0437758 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.192999 # DEPENDENCYPART_SIBL
(2,8),(2,17),-0.0317033 # DEPENDENCYPART_SIBL
(2,8),(2,20),-0.0437758 # DEPENDENCYPART_SIBL
(2,8),(2,21),-0.045573 # DEPENDENCYPART_SIBL
(2,8),(2,27),-0.0544185 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0264507 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.042939 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.0264461 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.054528 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.156908 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.0431182 # DEPENDENCYPART_SIBL
(2,9),(2,20),0.054528 # DEPENDENCYPART_SIBL
(2,9),(2,21),0.0041441 # DEPENDENCYPART_SIBL
(2,9),(2,27),-0.0292074 # DEPENDENCYPART_SIBL
(2,10),(2,13),-0.0696153 # DEPENDENCYPART_SIBL
(2,10),(2,14),-0.429924 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.027134 # DEPENDENCYPART_SIBL
(2,10),(2,16),-0.0403064 # DEPENDENCYPART_SIBL
(2,10),(2,17),-0.103182 # DEPENDENCYPART_SIBL
(2,10),(2,20),-0.027134 # DEPENDENCYPART_SIBL
(2,10),(2,21),0.00672654 # DEPENDENCYPART_SIBL
(2,10),(2,27),-0.433708 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.00452908 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0121105 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.254072 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.0372648 # DEPENDENCYPART_SIBL
(2,13),(2,20),0.0121105 # DEPENDENCYPART_SIBL
(2,13),(2,21),-0.165733 # DEPENDENCYPART_SIBL
(2,13),(2,27),0.00174574 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.0264564 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.0398311 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.102504 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.0264564 # DEPENDENCYPART_SIBL
(2,14),(2,21),0.00720176 # DEPENDENCYPART_SIBL
(2,14),(2,27),-0.43303 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.134266 # DEPENDENCYPART_SIBL
(2,15),(2,17),-0.0799967 # DEPENDENCYPART_SIBL
(2,15),(2,20),-0.163659 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.0709867 # DEPENDENCYPART_SIBL
(2,15),(2,27),-0.112054 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.033806 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.00668367 # DEPENDENCYPART_SIBL
(2,16),(2,21),-0.0239912 # DEPENDENCYPART_SIBL
(2,16),(2,27),-0.059099 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.032267 # DEPENDENCYPART_SIBL
(2,17),(2,21),0.0150658 # DEPENDENCYPART_SIBL
(2,17),(2,27),9.94778e-05 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.0709867 # DEPENDENCYPART_SIBL
(2,20),(2,27),-0.112054 # DEPENDENCYPART_SIBL
(2,21),(2,27),-0.175672 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0556375 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0683789 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.109513 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.00286947 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.00229083 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0132917 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.300252 # DEPENDENCYPART_SIBL
(3,4),(3,6),-1.03104 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.31761 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.595664 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.560629 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.711342 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0881362 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.419565 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.36765 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.208197 # DEPENDENCYPART_SIBL
(3,6),(3,8),-1.03195 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.921842 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.332914 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.33027 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.402328 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.100186 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0144576 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.134581 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0458309 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0152089 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00871931 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0518916 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0884729 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0673102 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0190439 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0440244 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0294269 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0236696 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.180337 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0537239 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.14241 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0782086 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.00447925 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0106112 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0466198 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0111377 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0641235 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0301958 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0817371 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0771582 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0687392 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.112027 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.11174 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0216903 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.113213 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.136041 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0513794 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0417077 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0307328 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0668631 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0701208 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00570695 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00152371 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0435965 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.000313964 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0305827 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0982312 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0962588 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.00949786 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00326991 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.034352 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0408847 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0027521 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0027521 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.107265 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0135905 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0980187 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0199141 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0199117 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.23548 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0158128 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0184007 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0183983 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.23379 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0131229 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.114156 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.116801 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00849065 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.116902 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.00837712 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0131617 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0781413 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0454376 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0683456 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.089158 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.028786 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0394888 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0343277 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.000341568 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0271475 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.000526476 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0490405 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.089399 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.10409 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.133789 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.117918 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00857094 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0176829 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00217532 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0038112 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.00348667 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0466052 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0957905 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0961147 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0899417 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0265555 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0263286 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0180517 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0202291 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0182422 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0575012 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0332762 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0203448 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0897316 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.063111 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0727392 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0541708 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0693826 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0706231 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0200005 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0226711 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00459362 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.60384 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0429379 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.601645 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0248724 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0349482 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0388683 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.000387607 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0316881 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.000202699 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0416372 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.169989 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0719419 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.159821 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0719303 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.234527 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.053187 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.138317 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0531754 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.215204 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0315029 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.168234 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0933995 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0521573 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.248455 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0935007 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.00143858 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0373791 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0311548 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.140238 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0159493 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0232609 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0415764 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0397538 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0214332 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.373339 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.032765 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0236808 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0174543 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0105461 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0236808 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00478443 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0330887 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0572039 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0189823 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.114188 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.121536 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0214606 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.141116 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0306528 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0256743 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0375657 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0835037 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0828792 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0375657 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0590511 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0385774 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0478717 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0230589 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00588244 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.13881 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00672019 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.106108 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.131876 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.100494 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0235455 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0438359 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.100494 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0783779 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0901629 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0380619 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0169725 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.213496 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0222302 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.25376 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.199475 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0861641 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0109095 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0365573 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0861641 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0573468 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00754799 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.014595 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.844355 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0798898 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.126773 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.83253 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0357534 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0252984 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.135848 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0357534 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.025682 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0396677 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0436916 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0195246 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.39948 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0367027 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0128209 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0173135 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0237454 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0128209 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.105836 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.127542 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0831374 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.126229 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.114829 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0865954 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00267557 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0641707 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0865954 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0220233 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0703177 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0154516 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0220209 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0610883 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.212449 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.156175 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0610883 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0303979 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.108847 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.240491 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00879455 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.148916 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.322228 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.00879455 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.01014 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0564796 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.137161 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.280262 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.203519 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.137161 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0294286 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0109598 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.234546 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.239531 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0109598 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00879455 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.149017 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.322342 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.00879455 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.236218 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.307551 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.345418 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.22125 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.027468 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0516271 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0739519 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0830166 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0480167 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.096455 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.173237 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.185246 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.119435 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0965541 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0689558 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0264382 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.119435 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.255739 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.121257 # DEPENDENCYPART_SIBL
(9,2),(9,26),0.0540191 # DEPENDENCYPART_SIBL
(9,2),(9,29),-0.102173 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.167778 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00101929 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0114916 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0656011 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0210963 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0742404 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00611197 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0510934 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.047356 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0742404 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.148057 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0946921 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0666204 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.0949119 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.281608 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0185326 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.128872 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.149803 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.103085 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.013231 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0228177 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0100145 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.103085 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0437446 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0660618 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.00282355 # DEPENDENCYPART_SIBL
(9,7),(9,29),-0.0375225 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.222506 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.104803 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0119185 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.053976 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0100764 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.103896 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.25954 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.053976 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.41395 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.233232 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.278961 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.0256917 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00443063 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.134068 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0478238 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.182659 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0519258 # DEPENDENCYPART_SIBL
