# _root_ Stál na břehu řeky s hořícím stromem v ruce a svítil té , která přeplouvala řeku , držíc se za chvost koně . . .
#goldHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,18,14,18,18,20,21,0,0,0,
#predictedHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,15,15,18,18,20,21,0,0,0,
(0,10),(10,9),-0.635916 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.543129 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0272863 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.449306 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.808139 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.538203 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.736822 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.191756 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.565859 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),-0.410467 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),0.250339 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.782128 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0979571 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.319065 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.212388 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.276432 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.230311 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.279849 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.538594 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.256502 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.206562 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.42677 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.253486 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.375378 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.169221 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.266289 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.306977 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.546142 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.361686 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.439487 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.284095 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),0.376712 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.87045 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0301399 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.595965 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.204612 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.94272 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.338416 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.703236 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.746114 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.590722 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),0.0700848 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.875683 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.252781 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.471163 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.546476 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.497398 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.147785 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.782128 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.0979571 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.319065 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.212388 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.276432 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.230311 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.279849 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.538594 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.203215 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.365104 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.450461 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-1.1759 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.375378 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.169221 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.266289 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.306977 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.546142 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.361686 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.439487 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.284095 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),0.376712 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.875683 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.125111 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.437221 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.245817 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.252781 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.471163 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.297345 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-1.33444 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.247856 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.710255 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.559279 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.256146 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.668162 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.483072 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.548673 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.393281 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.0979571 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.276432 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.450461 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.591712 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.192911 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.132721 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.306977 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.546142 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.361686 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.439487 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.284095 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),0.376712 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.742662 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-1.60525 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.263466 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-1.19154 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-1.00438 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.948099 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-1.19154 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-1.00438 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),0.0914171 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.225329 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0484771 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.06261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.582083 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0339346 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.218125 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.327374 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0615102 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.113776 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.0151074 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.418002 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.297977 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.359316 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.582664 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.311911 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.221318 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.331965 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0565668 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.119257 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.702637 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.00994879 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.420749 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.300724 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),0.356568 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.365362 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.150661 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.189456 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0138873 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.616836 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0323797 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.312198 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.100684 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.353191 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.237443 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.119557 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.709264 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.0097168 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.417472 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.195654 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.297447 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),0.359845 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.427857 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.106505 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.23762 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0943861 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.259117 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.19957 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),0.350957 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.58593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.470593 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.00321615 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.224103 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.248853 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.694685 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.225368 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.163067 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.865336 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.764132 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.188279 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.552363 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.92049 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.644106 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.730034 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.564466 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.432234 # DEPENDENCYPART_GRANDPAR
(1,10),(10,24),-0.229678 # DEPENDENCYPART_GRANDPAR
(1,10),(10,25),-0.325171 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.61525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.324229 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.117873 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.326715 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.137401 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.338069 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.116297 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.971518 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.00825707 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.420755 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.548513 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.666144 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.985993 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.560616 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.00885157 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.293951 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-1.57947 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-1.74986 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.435911 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.233355 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),-0.328847 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.66759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,11),-0.696651 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.349052 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-1.07691 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.928833 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.705457 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-1.61525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.324229 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.117873 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.326715 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.137401 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.338069 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.116297 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.971518 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.627134 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.315371 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.277444 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.937969 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.985993 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.560616 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.00885157 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.293951 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-1.57947 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-1.74986 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.435911 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.233355 # DEPENDENCYPART_GRANDPAR
(1,15),(15,25),-0.328847 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.151449 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.887161 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.575982 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),0.359845 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.220036 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-1.34344 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-1.51033 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-1.66759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.460494 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.0144017 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),0.113449 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.696651 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.349052 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.305973 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-1.06222 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.576626 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.921282 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.419621 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.213999 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-1.52232 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-1.69251 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.531233 # DEPENDENCYPART_GRANDPAR
(1,17),(17,24),-0.328677 # DEPENDENCYPART_GRANDPAR
(1,18),(18,2),0.324229 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),0.137401 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.277444 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-1.02484 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.289547 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.347486 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.293951 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-1.57947 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-1.74986 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.435911 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.233355 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-0.328847 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.489464 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-1.27264 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-1.44119 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-0.421703 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.219147 # DEPENDENCYPART_GRANDPAR
(1,20),(20,25),-0.314639 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.503168 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.03591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.148681 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0402841 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.816719 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.58206 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.17334 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0952756 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.230129 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.0875585 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.553229 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),1.92496 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0521529 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.818133 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.575658 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.189806 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.233467 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0841487 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.232211 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0896403 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.55531 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.646635 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.65599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.448931 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.665419 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.47405 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.924337 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-2.05011 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.926345 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.33087 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-1.33747 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.27339 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-2.30251 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.43261 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.23887 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-1.24239 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.94039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.73332 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.23053 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.25169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.214178 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.869762 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.665155 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.322872 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-1.22826 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.296849 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.594904 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.53743 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.502905 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.54661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.642043 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.88705 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.12463 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.657707 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.382201 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.21187 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.633346 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.155435 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.143791 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0546102 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.705698 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.487003 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.427044 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.25133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.946659 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.25122 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.801967 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.327666 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-1.2457 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.301749 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.596936 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.88676 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.539462 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.504936 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.581458 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.396132 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-3.08026 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.39595 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.76422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.39661 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.0162951 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-1.01523 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.603779 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.222447 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-1.18699 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.615285 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.613013 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.435006 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.888651 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.557812 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-1.14649 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.53014 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-1.4771 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-1.44606 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-1.57098 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-2.82437 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-1.28365 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.58487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.613323 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0554617 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.406679 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.251087 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.979482 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.357397 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.64543 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.173449 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.549232 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.938789 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.268583 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.514707 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.486056 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-1.38036 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.967311 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-1.31881 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-1.28777 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-1.41269 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-2.82437 # DEPENDENCYPART_GRANDPAR
