# _root_ avšak hlavním důvodem , proč se nekonají oba špičkové jazzové festivaly , je nedostatek peněz .
#goldHeads=0,3,13,7,7,7,3,11,11,11,7,7,1,13,14,0,
#predictedHeads=3,3,13,7,7,7,3,11,11,11,7,7,0,13,14,0,
(5,11),(11,2),-0.719516 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.568848 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.728903 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.43123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0275081 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.103821 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.317878 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.145237 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.163165 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.355381 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.259069 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.405133 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.467276 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.745849 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.773742 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.864195 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.818651 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.276602 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.329252 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.397653 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.420781 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.509027 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.590863 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.604608 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.659943 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.498858 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.62334 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.536576 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.47223 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.637255 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.20938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.167105 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.17656 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.15408 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.166749 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.189877 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.348729 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.146157 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.299239 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.365896 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.303516 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.633942 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.46893 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.299599 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.320752 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.163124 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.299322 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.269718 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.299851 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.313252 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.427529 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.376354 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0417598 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.53092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.40475 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.737555 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.203804 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-1.00924 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-1.1401 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-1.25567 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-1.13258 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.122975 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.342576 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.00609006 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0676563 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.166076 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.160272 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0953128 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.1002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.266772 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.12552 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.458325 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),0.348121 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.695565 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.742437 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.394531 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.704308 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.213879 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.159384 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.31907 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0601098 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.45689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.460381 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.396217 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.729025 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.357566 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.918899 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.09401 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.10021 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-1.40951 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.08506 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0883356 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.135272 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.281753 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0638077 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.10741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.224659 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.0775889 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.242668 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.694748 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.741776 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.499979 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.810734 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.837241 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.106409 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.5047 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.171896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.83896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.205077 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.46449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.614862 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.389621 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.0951273 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.353231 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.41214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0303602 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0438406 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.544654 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.304481 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.190996 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.195087 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.501949 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.603997 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.0951273 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.353231 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.41214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),0.309109 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.190996 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.195082 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.410012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.528752 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.466032 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.407159 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.136939 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.269574 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.01944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.165251 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.590717 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.263967 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.147352 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0107815 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0276696 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.334918 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.671502 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.799558 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.17195 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.63064 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.66173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0738755 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0771269 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.255251 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.504054 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.863494 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.24951 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.541387 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.558405 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.635348 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.594481 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.941102 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.568472 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.361375 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.293359 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.53544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.054612 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.230842 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.101536 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.418436 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.32217 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.298697 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.605552 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.453515 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.410505 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.333045 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.442502 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.157377 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.258027 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.839832 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.115115 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.440113 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.409526 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.34483 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.47437 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.573101 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.3313 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.38555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.0168584 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.616674 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.128011 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.637302 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.752362 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.499018 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.186176 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.6651 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.900082 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.929016 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.886992 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.649521 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.868374 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.865612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0785311 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.114078 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.307319 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.158112 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.249812 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.00296024 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.268263 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.886992 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.649521 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.868374 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.537493 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.158112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.249807 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.693929 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.63805 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.788913 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.898493 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.756089 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.62584 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.796668 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.931367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.594072 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.317134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.34408 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.127576 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.227085 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0321578 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.809916 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.71899 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.13899 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.992433 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.930859 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.608249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.510985 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.228847 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.103388 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.433911 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.379528 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.116729 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0753364 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.600659 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.418368 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.48384 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.616578 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-1.19835 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.56253 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.598367 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.990894 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.13377 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.17611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.647165 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-1.2032 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.688848 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-1.04587 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-1.45951 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-1.44492 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.725547 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.45465 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.677182 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.735666 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-1.22526 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.332314 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.14807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.619129 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-1.40758 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.700999 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-1.08621 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-1.66389 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-1.64885 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.821813 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.631137 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-1.38794 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.505663 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.79692 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-1.14935 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.266514 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.02735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-1.06385 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.589558 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.938518 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.32016 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.30658 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.71975 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.645237 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.29367 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.349411 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.603115 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.635786 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.648482 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.201283 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.94413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.415185 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.970564 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.489784 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.867013 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.23574 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.21276 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.656514 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.638291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.05267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.52372 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.942729 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.541913 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.02687 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.03308 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.71515 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.46233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,13),-0.479175 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.682916 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.993248 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.93584 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.20728 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.32734 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.03959 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.15376 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.78103 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.86271 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.33457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.199578 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.131366 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.486298 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.671777 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.655217 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.01546 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.9078 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.41173 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.33951 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.82755 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.785403 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.66698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.138034 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.564903 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.797219 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.940996 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.92028 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.458336 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.900582 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.65912 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.01338 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.16208 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.969038 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.853438 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.67274 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.664265 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.45989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0690609 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.375383 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.399386 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.636348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.62382 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.296199 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.993248 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.651423 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.256088 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.86271 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.201051 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.148612 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.405481 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.258058 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.358733 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-1.08356 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.282157 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.563886 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.860537 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.166402 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.778262 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.823718 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.435826 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.778283 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-1.27517 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-1.11635 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.553085 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.372833 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.989291 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.125905 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.370081 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.378365 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.399265 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.101171 # DEPENDENCYPART_GRANDPAR
