# _root_ Cigarety v nákupní hodnotě asi 6 miliónů korun budou pravděpodobně dodatečně procleny , čímž se jejich prodejní cena zvýší asi o jeden milión korun , a prodány v Praze a Bratislavě .
#goldHeads=26,1,4,2,6,4,6,7,26,26,12,26,19,19,19,18,18,19,12,23,19,23,21,23,19,0,26,27,30,28,30,0,
#predictedHeads=12,1,4,2,6,4,6,7,12,12,12,13,26,19,19,18,18,19,26,23,19,23,21,23,26,0,26,27,30,28,30,0,
(5,8),(5,13),-0.0469669 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0237305 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0261623 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.336344 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0427952 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0593579 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0456143 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0575622 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0470321 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0607819 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0455801 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0895575 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0402235 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0335634 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.047852 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0123791 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0248395 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0141714 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.121403 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.102664 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.017162 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0357366 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.146601 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.123251 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.10369 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0207662 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0447871 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0098126 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0274125 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.403706 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.327166 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.141413 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.180773 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0557279 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0198171 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.111786 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0217184 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00928392 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0138587 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00377321 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.015113 # DEPENDENCYPART_SIBL
(7,3),(7,30),-0.015113 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0854662 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0428228 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0480002 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0116207 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00237668 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0123896 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00535498 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.00828279 # DEPENDENCYPART_SIBL
(7,4),(7,30),0.00828279 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0938392 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0832283 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00439363 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0233026 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.025509 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00950521 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0429088 # DEPENDENCYPART_SIBL
(7,5),(7,30),-0.0429088 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.119293 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00220346 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0470453 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0439971 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0159104 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0385188 # DEPENDENCYPART_SIBL
(7,6),(7,30),-0.0385188 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0347933 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0154813 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0167652 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0357312 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.369799 # DEPENDENCYPART_SIBL
(7,8),(7,30),-0.369799 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00954698 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0115576 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.264109 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.244273 # DEPENDENCYPART_SIBL
(7,9),(7,30),-0.244273 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0182979 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00363731 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.099019 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.099019 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00474135 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.10032 # DEPENDENCYPART_SIBL
(7,11),(7,30),-0.10032 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.251202 # DEPENDENCYPART_SIBL
(7,12),(7,30),-0.251202 # DEPENDENCYPART_SIBL
(7,26),(7,30),-0.253682 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.181258 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0591215 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0355353 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.186025 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0308198 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0852826 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0328959 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0106087 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00883174 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.130481 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.125723 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0218322 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0600718 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00526851 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00866456 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0333658 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.176882 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0705761 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0546738 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.180687 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.183975 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0849794 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0371551 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00191623 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0500992 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0404766 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0273795 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.000927446 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0468107 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0249169 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0120106 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.0797742 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.000595822 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00788977 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.104897 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00118164 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.000862479 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0167685 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0155469 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0596011 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.056831 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0126855 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.121022 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0588437 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0396223 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0820298 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0687577 # DEPENDENCYPART_SIBL
(9,2),(9,26),0.0820377 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0693602 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0547083 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.180748 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.184022 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0827354 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.034911 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.000188315 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0477642 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0382338 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0203049 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0011771 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0445493 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0178423 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.00493165 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0772934 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0653152 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00689266 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00651806 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00486831 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0106124 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0344824 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00463717 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0359876 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0490753 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0352552 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0444682 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0253485 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0614018 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.031931 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0264958 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0397919 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.02913 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0431262 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0566772 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0298133 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0340418 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0438369 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0574331 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0255047 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0258128 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0239409 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.00570912 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.18755 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0818406 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0340163 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00218575 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0442412 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0377088 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0115256 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00317453 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0442512 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.00906297 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.00384328 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0771392 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0825919 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0347676 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00615453 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0455892 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0389722 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00347437 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00714331 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0461254 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.00598215 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0204796 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.0780025 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0497832 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0987478 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0757939 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0875058 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.167108 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.097487 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.130957 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.127487 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.131226 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.00486298 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0579748 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0282641 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0528942 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0844085 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.056714 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.095697 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0447875 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0485269 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0365374 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0439356 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0955297 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0700173 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.231175 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0402453 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0274359 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0330235 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.133544 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0608775 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0622353 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0829688 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0540239 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0958047 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0850515 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.119181 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.052378 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0906223 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0139729 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0721905 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0673532 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.0216349 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0522714 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0275391 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0461796 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0574381 # DEPENDENCYPART_SIBL
(9,18),(9,26),-0.166876 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0400624 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0270155 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0326032 # DEPENDENCYPART_SIBL
(9,19),(9,26),-0.13373 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0637243 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.0693856 # DEPENDENCYPART_SIBL
(9,20),(9,26),-0.0232513 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.0599063 # DEPENDENCYPART_SIBL
(9,23),(9,26),-0.16905 # DEPENDENCYPART_SIBL
(9,24),(9,26),-0.18708 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0311437 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0850279 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0294294 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0817617 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0337876 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0256829 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00573135 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.00729742 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.174689 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.18941 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0624557 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0691455 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.193215 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.196502 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.224579 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0684386 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0138659 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00192574 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0527119 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0169417 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.00714321 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0551745 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0680807 # DEPENDENCYPART_SIBL
(12,1),(12,26),-8.93976e-06 # DEPENDENCYPART_SIBL
(12,1),(12,30),-8.93976e-06 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.11782 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00650219 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.010533 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.113494 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.00591638 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.00796049 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.118718 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0339386 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.00883773 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.00765719 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0399825 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.051818 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0135504 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.000990418 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0122817 # DEPENDENCYPART_SIBL
(12,2),(12,26),0.0112125 # DEPENDENCYPART_SIBL
(12,2),(12,30),0.0112125 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0556996 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0521136 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0277238 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0559917 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0558687 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.154172 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0423028 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0155595 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0379132 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0533694 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0894369 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.146384 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0664629 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0959182 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.0143771 # DEPENDENCYPART_SIBL
(12,3),(12,30),0.0143771 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0612398 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.06918 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.193276 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.196549 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.224569 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0684523 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0138795 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00426074 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0597865 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0190462 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00489414 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0622491 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0751597 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.00248977 # DEPENDENCYPART_SIBL
(12,4),(12,30),-0.00248977 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.05004 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0179346 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.01756 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.144138 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0270014 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00328489 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0381186 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.000151438 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.027972 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0616711 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.0235753 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.012478 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.0709664 # DEPENDENCYPART_SIBL
(12,5),(12,30),-0.0709664 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0284117 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0417078 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.119044 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.010998 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0198892 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0659041 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00777537 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0527762 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.061674 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0257994 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0276714 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.03599 # DEPENDENCYPART_SIBL
(12,6),(12,30),-0.03599 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.200077 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.223441 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0678637 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.013291 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00778378 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0685658 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0210437 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.000413445 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0710284 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0839346 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.00264401 # DEPENDENCYPART_SIBL
(12,7),(12,30),-0.00264401 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.223805 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0680898 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.013517 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00643577 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0835657 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0250124 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00257634 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0860735 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.100571 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.00178066 # DEPENDENCYPART_SIBL
(12,8),(12,30),-0.00178066 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.120728 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0789062 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0621633 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.148108 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0859664 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.042573 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.135087 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.13728 # DEPENDENCYPART_SIBL
(12,9),(12,26),0.0662735 # DEPENDENCYPART_SIBL
(12,9),(12,30),0.0662735 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0166293 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00832822 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00573306 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0156725 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0385502 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0229242 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0179341 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.0149965 # DEPENDENCYPART_SIBL
(12,10),(12,30),-0.0149965 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00740229 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0182045 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0027978 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00400966 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0353956 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0304056 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.0202585 # DEPENDENCYPART_SIBL
(12,11),(12,30),-0.0202585 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0813333 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.100569 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.12169 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.114903 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.10415 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.139006 # DEPENDENCYPART_SIBL
(12,13),(12,30),-0.139006 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0267034 # DEPENDENCYPART_SIBL
