# _root_ Na setkání vedoucích pracovníků firem , které se na jeho výstavbě podílejí , se členy městské rady to uvedl ředitel společnosti Inženýring dopravních staveb Bohumil Kvasnička .
#goldHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,2,14,17,15,19,0,26,20,21,24,22,26,19,0,
#predictedHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,19,14,17,15,19,0,26,20,21,24,22,26,19,0,
(5,11),(5,12),-0.000656349 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0420512 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0330651 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.00547929 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.023615 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.01458 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.273517 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0170905 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0289756 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0016771 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.043072 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0427065 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0287178 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0301429 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0257202 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.000907507 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0719221 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0351319 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00599051 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00672133 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00456266 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.00814082 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0433506 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0137105 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0144742 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00807604 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0313935 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0576408 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00198927 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0202293 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0172718 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0277071 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0185542 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0131122 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0293591 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0481353 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.372975 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0529136 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.212573 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.321432 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00970218 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0178781 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00655752 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.385965 # DEPENDENCYPART_SIBL
(9,10),(9,11),-1.02426 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.271976 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.263046 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0058502 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.00699096 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0683729 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0688915 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0545709 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00658156 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0474749 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.00218902 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.18379 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00679116 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0166401 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0177153 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0127202 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0736208 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.000494734 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0760865 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0538443 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0562237 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0142951 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0592877 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.000103604 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0580496 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0525073 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0383003 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0153722 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00102583 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0433662 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00582312 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0519062 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0387428 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.104607 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.118847 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.112403 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0420236 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0350553 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0338675 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0433516 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0885262 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0337669 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.037556 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.29485 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.281132 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.152984 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0722826 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0337439 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0272583 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.134943 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0332609 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.135526 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.012224 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0474637 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0684961 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0605655 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0184671 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0188494 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0147692 # DEPENDENCYPART_SIBL
(12,1),(12,25),-0.0188494 # DEPENDENCYPART_SIBL
(12,1),(12,26),-0.0188494 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.172525 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.188189 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.19103 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.162973 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.375342 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0187619 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0218861 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.186547 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0218267 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0526862 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0912454 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.036731 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0396513 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.104742 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0200024 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.101053 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0831129 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0786153 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0803068 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.0799665 # DEPENDENCYPART_SIBL
(12,2),(12,26),-0.0786153 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.050099 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0532379 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0324905 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.214742 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0289392 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0205137 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0498784 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0490252 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0938927 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0765318 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0832813 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0468547 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0797386 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0887913 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.109407 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0809453 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.068184 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0765509 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.068184 # DEPENDENCYPART_SIBL
(12,3),(12,26),-0.068184 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.196845 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.158081 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.40096 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0214365 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0276967 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.192361 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0138696 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0727941 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0707462 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0408504 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0191522 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.10709 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0214679 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0805541 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0626137 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0581162 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0598076 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0594673 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0581162 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.169813 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.399592 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0201566 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0280965 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.195503 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0205631 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.084857 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.080942 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0471641 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.029348 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.112392 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0275841 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.09075 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0728095 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.068312 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.0700035 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0696631 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.068312 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.3319 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0559744 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.021804 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0265105 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.158357 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0357015 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0281598 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0356955 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0451422 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0308601 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0319189 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0950786 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.00048406 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0163822 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.00693055 # DEPENDENCYPART_SIBL
(12,6),(12,25),-0.0163822 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.0163822 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0481991 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.103014 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0469968 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.314277 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00648701 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.040243 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0653596 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0131659 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0594296 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00489743 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0762863 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0293013 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0308288 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.030852 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0308288 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.0308288 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.200033 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0466682 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0135486 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0220393 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0789118 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.312252 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0294042 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.206833 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0127614 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.115717 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0731224 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0702591 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0702823 # DEPENDENCYPART_SIBL
(12,8),(12,25),-0.0702591 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.0702591 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0337439 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0272583 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.134943 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0332609 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.135526 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.012224 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0474637 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0684961 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0605655 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0184671 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0188494 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0147692 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0188494 # DEPENDENCYPART_SIBL
(12,9),(12,26),-0.0188494 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0158371 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.071788 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0602208 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0404888 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00862681 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.106758 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0207637 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0700288 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0520883 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0475908 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0492823 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.0489419 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.0475908 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.166749 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.11132 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0763007 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0997689 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.039736 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.108208 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.119972 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0946615 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.111834 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.111848 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.111834 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.111834 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.117013 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0463316 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.11859 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.191643 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0996846 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0964384 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.157003 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.117271 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.117237 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.117271 # DEPENDENCYPART_SIBL
(12,14),(12,26),0.117271 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0161016 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.123853 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0655343 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.025017 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.14384 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.100065 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.118435 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.115785 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.118435 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.118435 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.112703 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.15253 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0497072 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.133985 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0956117 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.112182 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.112193 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.112182 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.112182 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0586967 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0184532 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.13918 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.095405 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.113776 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.111126 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.113776 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.113776 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0536732 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0241853 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0897663 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0623649 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0623535 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.0623649 # DEPENDENCYPART_SIBL
(12,18),(12,26),0.0623649 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.00523498 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0588657 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0289484 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.028937 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.0289484 # DEPENDENCYPART_SIBL
(12,19),(12,26),0.0289484 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.126284 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.144298 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.141648 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.144298 # DEPENDENCYPART_SIBL
(12,20),(12,26),-0.144298 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.119885 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.117234 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.119885 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.119885 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.116426 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.119076 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.119076 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.12568 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.12568 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.119077 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.043072 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0287178 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0301429 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.121024 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0811725 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.125706 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0426964 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.028189 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0282852 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.349952 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00534652 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0625203 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00826628 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0719221 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0625031 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.00599051 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.00672133 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.471294 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.133892 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.024285 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0610766 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.00378461 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.129699 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.000136298 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.125091 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0172688 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.128491 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0433506 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0172206 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.00198927 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.482457 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.139325 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0185638 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0665098 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00492599 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.135386 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00431036 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.155948 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00566857 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.159348 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0277071 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0056204 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.47596 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.137328 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0184017 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0645123 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.00269796 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.129713 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00141743 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.165711 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.00655429 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.169111 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0293591 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.00650612 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.154325 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.119478 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0759546 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0729228 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0498668 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0138265 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0408727 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0299085 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0573277 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0110625 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0297248 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0218345 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.021096 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.000736786 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.225924 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0143979 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0671662 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0975814 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0712596 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0648351 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0975726 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0426964 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.028189 # DEPENDENCYPART_SIBL
