# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=3,1,0,1,4,5,3,12,8,11,9,0,12,13,14,14,16,24,22,22,24,24,24,17,26,22,26,24,30,28,30,31,0,
(3,2),(3,13),-0.0880035 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.00150793 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0385902 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0386416 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.118755 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.402594 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.00880672 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.405292 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.457208 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0294305 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.115513 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.404583 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.011965 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.407281 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.459197 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.111911 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.404606 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.019363 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.407304 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.45922 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.344816 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0658217 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.350606 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.365507 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0432396 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.909477 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.954927 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.365336 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.383082 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.941531 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.163249 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0793962 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0809122 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0659331 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00411817 # DEPENDENCYPART_SIBL
(4,2),(4,26),0.00766906 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0367628 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0399638 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0497338 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00107317 # DEPENDENCYPART_SIBL
(4,3),(4,26),-0.0163869 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0791969 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0678109 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0108641 # DEPENDENCYPART_SIBL
(4,5),(4,26),-0.32399 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0645118 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0111937 # DEPENDENCYPART_SIBL
(4,6),(4,26),-0.32435 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0365105 # DEPENDENCYPART_SIBL
(4,7),(4,26),-0.192679 # DEPENDENCYPART_SIBL
(4,8),(4,26),-0.247071 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.163308 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.117716 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0705743 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0585268 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0124723 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0195835 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0237863 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0517354 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0504289 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00101107 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0630809 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0080921 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0421264 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0192353 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0695106 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0440102 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0113242 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.050731 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0307498 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00660542 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0533432 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.16358 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.117988 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.11951 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00364682 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.02483 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0293145 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00103393 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00563626 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0192124 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00491941 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0604734 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.101249 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.138015 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.135474 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.135629 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.392091 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.029684 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0227079 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0270434 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0135729 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0135729 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.0633857 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00229271 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0517995 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0490155 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0491792 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00511384 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0648769 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0169978 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0183637 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.039431 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.039431 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.0810957 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0567964 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0522395 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0523911 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0594094 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0330909 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00872524 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0273038 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0158765 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0158765 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0344433 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0547077 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0554491 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.08902 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0858069 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0453412 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0258417 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0521384 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0521384 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0744317 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0460945 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0231906 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0438149 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0236588 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0143523 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0475628 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0475628 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0463283 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0229431 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0435417 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.023339 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0138986 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0470998 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0470998 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0460593 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0515937 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0381422 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0045621 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0632755 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0632755 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.260231 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0227557 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0040978 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0960284 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0960284 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.143113 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.108156 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.142017 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.142017 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0587098 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0568832 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0568832 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0465651 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.164292 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.119083 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.119083 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0668896 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0224828 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.00069514 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0048686 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00491171 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.151231 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0468944 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0189565 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0250444 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0182551 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0338181 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0468944 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0261261 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0243059 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.027176 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0243059 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0182551 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.0309901 # DEPENDENCYPART_SIBL
(8,1),(8,29),0.0298456 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.031722 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0481465 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0518634 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0519069 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.198966 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00285138 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0978111 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0771663 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0197466 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00793472 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00285138 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0768114 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0114697 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0763429 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0114697 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0197466 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0452571 # DEPENDENCYPART_SIBL
(8,2),(8,29),0.0547874 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.104388 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.105979 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.106015 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.180419 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0865667 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.035944 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00513461 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00423153 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0228583 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0865667 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00414202 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0406586 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00295598 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0406586 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.00423153 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.00324473 # DEPENDENCYPART_SIBL
(8,3),(8,29),-0.045506 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.197341 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.197963 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.147966 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0266475 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0903611 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0478589 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00377571 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0418521 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0266475 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0479366 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.000492917 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0364308 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.000492917 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.00377571 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0656514 # DEPENDENCYPART_SIBL
(8,4),(8,29),0.016722 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.199865 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.154902 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0447845 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.118157 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0687725 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0189474 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0303775 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0447845 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0688503 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00468864 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0573444 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00468864 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0189474 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0373672 # DEPENDENCYPART_SIBL
(8,5),(8,29),-0.0122504 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.157387 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0448257 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.118207 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0733344 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0191662 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0303917 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0448257 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0734121 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00491627 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0619062 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00491627 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0191662 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0373559 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.0122769 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0794207 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.135985 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00370226 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0686925 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.102633 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0794207 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00315787 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.072077 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00546911 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.072077 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0686925 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.058801 # DEPENDENCYPART_SIBL
(8,7),(8,29),0.037485 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.143609 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.233084 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.147061 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.283853 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.307177 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.23138 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.120557 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.235791 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.120557 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.147061 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.113142 # DEPENDENCYPART_SIBL
(8,9),(8,29),-0.117968 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0641611 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.110938 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0534981 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.091671 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0671798 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0337 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0717972 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0337 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.110938 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0660969 # DEPENDENCYPART_SIBL
(8,10),(8,29),0.016949 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0593794 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0252283 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0305536 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.12248 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.024137 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.127145 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.024137 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0593794 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0214648 # DEPENDENCYPART_SIBL
(8,11),(8,29),0.0220215 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0312743 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00449162 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0196479 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0361031 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0239228 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0361031 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0328382 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0248022 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.0470721 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.012812 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.027143 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0137243 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0147414 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0137243 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0254727 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0108748 # DEPENDENCYPART_SIBL
(8,13),(8,29),0.0428729 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.23138 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.120557 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.235791 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.120557 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.147061 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.113142 # DEPENDENCYPART_SIBL
(8,14),(8,29),-0.117968 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0284348 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.12646 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0284348 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0611737 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0221502 # DEPENDENCYPART_SIBL
(8,15),(8,29),0.0227069 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.108421 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.113967 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0445966 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0470867 # DEPENDENCYPART_SIBL
(8,16),(8,29),0.000353552 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0214017 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0566398 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.0241847 # DEPENDENCYPART_SIBL
(8,17),(8,29),0.0247402 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0445966 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.0470867 # DEPENDENCYPART_SIBL
(8,18),(8,29),0.000353552 # DEPENDENCYPART_SIBL
(8,21),(8,24),-0.0248022 # DEPENDENCYPART_SIBL
(8,21),(8,29),0.0470721 # DEPENDENCYPART_SIBL
(8,24),(8,29),0.0270549 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.987791 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.262735 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.244633 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.137283 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00950142 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.136578 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.185842 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.127868 # DEPENDENCYPART_SIBL
(11,9),(11,30),-0.197659 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0680228 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0214936 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000512121 # DEPENDENCYPART_SIBL
(11,10),(11,30),0.0148188 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0185041 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0287087 # DEPENDENCYPART_SIBL
(11,12),(11,30),-0.0173083 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0605698 # DEPENDENCYPART_SIBL
(11,13),(11,30),-0.263134 # DEPENDENCYPART_SIBL
(11,14),(11,30),-0.00267869 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0573826 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.112936 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.175526 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0915371 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0910041 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.10366 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.112939 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.624809 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0604754 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0487113 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0147767 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.00281323 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0592623 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0349026 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0347008 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0147777 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0306796 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0203696 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0193289 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0337996 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0718623 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0643775 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0723799 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0292356 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00155919 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0203318 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.219069 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.128934 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00213396 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.000892202 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0183613 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.158982 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0518178 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0272655 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0975726 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0874581 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0867961 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.591194 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0350498 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00170849 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.041734 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0948752 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0226359 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.723355 # DEPENDENCYPART_SIBL
