# _root_ Za prvé bych chtěl připomenout to , že má být prodloužení věkové hranice postupné , že je rozloženo v čase a že k němu má dojít úplně až v roce 2007 .
#goldHeads=4,1,4,0,4,5,21,15,8,9,15,13,11,10,21,15,16,17,18,19,6,21,26,23,22,25,26,30,25,29,30,0,
#predictedHeads=4,1,4,0,4,5,21,21,8,9,9,13,11,10,16,21,16,17,18,19,6,21,26,23,22,25,26,30,26,29,30,0,
(6,8),(6,11),-0.103986 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.270465 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.39325 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.340983 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0061111 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.254117 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.293986 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0218397 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.218812 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.231112 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.191323 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.259554 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.39325 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0535991 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0733449 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0214987 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0140835 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00124808 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.02778 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.718276 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0247454 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.746037 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0708886 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.307334 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0853531 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.255255 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.229883 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.106215 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.298859 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.223288 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.160657 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.118296 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0853531 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.165103 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.157387 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.061581 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.142538 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0681205 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.184479 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00867451 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00608861 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0733479 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.157387 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.00350577 # DEPENDENCYPART_SIBL
(8,9),(8,10),-1.1332 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.220204 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.01932 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.618359 # DEPENDENCYPART_SIBL
(8,9),(8,17),-1.20484 # DEPENDENCYPART_SIBL
(8,9),(8,18),-1.14134 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.827594 # DEPENDENCYPART_SIBL
(8,9),(8,25),-1.15119 # DEPENDENCYPART_SIBL
(8,9),(8,26),-1.13702 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.298833 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0102539 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.578828 # DEPENDENCYPART_SIBL
(8,10),(8,17),-1.21407 # DEPENDENCYPART_SIBL
(8,10),(8,18),-1.15091 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.761288 # DEPENDENCYPART_SIBL
(8,10),(8,25),-1.16067 # DEPENDENCYPART_SIBL
(8,10),(8,26),-1.14658 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00519901 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.170007 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.566098 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.502002 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.27748 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.50643 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.502464 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.229708 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.513146 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.466132 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.344411 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.470564 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.466141 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.46057 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.427701 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.44259 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.431472 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.428345 # DEPENDENCYPART_SIBL
(8,17),(8,18),-1.15415 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.863536 # DEPENDENCYPART_SIBL
(8,17),(8,25),-1.16391 # DEPENDENCYPART_SIBL
(8,17),(8,26),-1.14983 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.816395 # DEPENDENCYPART_SIBL
(8,18),(8,25),-1.13003 # DEPENDENCYPART_SIBL
(8,18),(8,26),-1.11595 # DEPENDENCYPART_SIBL
(8,21),(8,25),-0.408746 # DEPENDENCYPART_SIBL
(8,21),(8,26),-0.406255 # DEPENDENCYPART_SIBL
(8,25),(8,26),-1.13702 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.066472 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0271394 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0427356 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.226847 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0267642 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0664926 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0711412 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0113621 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0635962 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.011362 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0123832 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0654229 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0571681 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0898358 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.061347 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.0432715 # DEPENDENCYPART_SIBL
(9,1),(9,28),0.00651098 # DEPENDENCYPART_SIBL
(9,1),(9,31),0.156159 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00221555 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0302786 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0873519 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0429362 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.170815 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0255216 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0812649 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0366551 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0812503 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0145796 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0643371 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0430373 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0500736 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.0419059 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.0467662 # DEPENDENCYPART_SIBL
(9,2),(9,28),-0.0493828 # DEPENDENCYPART_SIBL
(9,2),(9,31),-0.0533495 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0420935 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.148075 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0886743 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.164919 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0512721 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0515059 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0669758 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0515058 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0326092 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0774866 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00926501 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0174989 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.00417548 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0331751 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.0940686 # DEPENDENCYPART_SIBL
(9,5),(9,31),-0.098916 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.336189 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.058785 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0203847 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0996776 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.119665 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.109838 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.119673 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0144384 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0729942 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0128201 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0115506 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.0143414 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0276583 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.0704877 # DEPENDENCYPART_SIBL
(9,6),(9,31),-0.0138174 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0105226 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00559502 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0275783 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0360047 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0352168 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0358301 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.237322 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00382225 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0964185 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.039594 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.097182 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.0284486 # DEPENDENCYPART_SIBL
(9,7),(9,28),-0.0493343 # DEPENDENCYPART_SIBL
(9,7),(9,31),0.00532479 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.191501 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.168058 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.136191 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.182619 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.136193 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.100747 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.443637 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.10588 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0674379 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.103502 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.125578 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.0866374 # DEPENDENCYPART_SIBL
(9,8),(9,31),-0.123598 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0271029 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.339582 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0206253 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.339582 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0184151 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0688889 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.350502 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.038827 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.335368 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0717791 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.113518 # DEPENDENCYPART_SIBL
(9,10),(9,31),-0.0592663 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0537596 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.146373 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.05376 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0183797 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.135873 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0207155 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.219395 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.014258 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.102665 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.114238 # DEPENDENCYPART_SIBL
(9,11),(9,31),-0.0396443 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.132216 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.36732 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0400664 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0142163 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0481183 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0519162 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.0537019 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.127716 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.054551 # DEPENDENCYPART_SIBL
(9,12),(9,31),-0.119943 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0427599 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.01862 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.123871 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00978587 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.207501 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.00332836 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0916766 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.103107 # DEPENDENCYPART_SIBL
(9,13),(9,31),-0.030258 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0398836 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0142163 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0481221 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0519162 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.0537058 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.127716 # DEPENDENCYPART_SIBL
(9,14),(9,28),-0.054551 # DEPENDENCYPART_SIBL
(9,14),(9,31),-0.119943 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0601801 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.122781 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.140946 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.11631 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.112836 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.111499 # DEPENDENCYPART_SIBL
(9,15),(9,31),-0.1251 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.200865 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.382994 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.195663 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.192029 # DEPENDENCYPART_SIBL
(9,16),(9,28),-0.164292 # DEPENDENCYPART_SIBL
(9,16),(9,31),-0.160326 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0894409 # DEPENDENCYPART_SIBL
(9,18),(9,26),-0.213468 # DEPENDENCYPART_SIBL
(9,18),(9,27),-0.0184208 # DEPENDENCYPART_SIBL
(9,18),(9,28),-0.0291349 # DEPENDENCYPART_SIBL
(9,18),(9,31),0.0201457 # DEPENDENCYPART_SIBL
(9,21),(9,26),-0.0692876 # DEPENDENCYPART_SIBL
(9,21),(9,27),-0.108564 # DEPENDENCYPART_SIBL
(9,21),(9,28),-0.0442188 # DEPENDENCYPART_SIBL
(9,21),(9,31),-0.0701915 # DEPENDENCYPART_SIBL
(9,26),(9,27),-0.0227888 # DEPENDENCYPART_SIBL
(9,26),(9,28),-0.033503 # DEPENDENCYPART_SIBL
(9,26),(9,31),0.0157825 # DEPENDENCYPART_SIBL
(9,27),(9,28),0.0603354 # DEPENDENCYPART_SIBL
(9,27),(9,31),0.0549876 # DEPENDENCYPART_SIBL
(9,28),(9,31),-0.0605844 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0758033 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0017654 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.00952444 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.186936 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.042426 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0493291 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.020071 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0512039 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0290872 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0512038 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0317955 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.127822 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0262757 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.00965479 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0402454 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0330954 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.041104 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0387128 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.102237 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0387286 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.114094 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.038714 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0650823 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.118314 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0296198 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0305824 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0929711 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0872995 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.291469 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0508897 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0509043 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0673165 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0509042 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0380253 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0897344 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0635482 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.298292 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0702605 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.104593 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.130685 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.147689 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.141569 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.147697 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0675147 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.113633 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.06283 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0171393 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0134546 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0184094 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0569578 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.026771 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0567832 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.157529 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0413171 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0301161 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.21127 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.22706 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.174513 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.242344 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.174515 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.143027 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.397963 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.138549 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0555566 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0749494 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0719834 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0749494 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0515305 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0876246 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0528713 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0330487 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.113756 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0330491 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00823334 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.187509 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.299216 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.130066 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.366321 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0712912 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.078185 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.132622 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0223209 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0082699 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.175779 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.287593 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0711085 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.078185 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.132622 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0724132 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.175401 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.403401 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.138735 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.119114 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0250733 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.118741 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0569367 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.213231 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0834656 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0816519 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.123516 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0222926 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.00280138 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.136383 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0978698 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.13601 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0221939 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.187381 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0500268 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.034723 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0739523 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0930863 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.02284 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0322651 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.110088 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.018653 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0524182 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0163864 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00674129 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.028363 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0321052 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.117785 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0474415 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0343281 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.102169 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0191817 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0226172 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.18479 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0448334 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.286998 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0173565 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0516699 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0156266 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00750113 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0296744 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0313568 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.117037 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0101241 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0329209 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0141958 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0151578 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0105365 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0777835 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0685221 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0570211 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0177538 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.067087 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.297952 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.279433 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0853446 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00522015 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.268683 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0814124 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.00115356 # DEPENDENCYPART_SIBL
