# _root_ Zjistil , že se guma dobře váže s kukuřičným sirupem , který je schopen absorbovat prakticky jakoukoliv chuťovou esenci .
#goldHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,17,19,19,15,0,
#predictedHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,15,19,19,15,0,
(7,10),(10,1),-0.467626 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.0637212 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.135967 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.282824 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.472443 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.140882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.156455 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.41797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.112642 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0830157 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.536041 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.385634 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.75421 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.393678 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.824466 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.11274 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.984548 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.841883 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.571328 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.76792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.366251 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0333318 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.964614 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.277671 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.486852 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.599501 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.725047 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.05075 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.040112 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.622503 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.548841 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.64375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.23851 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.515352 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0544858 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.310538 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.332713 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.259075 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.146506 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.401324 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.471232 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.920603 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.666211 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.486878 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),0.0361951 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.386435 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.304904 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.433419 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.397448 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.376823 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.534933 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.606791 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.559935 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.880792 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),0.131178 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.386378 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.40935 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.68659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.247416 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0743633 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.126504 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.429415 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.372394 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.521744 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.385836 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.487718 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.995066 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.65089 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.484042 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.40847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,12),-0.338135 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.568144 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-1.01096 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.551116 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.406657 # DEPENDENCYPART_GRANDPAR
(7,19),(19,8),0.472443 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.140882 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.36217 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.854761 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.309798 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.190771 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.655787 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.459925 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-1.02036 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.642279 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-1.51902 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.621273 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.547575 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.583755 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.508327 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.38196 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.355213 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.234279 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.44832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.135468 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.9053 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.307199 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.3293 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.530345 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.951846 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.579845 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.30938 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.929327 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-2.39103 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.396303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.21445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.763231 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.299382 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.27877 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.43642 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.363637 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.242718 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0607177 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-1.01453 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.80796 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.56755 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.31013 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.2185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-2.84271 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.671054 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.09732 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.44379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),1.77732 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0832292 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.252248 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.189564 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.724111 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.40015 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.12005 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.864933 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-2.35103 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.585293 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.929924 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.22403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.72406 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),1.94565 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.727502 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.257208 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.616035 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.109645 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.201861 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.314901 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-1.25375 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.757485 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.110985 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-1.21445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.763231 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.37312 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.0743737 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.219646 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.301279 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-1.35595 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.0147249 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-1.10412 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.615823 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.297603 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-1.05021 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.715189 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.14794 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.617707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.778415 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.483215 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.125569 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.217953 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-1.3701 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.411009 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.827127 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.62327 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-2.23645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.000496059 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.447869 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.78146 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-2.02913 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.913378 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.279395 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.362722 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.564114 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.592396 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.319413 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0893923 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.30253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.314067 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.512936 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.303514 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-2.0934 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.85421 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.398159 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-1.43156 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.835863 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.579024 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.20178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,13),-0.254433 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.823183 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.05705 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.352709 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.49965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.0957901 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.333539 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.7344 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.207095 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.426333 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-2.83878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.77724 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.773373 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-2.74309 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.971395 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.78216 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.35219 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.15 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),0.211342 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.229616 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.329891 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.46924 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.716189 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.366899 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.298384 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.555435 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-2.79132 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.70782 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.876711 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-2.46984 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.993073 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.73471 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.25701 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.834984 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.18865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),1.21153 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.987951 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.639228 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.42953 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.278564 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.700687 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.521542 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.114195 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.502518 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.887941 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.20588 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),1.13614 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.871743 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.542589 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.212916 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.132402 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.557222 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-2.76547 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.66962 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.847188 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-2.42053 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.985621 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.70885 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.23594 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.16901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),1.20282 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),1.07481 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.582604 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.148239 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.269861 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.697178 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.664104 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0756395 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.460244 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.63575 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.648702 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.552054 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.907697 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.480922 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.459833 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.18114 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.617033 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-1.19528 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.936921 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.802921 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.795648 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.35522 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.644679 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.657627 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.439507 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.442957 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.279409 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.217525 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.165801 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.037666 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.221129 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.142986 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.166998 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.36756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,14),-1.08162 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-1.06836 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.391731 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.454307 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.505066 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.370853 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.146313 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.541668 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.401881 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.114014 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.30764 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.31514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.753742 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.974238 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.354877 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.521328 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.314423 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.170639 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0248594 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.224513 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.171336 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.216942 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.109215 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.822513 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-1.21566 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-1.02353 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.467722 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.629012 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.532429 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.38286 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.326815 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.291451 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.425666 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.636374 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.334922 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.544872 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.284862 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0860459 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0646763 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.09951 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.139911 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.297545 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.151529 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.36756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.780608 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-1.08162 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.02612 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.06836 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-1.44642 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.692013 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.290637 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.400302 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.15694 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.29095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.600975 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.3284 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.354853 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.172877 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.145853 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0698872 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0801929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.240099 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.49771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.763997 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.822513 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.21555 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.02353 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.02975 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.60206 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.49618 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.11976 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.10153 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.833657 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.18297 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.671127 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.11019 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.03947 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.04767 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.18488 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.69365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.125288 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.109426 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.322633 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.262373 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.554116 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.472979 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.410078 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.477241 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.08802 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.07876 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.795265 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.11312 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.656989 # DEPENDENCYPART_GRANDPAR
