# _root_ Sociální demokraté namítají , že vláda se školným přichází v době , kdy rostou náklady na základní životní potřeby .
#goldHeads=2,3,0,5,3,9,9,7,5,9,10,14,14,11,14,15,19,19,16,0,
#predictedHeads=2,3,0,5,3,9,6,7,5,9,10,14,14,11,14,15,19,19,16,0,
(6,14),(14,15),-0.89338 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.439171 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-1.22051 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-1.10129 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-1.0509 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.652107 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.718335 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.126267 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.970523 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-1.25291 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-1.14757 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-1.05545 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.789863 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.30406 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-1.19361 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.669822 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.251703 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-1.20877 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.81454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.553664 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-1.29969 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.530033 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.119794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.44004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.936324 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.230504 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.55091 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.2342 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.672468 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.276188 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.450755 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.34288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.84376 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.415756 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.87636 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.368027 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0162187 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.500242 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.150035 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.22726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,10),-0.27512 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.328739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.209541 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.147413 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-1.8429 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0994823 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.79485 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-1.57064 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.89202 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.886168 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.272807 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0547246 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-1.02339 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.379367 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.686145 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.603292 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-1.0006 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-1.06617 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.30467 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.453693 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.334283 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-1.41724 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.414717 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.859646 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.11577 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.23943 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.4545 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.712556 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.101357 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0911295 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.63484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.667259 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.505431 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.63424 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.03899 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.0161776 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.04736 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.911429 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.82558 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-2.25032 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.39379 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.464 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.559101 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-2.11244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.933728 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.174432 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.230984 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.184728 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.194563 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.345012 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.489138 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.269089 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.885235 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.602046 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.747196 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.281818 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.329817 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.103906 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.361498 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.473108 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.903884 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.445485 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.25 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0898737 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.334419 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-1.10643 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.519832 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.951317 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-1.18931 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-2.24998 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.39381 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.46392 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.559103 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-2.1121 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.935375 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.50261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.186841 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0699428 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.507381 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.187941 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.871891 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.476788 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.270087 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.887223 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.806882 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.592018 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.760144 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.617802 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.34452 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.442286 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.155449 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0374242 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.444263 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.378867 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.425107 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.29776 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.04844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,1),-0.405544 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.603326 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.166464 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.417712 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0163239 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.548804 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.14047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.218419 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.370857 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.733939 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.463493 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.555029 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.09593 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.45379 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0926631 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.504576 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.40535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,2),-0.666854 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.253915 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.335591 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.154194 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.580056 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.52466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.724395 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.11775 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.361818 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.4712 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.496573 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.35121 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.300618 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.0495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.0585219 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),0.146669 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.380512 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.189653 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.643046 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.0456287 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.494043 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.481245 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.392169 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.289578 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.300017 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.490741 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.343779 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.04844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0601516 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.147741 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.641987 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.892845 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.205208 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.168388 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0839284 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.6397 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.460179 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.489659 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.149754 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.026134 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0786063 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.333763 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.00089866 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.777394 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.241813 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.43941 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.38628 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.2209 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.2091 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.741463 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.844168 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.87715 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.61588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.264216 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.308737 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.11361 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.712853 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.150626 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0696487 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-1.03955 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.0487767 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.495033 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.84095 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.03888 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.997913 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.142888 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.562192 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.29551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.398537 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.368994 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.278894 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.14854 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.195175 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.056178 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.0994384 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.333221 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.985277 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.12343 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.990793 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.01619 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.285471 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.550646 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.423012 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.53184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.127777 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.208434 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.445673 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.150535 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.147342 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.057575 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.992898 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.603461 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.0302443 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.383024 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.541487 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0455319 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0196902 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.762232 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.372166 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.254782 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.37206 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.746082 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.204539 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.499455 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.652419 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.277479 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.344755 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.311398 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0488554 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.10625 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.0151634 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.580918 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.0892776 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.538486 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.495309 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.0485782 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.466077 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.129016 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.64271 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.308135 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.363554 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.396386 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.947893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.377762 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.00664594 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.522204 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.689827 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.120332 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.696929 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.907377 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-2.51116 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.892032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.24327 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.2419 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-2.57629 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.778872 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-2.34212 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.547371 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.28196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.83272 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.220054 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.00686073 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.679517 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.146611 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-1.04713 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.908991 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.566791 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-2.00596 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.693956 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.06583 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-2.07103 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.608625 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.349255 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.08107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),1.92839 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.661678 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.34403 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.576273 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.00189642 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.80468 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.159962 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.95611 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.689147 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.00729 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.034 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-2.01711 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.55171 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.78707 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.344446 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.06578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),1.89711 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.762642 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.157628 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.548334 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0105265 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.948617 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-1.16076 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.794669 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.285838 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.932061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,13),-0.0201285 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.141589 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.672163 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.874738 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.877391 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.165303 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.00993 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.647644 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.504713 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.71163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,11),-2.77254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.137696 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.291665 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.336192 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.41075 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-3.06015 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-2.06728 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.88891 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.589986 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-2.32069 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.27256 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.94769 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.83167 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.17046 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.38377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.70393 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.223205 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.126171 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0670173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.552822 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.464578 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.406874 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-2.70588 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.92312 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.74383 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.96637 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.15867 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.68747 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.04431 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.58803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.725656 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.351392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.134457 # DEPENDENCYPART_GRANDPAR
