# _root_ Milionový poplatek za vydání osvědčení , které umožňuje vést lékárnu , zakázalo vybírat Ministerstvo pro hospodářskou soutěž .
#goldHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
#predictedHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
(6,2),(2,12),-1.13015 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.11923 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0405363 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.291086 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.238017 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.29032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.228519 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0875661 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.329426 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.17736 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.49944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.802328 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.896188 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.919749 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.30672 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.28868 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.13023 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.1193 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.47272 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.224502 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0959643 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.270287 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.49944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.802327 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.896114 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.919674 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.30672 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.28868 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.13015 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.11923 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.06191 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.876509 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.1734 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.22269 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.17272 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.67222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.00856287 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.131422 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.2248 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.622966 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.353557 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.354171 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.700967 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.685021 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.719327 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.687042 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.06189 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.877737 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.17272 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.22392 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.17395 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.72945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0562637 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0496705 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.241177 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.625092 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.38154 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.382154 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.719103 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.690399 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.735703 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),-0.159853 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0697538 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.601087 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.397 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.388487 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.786811 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.697814 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.03907 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.00192 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.04796 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.34787 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.29814 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.73455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.249981 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.188387 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.215455 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.653702 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.444942 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.439102 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-1.02113 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.858976 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.920714 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.06189 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.881034 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.17254 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.22722 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.17725 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.72484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.049944 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0435638 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0752249 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.291792 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.514078 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.376467 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.716614 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.676893 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.747879 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.734975 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.689688 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.881034 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.18139 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.22722 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.17725 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.72497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.0499779 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.0436173 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0752783 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.292406 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.514208 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.27296 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.707609 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.669613 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.748177 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.725969 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.689694 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.339704 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.323189 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.182701 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.246746 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.385093 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.913497 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.87425 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.834467 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.09568 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.59349 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.32878 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.823796 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.760563 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.587499 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.684913 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.826503 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.412016 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.32214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.264591 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0454766 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.106562 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.996624 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.741362 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.23764 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.568262 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.16642 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.8071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.56273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.071213 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.1907 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.896705 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.633361 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.301344 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.40992 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.21624 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.41937 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.83971 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.230296 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.718737 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.617361 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.137035 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.442481 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.285949 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.652478 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.7655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.263201 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.566931 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.15972 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.336514 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.368273 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.730461 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.391266 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.131173 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.347227 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.539691 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.638609 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.425543 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.183184 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.76543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.263276 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),0.0572073 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.710043 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.566856 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.159646 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.0924863 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.135594 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.351009 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.43399 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.429286 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.190056 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.76535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.26335 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.0572101 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.710043 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.566782 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.159571 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.445158 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.588971 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.6171 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.671175 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-1.03673 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.1214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0919007 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.64746 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.932298 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.92215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.514938 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.43366 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.72636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),0.108 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.661031 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.770893 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.01392 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.974921 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.09237 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.46247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.02244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.203104 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.23722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.220538 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.137925 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.158243 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.248713 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.581408 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0771192 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.806442 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.343137 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),1.40001 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.152605 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.205186 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.618866 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.339111 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0889845 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.06217 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.46271 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.14025 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.5405 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.91127 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.24767 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.60343 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.31908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.710044 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.210422 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.607785 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.199457 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.583773 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0183344 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.656787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.775554 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.02517 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.979226 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.10363 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.47373 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.027 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.210951 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.23391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.792699 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.126849 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.113169 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.257935 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.570273 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0532243 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-1.19191 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.798821 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.517366 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.03402 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.00577 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.11247 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.48257 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.03585 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.2198 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.22756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.799044 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.132075 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.119386 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0214785 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.549911 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0373106 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-1.18534 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.778459 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.510235 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.604297 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0723738 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.988475 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.560996 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.520097 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.127109 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.119061 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.947632 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.7062 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.603711 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.139541 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.142623 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.807385 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.510695 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.174526 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.348146 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0370296 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0960805 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.313565 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.0306604 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.86189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,12),-0.65435 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.784894 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.0504504 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0777831 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.3277 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.341196 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.354008 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.00590841 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.149379 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.299695 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.401708 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.349762 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0571768 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.86181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.649622 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.61312 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.654275 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.784819 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.118566 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.349587 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.00969037 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0365622 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.405451 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.356634 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0415011 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.86174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.649625 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.613119 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.654201 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.784745 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0680455 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.216171 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.188813 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.242267 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.651087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.593032 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.21829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.0561279 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.83643 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.01087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.14141 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.381933 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.140417 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),0.699212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.03886 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.113219 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.248001 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.260047 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.279167 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.696142 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.431634 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.694447 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.96002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.400075 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.608488 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.751986 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.88344 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.33269 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.344036 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.837099 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.764583 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.469324 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.791769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0697936 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0852037 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0388709 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.774462 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0201636 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.543489 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.06375 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.708662 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.08576 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.49946 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.19473 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.730555 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.38538 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.42748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.799188 # DEPENDENCYPART_GRANDPAR
