# _root_ V rámci pomoci Spojenců byl na území Slovenska přepravován vojenský , zdravotnický , spojovací a technický materiál .
#goldHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
#predictedHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
(5,17),(17,11),-0.0712359 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.237164 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),0.0148029 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.28177 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.188157 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.784957 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.250607 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.530366 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.36408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.285471 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.315948 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.942713 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.187586 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.966287 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0846051 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-1.09643 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0775154 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-1.1548 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.85008 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.87188 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.61031 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.535242 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),1.90064 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.312621 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.960624 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.984198 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-1.11434 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.517479 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.48477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.41909 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.265697 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.337518 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-1.38356 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.234537 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.6123 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.91393 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.93571 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.6742 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.741639 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.69111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),1.20088 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.0710787 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.173281 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-1.69124 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0104928 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-1.71543 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.0924884 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-1.84443 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-1.77412 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.503476 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.4801 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.479196 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.422049 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.504166 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.304591 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.439406 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.55303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.305319 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.941428 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.68927 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.11089 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.67933 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.1483 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.97578 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.10665 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.71493 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.8069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.554671 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.77361 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.20516 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.83743 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.89553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.68859 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-2.59391 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.11755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.232699 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.798937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.789527 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-1.08598 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.19871 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.76974 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.82403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.6209 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-2.61221 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.990955 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.41519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.830285 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.735751 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0508878 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.725789 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0134796 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.505445 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.311673 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.382245 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.04294 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.919495 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.40424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.842127 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.188252 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.923462 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.22566 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.20862 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-2.09243 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-2.15044 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.94361 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-2.68768 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.07197 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.38437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.838579 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.101424 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.747148 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.688686 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.413938 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.98514 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.486425 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-1.54469 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.681982 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.525507 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.919495 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.817563 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0645425 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.22566 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-1.21991 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.339711 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.453984 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.20862 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-2.09243 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-2.15044 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.94361 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-2.68768 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.07197 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.38437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.838579 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.101424 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.747148 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0184345 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.735673 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.98514 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.486425 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-1.54469 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.681982 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.525507 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0645425 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.807713 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0271342 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.453984 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.2493 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-2.02364 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-2.08165 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.87483 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-2.87156 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.10345 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.53421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.721184 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0212067 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.859762 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0491787 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.85221 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0865869 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-1.1458 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-1.23791 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.473025 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.513064 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.732483 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0154549 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.726085 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0219534 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-1.02062 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0447876 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-1.58403 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.365293 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.33222 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.289325 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.292668 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-1.25178 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.00570901 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.00951919 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.30238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-1.02695 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.85739 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.888063 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.412017 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.10475 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.319561 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-1.27071 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0971507 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0173738 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.30446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-1.02759 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-1.85802 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.88927 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.433329 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-1.11134 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.937422 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-1.2667 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-1.0269 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.310569 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.571109 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.405326 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.409588 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.536744 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.356345 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.26986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.04569 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-1.32986 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.23927 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.55924 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.3723 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.80243 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.866906 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-2.11872 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.72863 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.645416 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.30196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.02788 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.38479 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.27309 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.61417 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.40612 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.85736 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.877771 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-2.14789 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.03477 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.92506 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.73145 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.73216 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-2.39215 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.06946 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.4313 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.16415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.374661 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0704272 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.604027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.203456 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.249428 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.709206 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.547098 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.878678 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.997668 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.46607 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.14315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.32575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.816044 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.458778 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.997668 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.448392 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0824865 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.458778 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-1.05923 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.753095 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.634056 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0824865 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.67787 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.215515 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.634056 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.440822 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.146338 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.093915 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.144142 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.209744 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.17439 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.189159 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0305371 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.124393 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.323193 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.0965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,14),-1.03657 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.370824 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0627938 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.561428 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.196614 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.178872 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0731467 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.102169 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.345417 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.09237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,14),-1.03245 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.367341 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0905051 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.57624 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.440341 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.130019 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.09519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,1),-0.411412 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.92828 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.821271 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.803333 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.55383 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.461471 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.905125 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.23094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.286071 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.575817 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.824205 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.59335 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.05913 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.387588 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.441667 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0566406 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.385248 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.380277 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.530866 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.23348 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.274951 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.430159 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.0982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.263298 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.537321 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.801432 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.554855 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.03636 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.360349 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.0855957 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.577014 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.441115 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.411166 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.241109 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.114552 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.09519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.262745 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.800879 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.03581 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.423071 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.429167 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.616138 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.06726 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.145305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.385965 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.162838 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.78199 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.64915 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.52189 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.48215 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.29827 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.791015 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.17325 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.6243 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.65687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0614769 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.457641 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.158433 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.692568 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.112418 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-1.32782 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.0305723 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.500513 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.429167 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.171314 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.122759 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.162838 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.620891 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0805278 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.546105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.78199 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.64915 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.52189 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.48215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.29827 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.791015 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.17325 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.6243 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.65687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0614769 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.254384 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.598264 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.692568 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.112418 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-1.32782 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.0305723 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.500513 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.895362 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.63384 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.50659 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.46684 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.52226 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.896792 # DEPENDENCYPART_GRANDPAR
