# _root_ Najednou nebylo žádné místo mezi mým vozem a zdí , byla slova nešťastného Fittipaldiho , s nimiž však Mansell nesouhlasil :
#goldHeads=2,10,4,2,2,7,8,5,8,0,10,11,14,12,20,20,16,20,20,14,0,
#predictedHeads=2,18,4,2,4,7,8,5,8,18,18,11,14,12,18,20,16,0,20,18,0,
(3,8),(8,2),-1.61933 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.161953 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.265092 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-1.43064 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0910838 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.148972 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0731671 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.621334 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.285287 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.39028 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.420902 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.115263 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.570082 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.462545 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.357739 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.777834 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.648182 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.110192 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.361944 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.50939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.420403 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.38053 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.436819 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.49037 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.783818 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.35622 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-2.1311 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.89209 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.34435 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.03637 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.685433 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.429581 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-2.05401 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.67673 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.85304 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.314666 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.296839 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.38626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.4712 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.156279 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.38983 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.266744 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.074217 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.428268 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.442591 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.14737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.496612 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.302378 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.688113 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.663943 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.7792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.62143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.220629 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.443842 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.508859 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.297979 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.108902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.718896 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.945735 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.63712 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.15066 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.143652 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.0762568 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.819141 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.952848 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-1.06719 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.646888 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.52199 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.351039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.47124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.169426 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.348613 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0977452 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.461449 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.355748 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.781741 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.929259 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.00447601 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.0356108 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.17128 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.0452138 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.712189 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-1.09072 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-1.04196 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.584587 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.366047 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.294038 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.56327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),0.52233 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.315673 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.956684 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.696878 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.685344 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.95067 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.28347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.41386 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.903598 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.785906 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.19863 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-2.03866 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.51488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.17909 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),1.44425 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),1.61908 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.564828 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.646315 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.511942 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-1.4055 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0458487 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.814085 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.779757 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.513306 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.687045 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.479887 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),1.41142 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),1.76187 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.374145 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-1.2225 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-1.42555 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.431974 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.00033 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.25844 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-2.41096 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.53495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),1.28376 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.140438 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.920712 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.825243 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-1.18659 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-1.71959 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.628378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.910651 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-1.57677 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.795452 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.368792 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.815913 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-1.78103 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.06258 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.455327 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-3.07233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.534141 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-1.7839 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-1.23135 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0940719 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-3.24446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.591983 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-2.17056 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.16092 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.627873 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.58646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,11),-1.13211 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-1.16312 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-1.24943 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-1.11065 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.250007 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.135216 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.597641 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0529771 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.324922 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0994853 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.60941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.28542 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.471014 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.776357 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-1.04091 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-1.23972 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.08183 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.513623 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-1.23261 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.934937 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.22702 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.948158 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.9905 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.397155 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.492504 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.802059 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.337232 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.190251 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.56695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.553 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.239727 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.289529 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.052996 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.49429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.170491 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.378168 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.389515 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.810911 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.167942 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.419385 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.3115 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.208882 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.861393 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.0192 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.108165 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0281702 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.30556 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.196034 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.865928 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.02184 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.22442 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.20715 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.14767 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.974923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.529095 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0256498 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.139278 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.59024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.164728 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.219735 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.13834 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.18964 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.38987 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.1647 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.41185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.09763 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.761484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.903219 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0340905 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0269424 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.29626 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0711692 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.1362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.198595 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.0493354 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.23118 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.103564 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.285785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.861465 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.142353 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.293664 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0632421 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.103143 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.243961 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.242233 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.214206 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.196131 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.414401 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.212868 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0189341 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0624353 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.244116 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.861389 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.948021 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.178731 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.225381 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.101565 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.241037 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.238864 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.215028 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.201063 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.865928 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.02184 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.22442 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.20715 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.14767 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.974923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.529095 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.10429 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.196038 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.250828 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.765458 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.267315 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.393329 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.225696 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.313568 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.0919545 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.381139 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0571818 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0629692 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.505336 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.204964 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.0886971 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.375997 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.213231 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.176407 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.413978 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-1.11978 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-1.19983 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-1.14741 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-1.39887 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-1.08037 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.812345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.853659 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.0387658 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.522584 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.0760121 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.299037 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.0572431 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.0813751 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.225895 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.0180049 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.104758 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.293167 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-0.871636 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.237104 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.246375 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.326399 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.0682282 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-1.26094 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-1.66221 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-2.08951 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.19242 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.728668 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.96701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-1.63547 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-2.84936 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-2.08918 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-2.82493 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.83286 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-2.18299 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.37923 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.85814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.617642 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.221302 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.67218 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.50581 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.058571 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.36591 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.369751 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.427037 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.644358 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.729128 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.24084 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.555319 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.728444 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.00558643 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.279128 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.417016 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.429756 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.923538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.490578 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.905447 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.617377 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.462643 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.517492 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.152631 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-1.62602 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-2.85385 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-2.80391 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-1.82299 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-2.16198 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-1.37654 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-1.82774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.65446 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.215405 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.480618 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-1.05432 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.254254 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.15352 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.267138 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.158759 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.690022 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.676911 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.103718 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.0313264 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0242061 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0160427 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.228324 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0974587 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0393995 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.0170194 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.8964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.544777 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.933603 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.926659 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.824919 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.612211 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-1.01404 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.969632 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-1.27405 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.861029 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.710009 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.135176 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.113382 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.063771 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.179182 # DEPENDENCYPART_GRANDPAR
