# _root_ Na to , jaké právní prostředky nápravy bude nutno v konkrétním případě předem vyčerpat , mohou vznikat nejrůznější názory .
#goldHeads=19,1,8,6,6,14,6,2,8,8,12,10,14,8,8,0,16,19,16,0,
#predictedHeads=14,1,8,6,6,14,6,2,8,14,12,10,14,16,14,0,16,19,16,0,
(6,9),(9,20),-0.879454 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-1.38816 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.299271 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.101868 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.433398 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.996157 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.780513 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.565144 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.814929 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.579407 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.291304 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.278634 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-1.36061 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0885563 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.288243 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.974572 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.573471 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-1.59479 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-1.41328 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.360255 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-1.44418 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.141698 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.86844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.857007 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.730199 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.252048 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-1.46267 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.180833 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.85933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.705782 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.239088 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0321643 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.279295 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.04435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.59786 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.308424 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.422657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.499477 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.17368 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.0811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.952196 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.847524 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.788436 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-2.09501 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.70479 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.05438 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.710163 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.18239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.957875 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-2.04632 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.17427 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.929866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.301917 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.131061 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.979524 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.306536 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.196701 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.270775 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.149353 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-1.00835 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.573041 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.849554 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.977575 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.985402 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.17548 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.923581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0510866 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0216327 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.335125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.143892 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.170356 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.378526 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.476964 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-1.04805 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.738374 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.01179 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-2.11301 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.199072 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.199699 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-1.04188 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.293412 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.252632 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.99379 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.557698 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-1.42342 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.42827 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.346273 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0509153 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.344677 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.46333 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.212325 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0573556 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.253616 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.284476 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0322069 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.25618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.472493 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.550597 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.872369 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.059371 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.15424 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.64488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,14),-0.932198 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.22486 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-1.18829 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-1.18437 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0115756 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.203561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.21914 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0331294 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.0383539 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.552148 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.653079 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.177737 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.157975 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.671077 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.613568 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.00371668 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.626634 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.442624 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.307827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.28613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.124469 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.415718 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-2.46965 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.48764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.607195 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.632438 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.435372 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.391246 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.29026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.128494 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.491794 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),0.403522 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),0.43996 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.171051 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.425337 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.65042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.226784 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.273808 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0634978 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.118615 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.626313 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.368964 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.660299 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-1.60984 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.16109 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.122652 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.428874 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.130298 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.486306 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.750049 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),0.427348 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.259605 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.621811 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0896207 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-1.701 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.066813 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.204855 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0500275 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0436258 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.92292 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.675675 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),0.440406 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0290891 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-2.08303 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.184995 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.108139 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.641871 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.360898 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.358506 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.911499 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),0.263003 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.759261 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.619502 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),0.424588 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.2544 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.301402 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.554398 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.59925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),-0.305102 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-2.25403 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.321539 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.00959889 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.374976 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.42868 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.412486 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-1.21469 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.915149 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.93205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.0483674 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.21429 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.304722 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0222247 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.162515 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.884089 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.900053 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-1.30254 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.922257 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),0.273393 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.764576 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.626343 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),0.419401 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.257427 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.30572 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.558594 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.58128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.0438269 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.296535 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-2.2573 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.322787 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0141524 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0131133 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.118335 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.334626 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-1.19717 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.886101 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.393646 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),0.283817 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.754841 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.615081 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),0.429008 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.296823 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.549697 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.60318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),-0.308992 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.32947 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.018184 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0350299 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.136568 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.298543 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-1.22051 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.927586 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.431709 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),0.493632 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-1.75751 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.0376016 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.493545 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.443981 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.240152 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.984221 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.428421 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.448394 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0491862 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.504172 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.613429 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.149468 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0724662 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.577877 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.257507 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.207152 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.79905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,1),0.174513 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0425925 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.214314 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.369766 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.452207 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.105372 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.00946463 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.93694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.00164317 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.16955 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.06258 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0340575 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.378016 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.448754 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.319901 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.00435015 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.93681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-1.06253 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.144976 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.0657208 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0947138 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.309273 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.471361 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.309286 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.159212 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.69813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0888104 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.935592 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.853292 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.550718 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.336115 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.737715 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.04951 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.480081 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.42813 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.367043 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.102738 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.193071 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.327316 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.591782 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.626458 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.408722 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.0893217 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.16666 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.08104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.825984 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.308691 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.225795 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.109382 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.610295 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0326096 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-1.36464 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.891904 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.00133428 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.61139 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.610247 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.324278 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0976716 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.397227 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.614848 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0458805 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.929264 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.0943291 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.175303 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.575229 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),0.169231 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.933672 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.25038 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.714393 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.627895 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.626191 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.554372 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.193325 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.144335 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.226311 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.659495 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0809062 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-1.4599 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.788471 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.833901 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.42843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.553485 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.42938 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.30639 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0960231 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.879702 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.323996 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-1.60699 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-1.10547 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.0860869 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.175303 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.575228 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),0.169231 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.25022 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.714111 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.627889 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.626481 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.196877 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.14666 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.163348 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0667372 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.554409 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-1.46029 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.791584 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.584955 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.666825 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.949119 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.709766 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.24748 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.99014 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.0066 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.910571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.35836 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.146237 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.124966 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.132967 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.097108 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-1.06773 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-1.29193 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.36445 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.10276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.963978 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),1.53584 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0642968 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0159635 # DEPENDENCYPART_GRANDPAR
