# _root_ Světová návrhářská smetánka se totiž rozhodla všem , které jsou nevšímavé vůči kouzlu negližé , vyhlásit nelítostný boj a ve svých kolekcích povýšit prádlo do řad oficiálního svrchního ošacení .
#goldHeads=3,3,6,6,6,0,16,10,10,7,10,11,12,13,10,19,18,16,6,23,22,20,19,23,23,25,29,29,26,0,
#predictedHeads=3,3,6,6,6,0,6,10,10,7,10,11,12,13,10,19,18,16,10,23,22,20,19,23,24,25,29,29,26,0,
(6,4),(6,16),0.0717274 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0309539 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0215574 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0445155 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.061036 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0281872 # DEPENDENCYPART_SIBL
(6,4),(6,29),-0.0445155 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0108665 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0339399 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0483815 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0130202 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0169231 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0058748 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0058748 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0339399 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0596027 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0118644 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.018258 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0058748 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0527029 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0309385 # DEPENDENCYPART_SIBL
(6,5),(6,29),0.00562783 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0256844 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0369225 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0853074 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0137191 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0714533 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0714533 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0256844 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0394632 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0450618 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0565848 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0714533 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0391953 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0100802 # DEPENDENCYPART_SIBL
(6,7),(6,29),-0.0714534 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0711834 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0724944 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.149946 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.11622 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.11622 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.125093 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0916096 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.10207 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.139401 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.11622 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0913409 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.180695 # DEPENDENCYPART_SIBL
(6,8),(6,29),-0.11622 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.110392 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00890525 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00168692 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00168692 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0259383 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.262194 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00569803 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.160688 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00168692 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.261926 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.00394158 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.00168695 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0668789 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.12019 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.12019 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.054004 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0505697 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.100542 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0717097 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.12019 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0508376 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0797773 # DEPENDENCYPART_SIBL
(6,11),(6,29),-0.12019 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0151727 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0151727 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0803919 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0592951 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.00788332 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.156828 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0151727 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0585039 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0189584 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.0151727 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.139612 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0325767 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0317175 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.127761 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.264479 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.139612 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.0314426 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0663692 # DEPENDENCYPART_SIBL
(6,13),(6,29),-0.139638 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0325767 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0317175 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.127761 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.264479 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.139612 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0314426 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.0663692 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.139638 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0916096 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.10207 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.139401 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.11622 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0913409 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.180695 # DEPENDENCYPART_SIBL
(6,15),(6,29),-0.11622 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0192991 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.153855 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0119142 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.239177 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.0146629 # DEPENDENCYPART_SIBL
(6,16),(6,29),0.0119141 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.266158 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.140049 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0331984 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.0555615 # DEPENDENCYPART_SIBL
(6,18),(6,29),-0.140075 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0308082 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.0365393 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.016245 # DEPENDENCYPART_SIBL
(6,19),(6,29),-0.0308082 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.0314426 # DEPENDENCYPART_SIBL
(6,22),(6,25),0.0663692 # DEPENDENCYPART_SIBL
(6,22),(6,29),-0.139638 # DEPENDENCYPART_SIBL
(6,23),(6,25),0.00999577 # DEPENDENCYPART_SIBL
(6,23),(6,29),0.0161365 # DEPENDENCYPART_SIBL
(6,25),(6,29),0.0180865 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0369 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.000979577 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0233172 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.000241565 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0432828 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00335798 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.015282 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.135194 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0549502 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00205353 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00875039 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0114491 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.190822 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0110288 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.079746 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00155826 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.109805 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0592339 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.722577 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00156306 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.667595 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0728215 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.114598 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.100152 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0428244 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.399271 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0414411 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.106032 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.146568 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0548584 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.00857758 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.118461 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0180017 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.08055 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.00619212 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.100193 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0512225 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.209648 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.129279 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0508946 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00283104 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.00283104 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0347317 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0239486 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.129279 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0105721 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0589006 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0516764 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.00283104 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0289653 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.00822553 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0944687 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.129279 # DEPENDENCYPART_SIBL
(10,1),(10,29),0.0012051 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.118346 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0180017 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.08055 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00619212 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.100193 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0517814 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.209648 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.130182 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0489058 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.000153243 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.000153243 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0380806 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0247645 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.130182 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00758781 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0589228 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0496876 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.000153243 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0297813 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.00524125 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0924799 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.130181 # DEPENDENCYPART_SIBL
(10,2),(10,29),-0.00177918 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00292746 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.123817 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0151533 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.133568 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0164895 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.390507 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0267379 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0239001 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0555332 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0555332 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0340736 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.039262 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0267379 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0585754 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0892081 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00723227 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0555332 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0377282 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0557982 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0311573 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0267379 # DEPENDENCYPART_SIBL
(10,3),(10,29),-0.0654904 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.102021 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.054639 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.130614 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.165324 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.261256 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.247431 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00392989 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0476544 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0476544 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.014211 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0331916 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.247431 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0340928 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0124258 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0383275 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0476544 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.0225002 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0479107 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.0335281 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.247431 # DEPENDENCYPART_SIBL
(10,4),(10,29),-0.0476544 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.076196 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.012844 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0408599 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.167012 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.085379 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0900556 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.079427 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.079427 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0524053 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.133225 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.085379 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0854166 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0421659 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.113154 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.079427 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.126326 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.0812861 # DEPENDENCYPART_SIBL
(10,5),(10,25),0.0628296 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.085379 # DEPENDENCYPART_SIBL
(10,5),(10,29),0.07918 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0711746 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0231098 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.191595 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0357238 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00141648 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0304087 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0304087 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0292559 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0333183 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0357238 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0398738 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0181614 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00402936 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0304087 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0366738 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0301525 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.00631292 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0357238 # DEPENDENCYPART_SIBL
(10,6),(10,29),0.0303001 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.20255 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.246748 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0924954 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0486378 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0441469 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0441469 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00505253 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00303379 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0924954 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0356643 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0127752 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0112487 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0441469 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0108862 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0444032 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0728992 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0924954 # DEPENDENCYPART_SIBL
(10,7),(10,29),-0.0441469 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.418997 # DEPENDENCYPART_SIBL
(10,8),(10,11),2.25386e-05 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.015479 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0502525 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0502525 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.159155 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0462843 # DEPENDENCYPART_SIBL
(10,8),(10,17),2.25386e-05 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0590615 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0736506 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0523589 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0502525 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0356519 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0499532 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0110226 # DEPENDENCYPART_SIBL
(10,8),(10,27),2.25386e-05 # DEPENDENCYPART_SIBL
(10,8),(10,29),0.0395863 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00115962 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0744794 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00951372 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00951372 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.291928 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0433215 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00115962 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00103112 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0166235 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.133344 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.00951372 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0354691 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.00976996 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0556433 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.00115962 # DEPENDENCYPART_SIBL
(10,9),(10,29),-0.00951372 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0651156 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0149157 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0149157 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0678714 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0187493 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.364543 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.00473141 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0586456 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0639666 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0149157 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0190172 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0151697 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0840172 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.364543 # DEPENDENCYPART_SIBL
(10,11),(10,29),-0.0149157 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.101102 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.101102 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0675585 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0104461 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00373128 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.124158 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.109341 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0662278 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.101102 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0112373 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.100848 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0311609 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.00373009 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.101102 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.110613 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0484858 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0437085 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.030957 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.098762 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.277938 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0999761 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.110613 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0434336 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.110867 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.019945 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.030957 # DEPENDENCYPART_SIBL
(10,13),(10,29),-0.110639 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0484858 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0437085 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.030957 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.098762 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.277938 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0999761 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.110613 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0434336 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.110867 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.019945 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.030957 # DEPENDENCYPART_SIBL
(10,14),(10,29),-0.110639 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.113842 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0621915 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.059657 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.157847 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.171399 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0738074 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.113573 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.074087 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.214404 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0621915 # DEPENDENCYPART_SIBL
(10,15),(10,29),-0.0738075 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0581164 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.191305 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0618125 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0622486 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.18392 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.175781 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.183666 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.0364275 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0581164 # DEPENDENCYPART_SIBL
(10,16),(10,29),0.18392 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.00473141 # DEPENDENCYPART_SIBL
