# _root_ A míra exportního výkonu , vztahující objem vývozu na jednoho obyvatele , je žalostná :
#goldHeads=0,13,4,2,6,2,6,7,6,11,9,6,1,13,0,
#predictedHeads=2,13,4,2,6,2,6,7,6,11,9,6,0,13,0,
(7,13),(13,11),-0.39365 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.625592 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.632815 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.446219 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.105158 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.341577 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.573607 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.511083 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.216392 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.358843 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.249946 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.971501 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-1.30947 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.530685 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.668762 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.276055 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-1.43234 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.306266 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.39563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,12),-0.832282 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-1.42259 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-1.34212 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.402773 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.358969 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.130393 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.12428 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-1.26178 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.197271 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.20937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.472782 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.996598 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-1.38646 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.62798 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.80809 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.2923 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.873372 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.443848 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.117624 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.402061 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-1.4291 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.401472 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.127726 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-1.24828 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.178407 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.20964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.471818 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.99681 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-1.17186 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.80785 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.871753 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.180635 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.309882 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.120836 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.17247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.45279 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.34954 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.589302 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.15715 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.14481 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.410008 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.395555 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.479571 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.29504 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.20937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.471989 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.9966 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.38646 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.628102 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.17136 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.80765 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.19212 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.33 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.834548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.185773 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.145966 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.102441 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.817933 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.493554 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.481163 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.576392 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.04775 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-2.28064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.3479 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.59568 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.25937 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-2.24982 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.27548 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.756425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.43337 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.349863 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.457072 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.859487 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.0499 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-2.25884 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.24578 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.57772 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.25919 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-2.14799 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.25751 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.10059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0353366 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.514424 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.273575 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.620763 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.643747 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.334676 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.283012 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.229252 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.561382 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.400405 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.968138 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-1.19546 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.98002 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.09385 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-1.09023 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.975561 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.957931 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.86899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),0.0203541 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.742383 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.999952 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.81705 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.13916 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.887745 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-1.34077 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.712618 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-1.2389 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.502714 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.985576 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.52074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.894025 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.460667 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.744187 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.61389 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),1.64602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.590571 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.15168 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-2.14694 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.54624 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-2.04406 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.1495 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.33916 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.81687 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.78587 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.24206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.3605 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.152406 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.782376 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.41138 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-2.58952 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.75168 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-2.48665 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.34501 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-2.25945 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-2.22845 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.42582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.23132 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),1.28794 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.61174 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-1.04538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.59134 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.37328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),1.24521 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0858617 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.638129 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),1.45778 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.178418 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.482419 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-1.27927 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.751711 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.0401 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.11308 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.474278 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.915732 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.61266 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.746936 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.48387 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.429243 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.29342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.499672 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.997485 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.09693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),-0.108866 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.57087 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-1.1008 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.929573 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-1.56204 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.789436 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.379856 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-1.47436 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.407358 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.550045 # DEPENDENCYPART_GRANDPAR
(11,1),(1,12),-0.723217 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-1.42835 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-1.38965 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.305782 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-1.37 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.234283 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.216146 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-1.28347 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.112963 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0129637 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.12316 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.0131357 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.91842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.518749 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-1.35035 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.201557 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.495482 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.558607 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.212802 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.305071 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-1.04068 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-1.43145 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.219593 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-1.26997 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0940985 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0318277 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.135923 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.0107689 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-1.17745 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-1.35011 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.317061 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.832103 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-1.34997 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.640895 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-1.28758 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.205893 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.339014 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.261328 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-3.17392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.58816 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-1.25937 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-1.37823 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-1.30619 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.493863 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.303316 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.413675 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.216013 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.335882 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.288957 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.88167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.480238 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-1.16291 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-1.19233 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.313018 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-1.42553 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.577114 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-1.33568 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.00906331 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.122766 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.01956 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.91842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.518871 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.17695 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-1.34991 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.23948 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.294797 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.02925 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-1.41812 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.837402 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-1.32827 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.497951 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.128842 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0131261 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.91841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-1.17695 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.34989 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.644394 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.00904033 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.191644 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-3.13565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.589561 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.37925 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.29793 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.69715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,15),-1.13298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.959058 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.87309 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-2.28208 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.69254 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.36193 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-2.19495 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.35275 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.46805 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.1154 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.634762 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.80592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.731184 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.186159 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.383526 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.02323 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.76152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.671878 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.449182 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.371362 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.424282 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.356572 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.0276681 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.231436 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0807057 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.148116 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-2.07953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.679857 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.649961 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.265534 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.205843 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.170555 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.107297 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.0164287 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.0757131 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.0202282 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.0251499 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.0973553 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.0517982 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-2.22009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),-1.05517 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.526412 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.530411 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.255383 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.00815304 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.304585 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.29691 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.226707 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.121562 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.0139303 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.0317313 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.0237536 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.00463246 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.110528 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.734492 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-1.05472 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.49364 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.519257 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.361217 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.478298 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.410476 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.348357 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.411929 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.390814 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.38364 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.18112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.68186 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.899227 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.76 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.316697 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.223729 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.219388 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0257381 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0152277 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0178006 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0998713 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0467977 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.22022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.734351 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.05472 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.811571 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.308281 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.299109 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.226046 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.259361 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0280553 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.00578374 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.00904282 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.109472 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0152516 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.734347 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.05472 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.335374 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.144464 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.175758 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0042729 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.01789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.776425 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.61421 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0281052 # DEPENDENCYPART_GRANDPAR
