# _root_ Situace na jazzové scéně , byť se v létě konal první ročník nového Agharta Jazz Festivalu , je téměř horší než za socialismu .
#goldHeads=18,1,4,2,6,18,10,10,8,6,12,10,16,16,16,12,6,0,20,18,20,21,22,0,
#predictedHeads=18,1,4,2,6,18,10,10,8,6,12,10,15,15,12,15,6,0,20,18,20,21,22,0,
(4,5),(5,6),-0.0651235 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.314135 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.456628 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.721896 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.755409 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-2.22139 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.39343 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.758612 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.70976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.489225 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.213445 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.565059 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.313436 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.920576 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.222657 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.564917 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-2.10693 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.35646 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.37489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.630755 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.106879 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.247771 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.233289 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.538309 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.518747 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.579741 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.334506 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.331767 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.363019 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.254787 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.40565 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.568738 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.699905 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-1.02032 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.421618 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.741354 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0570653 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.211151 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0173345 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.16652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.439039 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.765958 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.124043 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.417605 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0246942 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.96295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.275744 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.96844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.232648 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0340823 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.163912 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.226501 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.16516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.438488 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.765269 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.842403 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.883209 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.962193 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.884357 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.11497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.212619 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.3587 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0467569 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.322722 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.401948 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.569922 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.40409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,9),-0.265406 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.330275 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.242607 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.137648 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.995601 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.05917 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.02065 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.38867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.411563 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.05724 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0294843 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.262082 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.198393 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.159512 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.172789 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.225837 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.2506 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.33587 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.385871 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.475961 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.5654 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.355414 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.353507 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.53327 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.046541 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.185948 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.235462 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-1.07206 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-1.08683 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-1.0906 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.36109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.502806 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.0328829 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.0761402 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.203444 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.127379 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.164448 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.166102 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.228962 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.251997 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.341183 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.252811 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.494584 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.243751 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.00201937 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.424651 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.523561 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.47653 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.465484 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.413289 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.292722 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.594512 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.45119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,10),-0.269205 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.217251 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.579111 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.292711 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.484794 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.43247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,5),-0.434093 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.33184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.33025 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.628123 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.449125 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.598596 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.45107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,10),-0.268958 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.393679 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.585475 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.600055 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.618866 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.48311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.560362 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.309213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.651448 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.553375 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.0125 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0809334 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0917428 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.228231 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.149324 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.842249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.347395 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.239902 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.187284 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.368376 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.182439 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.25576 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.0668708 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.690127 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.08986 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.873426 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.816259 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.831461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.438868 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.217409 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.100767 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0957523 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.175013 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.177727 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.220927 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0736437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.113282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.185819 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.0230178 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.486845 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.0607931 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.0165705 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.492624 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.17375 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.343278 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.236793 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0136522 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.403859 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.203386 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.187021 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.220928 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.25877 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.295661 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.241898 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.128159 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.532232 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.0714524 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.733634 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.238063 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.677719 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-1.09488 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-1.27363 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-1.08649 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.06818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),-0.0472424 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.472257 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.121605 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.583936 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.585079 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.626458 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.4793 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.517955 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0952485 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.556508 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.197154 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.68344 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.257975 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.651051 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.0079 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.821326 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.79542 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.754239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.412401 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.162146 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.123143 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.378997 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.241648 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.138718 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.177234 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.130071 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.169582 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.224471 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.49189 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),0.0932319 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.528325 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.0601963 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.466502 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.393973 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.37615 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.523524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.56963 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.27286 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.173663 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.91205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.757258 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.71579 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.45121 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.420699 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.506508 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.1975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.94039 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-1.00548 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.645766 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-1.1815 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.875845 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.31891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.3748 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.93834 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.629872 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.510186 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.19674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),1.75759 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.148858 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.914293 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.629796 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.309125 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-1.16184 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-1.20388 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.150686 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.582951 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.583131 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.859874 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.625435 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.59763 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-1.95849 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-2.13125 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.746763 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.534004 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.39316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.109409 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.962951 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.729013 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-1.18256 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-1.2268 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.30844 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.840043 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.773417 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.698382 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.722394 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-1.93068 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.80974 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.972866 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.31314 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.549752 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.4197 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.6839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-1.17159 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-2.02071 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.06339 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.55008 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.883402 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.85486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-1.06151 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-2.19168 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.3987 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.841599 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.53324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-1.08025 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.36253 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.712892 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.960313 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.15226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0733163 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.26761 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.418287 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.388667 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-1.04278 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.691016 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.224714 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.704598 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.550069 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-1.29473 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.493453 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.672779 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-1.23049 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-2.98131 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.34396 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.637887 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.902853 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.0523256 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.801027 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.546911 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.50303 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.15675 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0682353 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.574329 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.42855 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.215901 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.357724 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.267526 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.484463 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.301806 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.317638 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.686005 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.222411 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.702333 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.549879 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-1.29392 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.490448 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.672586 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-1.22661 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-2.98123 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.902847 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.413987 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.408572 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.740902 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.400196 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.168908 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.32594 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.22158 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.364803 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.693225 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-1.0643 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.160591 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-1.16502 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.499028 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.237657 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.08713 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-2.16338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,1),0.445665 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-1.23424 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.469279 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.199799 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.157406 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.361207 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.280459 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-1.25105 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.236139 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0883154 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.15294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,1),0.172537 # DEPENDENCYPART_GRANDPAR
