# _root_ Za karty bude chybět Novotný a o tom , zda nastoupí Chovanec , rozhodne lékař až po dnešním tréninku .
#goldHeads=4,1,4,6,4,0,14,7,10,8,10,11,10,6,14,19,14,19,17,0,
#predictedHeads=4,1,4,6,4,0,6,7,10,8,10,11,10,0,14,19,14,19,17,0,
(6,11),(11,4),-0.928961 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.581582 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.705347 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.272628 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.196281 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.266865 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.137398 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.25194 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0336593 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.142714 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.280819 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.127327 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.0889333 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.584006 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.123975 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.214438 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.225377 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.209596 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.161057 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.354798 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.0580133 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.725443 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.751152 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.752002 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.648269 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.01207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.124944 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0725159 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0641193 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0465071 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.107497 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.087692 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.249689 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.385827 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.179916 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0500799 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.946029 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.88442 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.929874 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.575397 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.847719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.646292 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.263721 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.238571 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.230768 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.260471 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.221574 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.227879 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.160143 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.278676 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.146525 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.503317 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.0715751 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.396851 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.304627 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0844625 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.367352 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0705763 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.509425 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0368234 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.388822 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.108509 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.279664 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.583069 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.0230357 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.405419 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.588747 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.731536 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.83027 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.00340432 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.0330075 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.368621 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.153252 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-1.15611 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0857433 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0322465 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0401699 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.02743 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.955021 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.09102 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-2.51927 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.404126 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.06295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.935644 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.254314 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-1.10353 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.443541 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.843761 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-2.10123 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.15086 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.08705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),0.337773 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0812805 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.781203 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0507805 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.251668 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-1.19178 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0580953 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.345561 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.873765 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.736275 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.903769 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-2.00076 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.898611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.14859 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.39133 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.314514 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-1.07094 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0750385 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.311555 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-1.50233 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.477438 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0473744 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.426744 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.855361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),1.12442 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.474294 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.02687 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0309175 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-1.558 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.306594 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.212758 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.395455 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.191458 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0362357 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.153393 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0468169 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.264549 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.04893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.399483 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),0.0431979 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.516999 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.398802 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.366283 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.132116 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.631669 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.16139 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0641046 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.182753 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.0446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.399987 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),0.0554293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.479519 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.516495 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.398284 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.318172 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0541696 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.203145 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.189749 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.259247 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.124534 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.545346 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0437974 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.260832 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.36217 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.19915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.187352 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.0430775 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.701414 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.948356 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.72913 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.03688 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.18648 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.08705 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.821717 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.22637 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.721369 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.1462 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.819444 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.79983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.63805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.0208151 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.283431 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.360457 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.33231 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.0191 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.83193 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.849031 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),1.49998 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.267657 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.198627 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.554734 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0532822 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.43564 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.524141 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.295522 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.820948 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.16122 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.687595 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.889971 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.691464 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.4569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.72446 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.801988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.166021 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.391258 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.304866 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.423868 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.00677841 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.582828 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.849626 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.661693 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.62515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.980951 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.329552 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.184652 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.467681 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.123786 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.482582 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.821717 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.22637 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.721369 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.1462 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.819444 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.63805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),1.6785 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),1.07471 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.209941 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.145347 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.360457 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.517303 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0989427 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.599891 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.977367 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.820961 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.1622 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.688574 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.884058 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.777484 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.691478 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.43761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),1.72068 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.7989 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.193985 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0353995 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.8042 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.430751 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.00984988 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.573665 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.573756 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.856421 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.488251 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.254362 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0798535 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.468668 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.772452 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.497807 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.370665 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.181307 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.163823 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.360774 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0422693 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0801145 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.233266 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.00243356 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.00782702 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.97811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.455904 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.746086 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.964318 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.182471 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.261891 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.239014 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.151766 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.170026 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0184081 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0165407 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.97718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.443554 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.78661 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.74515 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.963396 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.283102 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0767958 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.291565 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0556709 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.288386 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.361221 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.127314 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0129299 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.162246 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.245122 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.120395 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.96556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.158825 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.758136 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.864291 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.733534 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.923689 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.27477 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.804248 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.123715 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.90342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.222052 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.567236 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.846354 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.176824 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0423632 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.323455 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.137107 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.87955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.175241 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.588786 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.667787 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.647526 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.754366 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.756479 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.15276 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.597861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.821212 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.11769 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.851581 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.627404 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.35373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.453074 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0752953 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.20486 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.198609 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.365983 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.342604 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.108733 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.289956 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.82167 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.736041 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.551495 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.173028 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.211895 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.36273 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.27822 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0918403 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.15276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.598831 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.822179 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.11176 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.77507 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.851582 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.621039 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.3603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.446729 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0716726 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.00147054 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.128274 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.394864 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.363609 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.133137 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.387952 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.318785 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.424814 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.00734096 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.48496 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.291559 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.224968 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.174967 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.427624 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.355707 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.168773 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.21475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,13),-0.2602 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.518486 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.33176 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.585217 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.15618 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.320009 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.158838 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.635083 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.478282 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.222744 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.416887 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.519055 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.634071 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.115321 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.16662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.163083 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.182347 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.368161 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.433698 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.520983 # DEPENDENCYPART_GRANDPAR
