# _root_ " I když se Taliban dostal těsně ke Kábulu , nevěříme , že na něj zaútočí .
#goldHeads=3,3,11,6,6,3,6,7,8,3,0,13,11,16,14,13,0,
#predictedHeads=11,3,11,6,6,3,6,6,8,3,0,13,11,16,14,13,0,
(7,6),(6,16),-0.833645 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.38606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0762722 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.109609 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.257517 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.326937 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.584647 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.852563 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.46581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.318398 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0298967 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.106938 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.384256 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.850197 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.571576 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.564532 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.14789 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.894047 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.50952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.179075 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.336223 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.360457 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.469838 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.317069 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.366794 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.713443 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.692286 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.401553 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.443753 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.36456 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.718915 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.711992 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.2457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.300155 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.125643 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0664623 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.157837 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.118094 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.156553 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.477937 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.388185 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.840706 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.410216 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.135697 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.172284 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0122114 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.246582 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.353321 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.398621 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.199706 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.204776 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.35216 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.692286 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.401553 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.443753 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.36456 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.718915 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.711992 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.24969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.306192 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.127338 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0629485 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0167245 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0849596 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0921651 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.145288 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.388185 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.629691 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.40462 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.389836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.567021 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.393869 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.51053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.874111 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.278612 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.732026 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.210352 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.604234 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.801909 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.291907 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.673958 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.41745 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0793023 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.06138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),0.025014 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.250929 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0465566 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.2988 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.874229 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.923067 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.88689 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.11886 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.187487 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.32125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.57975 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.428571 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0674494 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0906944 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.213794 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.498775 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.2988 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.923067 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.88689 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.11886 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.32125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),1.57975 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.503125 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.450074 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.213794 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.498775 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.506392 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.352884 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0495454 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-1.75815 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-1.95168 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.429587 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.26825 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.93612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.46713 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-1.34107 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-1.0765 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.642646 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.09482 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-1.30305 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.473795 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.151096 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.177383 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0192318 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-1.58641 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.332035 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0913892 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.633762 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.507579 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.226748 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.14969 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.6462 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-2.03155 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.309833 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.73008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.302842 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.12225 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.560889 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.997993 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.08424 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.354747 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-3.00641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.423079 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.03245 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.36135 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.583658 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.260004 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.457894 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-2.64422 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-2.70586 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.755329 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.995674 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.69263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.847332 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.211565 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.241859 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.334239 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.435293 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.546512 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-2.87922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-2.08192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.956535 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.449574 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.347166 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.448179 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.219154 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.495748 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.36135 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.583658 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.260004 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.457894 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-2.64422 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-2.70586 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.755329 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.995674 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.70114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.835406 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.324207 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.226037 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0686246 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.39998 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.546513 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.483982 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.317975 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.344835 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.129414 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0835128 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0498138 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.157113 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0658731 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.137865 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.0227162 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-2.02529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.555649 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.912342 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.723536 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-1.02435 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.979743 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.429116 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.526793 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.348765 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.237488 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.103124 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.321667 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.01685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.559373 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.903903 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.721302 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-1.01725 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.983467 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.677295 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.258303 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.36076 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.252052 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0325558 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.145802 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0502875 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0636571 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.947945 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.360035 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.340609 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.100611 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0788202 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0779628 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0150882 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0442843 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.116204 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.07689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.637943 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.963949 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.975587 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-1.19602 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.06204 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.33299 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.517474 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.389592 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.376656 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0768044 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.185808 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.383207 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.01772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.450726 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.707354 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.00093 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.87482 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.154148 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.14424 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.9944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.881456 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.359771 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0315665 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.136121 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.11442 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.149556 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.633021 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.947945 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.05713 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.715746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.19707 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.04639 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.653849 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.102 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.716582 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.661211 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.961504 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.0752 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.43128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.428086 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.122855 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.280973 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.303046 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.246233 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.791613 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.905808 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.22288 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.672931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.881312 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.19609 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.44098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0743579 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.438567 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.372354 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.66702 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.945448 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.29415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.136739 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.181208 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.420699 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.112089 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.216456 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.344666 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.47855 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.289648 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.715746 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.19707 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.04639 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.653849 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.102 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.716582 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.661211 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.961504 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.0752 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.43767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.220381 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.324726 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.111464 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.271328 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.246247 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.219628 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0463551 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0316499 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.195276 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0739167 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0238172 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.188156 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.291268 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.570757 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.206917 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.494825 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.7753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.254081 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.301796 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.680241 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.927788 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.189078 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.245601 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.371871 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.131653 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.314738 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.602606 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.960255 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.77339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.23737 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.291367 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.662867 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.925877 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-1.06235 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0681849 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.142424 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0409557 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.17267 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.239633 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.328742 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.532337 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.0947412 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0333023 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.0827876 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0260069 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0111953 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.350627 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.395565 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.237285 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.586817 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.629931 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.42913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.102028 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.115405 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.397441 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.581614 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.118081 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.152321 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.0263669 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.23386 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.332703 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.627823 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.376414 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.557073 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.3382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),0.0383207 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.35802 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.490687 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.284467 # DEPENDENCYPART_GRANDPAR
