# _root_ Kdo má nad žáky dozor , nese odpovědnost i za eventuální zranění žáka nebo za škodu , která by žákovi vznikla .
#goldHeads=2,7,5,3,2,2,0,7,12,14,12,10,12,8,14,15,21,21,21,21,16,0,
#predictedHeads=2,7,2,3,2,2,0,7,12,14,12,10,12,7,14,15,21,21,21,21,16,0,
(3,4),(4,3),-1.42017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.571061 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.144727 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0508665 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-1.13341 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.366328 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.163158 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.2532 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.558114 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.42016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),2.09402 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.145196 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0503939 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-1.1355 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.217561 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.825922 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.69576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.58374 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.662233 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.417808 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-1.07488 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.433156 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.492517 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.685937 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.50616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.347451 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.747407 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.33468 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.28577 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.60182 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.949527 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-2.32614 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.75866 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.41993 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.544972 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.16799 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-2.05783 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.02768 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-2.31216 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.75177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.593054 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.822888 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.12363 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.20594 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.10391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.015403 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.591799 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.480208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.65303 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.22476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.32019 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.42464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.733217 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.782412 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.285786 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.380828 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.23264 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.15034 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.27409 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.43638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.722113 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.444032 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0895634 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.222764 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.219791 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-1.37379 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.389439 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0560084 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0640622 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.438254 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.680342 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.133785 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.939533 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.677127 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.20172 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.10496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.05395 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.217117 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.16203 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.387644 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-1.42486 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.968353 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.612637 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.606107 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.654876 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.35331 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.27583 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.3089 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.62418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.534577 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.15939 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.589253 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.403892 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.314138 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-1.28008 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.719694 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.37258 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.148778 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.532601 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-1.0056 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.138465 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-1.26479 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.839675 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0213661 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.177248 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.306264 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-1.36154 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.418366 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0418359 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.100433 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.670636 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.341018 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.32321 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-1.27327 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-1.28661 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.64747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.511281 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.213229 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.445335 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.427187 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.210942 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.178785 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-1.67179 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.91045 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.572568 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.456123 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.878819 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.0599319 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.456431 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-1.13799 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.672938 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-1.06288 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.530091 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.326519 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.131867 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.37401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.274116 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.00921 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.52361 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.600343 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.899901 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.72233 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.84283 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.84437 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.547513 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.03227 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-2.20566 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.954375 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-2.10695 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.187973 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.61961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.349592 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-1.20546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.360584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.44416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.307354 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.985877 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.59378 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.407683 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.813882 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.498306 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-2.06762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.960777 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.24747 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.29259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.456704 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.53036 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.331207 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.27022 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.99321 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.914674 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.924824 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.30371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.917154 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.155011 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.221298 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.170171 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.769597 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.48034 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.487181 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0666134 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.302539 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.8349 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.207537 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.741058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.268217 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.842308 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.991944 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.9701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.109373 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.163076 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.340537 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.823173 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-1.06477 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-1.04932 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.472905 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.248243 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-1.99321 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.91604 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.924814 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-1.29914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,7),-0.131746 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.454126 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.230614 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.228074 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),-1.12682 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.769115 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.771946 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),0.0350025 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.360442 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-1.13525 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),0.243589 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.510281 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),0.292818 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-1.03421 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.921824 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.204397 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.126171 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.123664 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.00605975 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.07345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.688141 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.15174 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.899523 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.16095 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.22224 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-1.13018 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.48243 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.03635 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-1.26707 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.41178 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.929796 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-1.62965 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.123743 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0146089 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.9841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,2),-0.235442 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0454857 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0250009 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.19549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.68108 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.20179 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.755514 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.05846 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.00447 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.235441 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0413622 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.126373 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.19549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.68108 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.20179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.12086 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.852709 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.979699 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.784255 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.08803 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.987727 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.42365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.145448 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0772909 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.235267 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.326072 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0733188 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.474069 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.159613 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.341391 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.394352 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.396955 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.613655 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.37665 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.700219 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.138 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.0377 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.181487 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0474909 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.288113 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.368043 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.142782 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.514496 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.394236 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.379255 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.45625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),-0.205966 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.194713 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.337744 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.213164 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.582026 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.32726 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.509617 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.551103 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.753914 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.211964 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0310762 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.530694 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.234832 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.357395 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.118922 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.841294 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.17629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.0533295 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.218654 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.261838 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.10803 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.486381 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.06706 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.308702 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.359024 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.844634 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.752836 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.66537 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.121001 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.364089 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.567968 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.650802 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0362557 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.323387 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.473897 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.06219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.328248 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.0949192 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.0171861 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.258576 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.647824 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.047484 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.068844 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.473913 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.06219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.328241 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.812487 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.196175 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.175265 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.286236 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0347162 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.4188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.377334 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.422866 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.2018 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.422997 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.175168 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.959182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.207306 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.201723 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.467776 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.152466 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.42139 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.104537 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.0529564 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),0.126847 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.580211 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.642914 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.02436 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.776529 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.444982 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.41722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.826028 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.238019 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.473533 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.278831 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.301682 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.146493 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.140833 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0837933 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.10716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.901546 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.248388 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.23589 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.823007 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.347785 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.252685 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.169825 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.407902 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.041788 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.198641 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.298754 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.604152 # DEPENDENCYPART_GRANDPAR
