# _root_ Za současného stavu , kdy se léčebna potýká s obrovskými finančními potížemi , by ráda znovu obnovila svoji farmu .
#goldHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,17,17,0,19,17,0,
#predictedHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,8,17,0,19,17,0,
(7,4),(4,16),-0.668757 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.15733 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-2.31887 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.186062 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.819194 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.602642 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.411364 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.08823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.80525 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.748546 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.36651 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.696812 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.641032 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.01138 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.742472 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.52773 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.56274 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.20099 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.660304 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.306572 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.05272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.126095 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.405687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.405939 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0305023 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.432024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.689935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.173456 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.358081 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.623341 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.82828 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.29609 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.01676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.470607 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.470859 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0337396 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.110441 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.231841 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.394548 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.630042 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.60984 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.352944 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.112983 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0757809 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.619353 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0639955 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.172922 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.129968 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.241429 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.658829 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.663645 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.35302 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.03037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.0757793 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.480871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.243283 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.647271 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.59146 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.23901 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.428432 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.428053 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.713262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.239289 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.171415 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.388453 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.389008 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0193237 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.341832 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.740912 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.307866 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.346597 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.19341 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.352945 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0757776 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.312419 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.415681 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.128809 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.658829 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.762409 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.689867 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.22789 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0560778 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0518083 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.418202 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.632087 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.157269 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.717266 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.011056 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.124244 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.440525 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.13509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.720265 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.501178 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.731158 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.500479 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.992068 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.218203 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-1.04971 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.593561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.151084 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.112305 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.4919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.0859545 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.99079 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.879297 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.954468 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.843163 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.34888 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.44544 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.257581 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.02896 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.562346 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.245827 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.157687 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.1445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.191671 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.280838 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.731489 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.628589 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.00149 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.181567 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.748686 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.383424 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0191765 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.206335 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0694821 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.13506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.356439 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.719987 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.5009 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.173362 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.500202 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.22318 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.706787 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.509606 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.0512217 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.270529 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.278564 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.177406 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.104104 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.286196 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.293641 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.346965 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.0721024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.44801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.441267 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0864567 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0262598 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.34016 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.371439 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.431238 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.540825 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.414224 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.0721025 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.201702 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.441267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.285672 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.431238 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.322424 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.39541 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.567648 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.371184 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.15576 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.052871 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.05686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.501131 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.00360263 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.221153 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.183184 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.332596 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.122743 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.358842 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.246124 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.37069 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.728493 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.4722 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.791129 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.650867 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.758795 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.69826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.401626 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.518237 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.299768 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0174307 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.448737 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-1.05003 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.579146 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.559254 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.0722176 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.435776 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0549967 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.325305 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.370705 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.541249 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.606141 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.33649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,12),0.114909 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.528829 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.554954 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-1.01589 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.558938 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.498477 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),0.0395063 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.302957 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.61402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.277044 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.524472 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.306003 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.104688 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.100959 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.412223 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.312242 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.419407 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.565626 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.623226 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.448764 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.00400087 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.322326 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.269518 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.433194 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.362332 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-1.16857 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.566555 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.660943 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.904584 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.251796 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),0.603116 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.0602309 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.243945 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-1.34624 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.650291 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.542827 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.51744 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.57289 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.943185 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-1.42215 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.640087 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.84174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.414191 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),0.377449 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.447347 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.47621 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.909938 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-2.30838 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.373529 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.1878 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-1.66163 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.578298 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.484037 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.438944 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.253846 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.47908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.601903 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.0614439 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),0.829156 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.34746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.879166 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.00658 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.928917 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.29785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.374394 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),1.5813 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0585423 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.211856 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.262071 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-1.10451 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.92959 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.00658 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-2.28211 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.29785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.09779 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.262071 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.779385 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-2.15272 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.08911 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.696793 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.970569 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-2.29081 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.844436 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.24567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.23012 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.567551 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.278869 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.165643 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.380073 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0309681 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.110304 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.99098 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.11984 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-2.97044 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.30467 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.9688 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-2.75599 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.11609 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.47456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.835048 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.172243 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),1.70035 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0876295 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.373812 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.907598 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.266737 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.928571 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),1.90557 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.904641 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.966179 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-2.43878 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.08488 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.892173 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.900005 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-2.2246 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.9306 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.31246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),1.03026 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.367457 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),1.80203 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.540639 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.00630033 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.924701 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.113326 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.469003 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.985362 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.201641 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),1.22898 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.148764 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.411454 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.0454734 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.665145 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-1.46711 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.691764 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.696571 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.943828 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.243204 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.27923 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.84959 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.619228 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.650159 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.837398 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.575593 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-1.37101 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.525185 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.4874 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.532199 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.569684 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.805566 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.278384 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.84308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.352275 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.755768 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.519443 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.817987 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.58028 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.802064 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.31392 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.502842 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.601703 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.758213 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.98043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.489627 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.02967 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.655299 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.67151 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.85995 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.58782 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.998914 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.953429 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.55265 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.786813 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.36128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,17),-0.361192 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.04317 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-2.01454 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.21282 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.938458 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.07411 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.66235 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.870624 # DEPENDENCYPART_GRANDPAR
