# _root_ zeptali jsme se JÁNA LANGOŠE , bývalého ministra vnitra ČSFR : Jaký je váš názor na policejní zákrok , k němuž došlo minulou středu na fotbalovém stadiónu Slovanu v Bratislavě ?
#goldHeads=0,1,1,5,6,1,8,6,8,8,13,13,1,15,13,15,18,16,22,22,20,18,24,22,22,27,25,27,27,29,0,
#predictedHeads=0,1,1,5,6,1,8,6,8,8,0,13,11,15,13,15,18,16,22,22,20,18,24,22,24,27,25,27,27,29,0,
(1,18),(1,20),-0.00574792 # DEPENDENCYPART_SIBL
(1,18),(1,24),-0.107258 # DEPENDENCYPART_SIBL
(1,18),(1,25),0.0313388 # DEPENDENCYPART_SIBL
(1,18),(1,29),0.0636799 # DEPENDENCYPART_SIBL
(1,18),(1,31),-0.0398592 # DEPENDENCYPART_SIBL
(1,19),(1,20),-0.116058 # DEPENDENCYPART_SIBL
(1,19),(1,24),-0.100562 # DEPENDENCYPART_SIBL
(1,19),(1,25),-0.111636 # DEPENDENCYPART_SIBL
(1,19),(1,29),-0.209343 # DEPENDENCYPART_SIBL
(1,19),(1,31),-0.0887311 # DEPENDENCYPART_SIBL
(1,20),(1,24),-0.0407293 # DEPENDENCYPART_SIBL
(1,20),(1,25),-0.0892386 # DEPENDENCYPART_SIBL
(1,20),(1,29),-0.0798022 # DEPENDENCYPART_SIBL
(1,20),(1,31),-0.00537478 # DEPENDENCYPART_SIBL
(1,24),(1,25),0.0236526 # DEPENDENCYPART_SIBL
(1,24),(1,29),0.0571235 # DEPENDENCYPART_SIBL
(1,24),(1,31),-0.052756 # DEPENDENCYPART_SIBL
(1,25),(1,29),-0.00108576 # DEPENDENCYPART_SIBL
(1,25),(1,31),-0.0528286 # DEPENDENCYPART_SIBL
(1,29),(1,31),0.00650342 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0811828 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0129475 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0129475 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.024546 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0159559 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0104393 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0114725 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.058565 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.058565 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.00614144 # DEPENDENCYPART_SIBL
(2,3),(2,7),-0.0411301 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0528395 # DEPENDENCYPART_SIBL
(2,3),(2,10),0.05278 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.112794 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.00745714 # DEPENDENCYPART_SIBL
(2,4),(2,7),-0.0212058 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.119472 # DEPENDENCYPART_SIBL
(2,4),(2,10),-0.118569 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.00745714 # DEPENDENCYPART_SIBL
(2,5),(2,7),-0.0212058 # DEPENDENCYPART_SIBL
(2,5),(2,8),-0.119472 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.118569 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.041231 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.0715025 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0779018 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0906976 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0930341 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.127248 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.230002 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.136159 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0665151 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.00887962 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.122163 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0544645 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0749633 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0683858 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.00878265 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.143759 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.0157446 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.197904 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0863358 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0179837 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.137524 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0743473 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.094784 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0882065 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0408017 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.125869 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.0403126 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0738523 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0569907 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.146181 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0651572 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0819822 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0757343 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0500477 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0624079 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.064149 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0371462 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0329298 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0685484 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0899878 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0564978 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.00821915 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.104764 # DEPENDENCYPART_SIBL
(4,5),(4,22),0.0086147 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0179725 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0116928 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0183957 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0145046 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0328994 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.0324408 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0140688 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0343997 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0420007 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0320675 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0176054 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0210174 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.00630375 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.110164 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0741251 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.00106728 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.118524 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.000489675 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0756693 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0150688 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0924507 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0146733 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.00475907 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.122529 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.00526081 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.00251048 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.280602 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.00640868 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.230002 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.136159 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.242345 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.00887962 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.122163 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0544645 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0749633 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0683858 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.00878265 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0157446 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.197904 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.230547 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0179837 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.137524 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0743473 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.094784 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0882065 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0408017 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0403126 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.109603 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0569907 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.146181 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0651572 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0819822 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0757343 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0500477 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.064149 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0240845 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0013617 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0253945 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00565894 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0191971 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0312346 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.00603878 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0179725 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0116928 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0183957 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0145046 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0328994 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0140688 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0343997 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0420007 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0320675 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0176054 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.00630375 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.110164 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0741251 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.00106728 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.000489675 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0756693 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0150688 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0146733 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00475907 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.00526081 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.280602 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0533048 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0625535 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0511558 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0511558 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00937182 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0212855 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.023267 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0129498 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0932884 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.698925 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0172604 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0225402 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0131628 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0749452 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0749452 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0381926 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0574194 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0593388 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0490216 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.108613 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.611996 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0188114 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0348107 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0173468 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0173468 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00116098 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0599746 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0616718 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0716476 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0231743 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0832838 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.102426 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0176126 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0110567 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00960291 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.159524 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.15808 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.184724 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0312586 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0164515 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.242121 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00930883 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00960291 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.159524 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.15808 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.184724 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0312586 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0164515 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.242121 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00930883 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0383033 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0382825 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0382711 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0618385 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0654445 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.03827 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0158243 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0380658 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0269692 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0743289 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.035025 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0270524 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0412218 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0239623 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.076333 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0386753 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0240455 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0349187 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0887991 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0250714 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0244693 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.03363 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0847271 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0448142 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0932627 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00761186 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.112773 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0397868 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.109118 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00786207 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0204422 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0172895 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0638587 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0123762 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0711865 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00894753 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00765256 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0474349 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0984055 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.318544 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.315954 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.107409 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.252139 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.130067 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0549814 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0171774 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.057039 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00765056 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0414221 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.118238 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.118238 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0586369 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.114576 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0695322 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0632728 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0493754 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0520956 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0755936 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0599655 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0665496 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.022086 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0206579 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0124661 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00772539 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0212866 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0392523 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.027791 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0227239 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.119934 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00302434 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0206579 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0124661 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00772539 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0212866 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0392523 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.027791 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0227239 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.119934 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.00302434 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0647435 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00157355 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00616134 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0626202 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0190046 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00778366 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0120516 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.00140898 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0305161 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0273456 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0188029 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.022493 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0392756 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0849291 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0110477 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0388703 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0602029 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0130238 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0620393 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0949443 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0118502 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0829186 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0071092 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0593329 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.125263 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00838897 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0347586 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0399316 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0366243 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0335102 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00403863 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00368937 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.281631 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.121852 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.00989542 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.00512758 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0133398 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0179755 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0190599 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0343194 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0365465 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0311816 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.11739 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.00598582 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0179755 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0190599 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0343194 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0365465 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0311816 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.11739 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.00598582 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0101765 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0170792 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0839669 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0243093 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0873249 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0088787 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0833382 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0326399 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00205709 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.112736 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.00255882 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0171109 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0303448 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0363502 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0297101 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0389465 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.132262 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0103312 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00614557 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.280696 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0063187 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.136159 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.242267 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.242267 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0679432 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.219106 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.240832 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0415549 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0956424 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0087814 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0687035 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0157436 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.109524 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.109524 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.109065 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0810885 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.108513 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0498968 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0707261 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0500465 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0881385 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.064148 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0133727 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0179758 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0493865 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00896601 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0344643 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0365292 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0312168 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.020535 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.00602168 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0179758 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0493865 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00896601 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0344643 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0365292 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0312168 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.020535 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.00602168 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.152625 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.174971 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0176649 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0842524 # DEPENDENCYPART_SIBL
