# _root_ Ať už podnět ke změnám přišel zvenčí nebo ne , určitě vzbuzuje naději , že povede ke zchlazení výbušné atmosféry v zemi .
#goldHeads=8,1,6,3,4,1,6,10,8,0,12,10,12,15,13,15,16,17,20,18,20,21,0,
#predictedHeads=6,3,6,3,4,0,8,6,8,12,12,8,12,15,13,15,16,17,20,18,20,21,0,
(1,8),(8,19),-0.19431 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.0305652 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.618965 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.18356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.282161 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.085153 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.145954 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.0861585 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.0239116 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.121762 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.0375653 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.269283 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.000392212 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.334759 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.285786 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.219828 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.469628 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.372449 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.413439 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.764437 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.92575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.518915 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.890538 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.864211 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.587173 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.57965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.278217 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.446737 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.324693 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.523616 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.489023 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.513514 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.457839 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.515849 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.129939 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.234103 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.497351 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.47923 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0440708 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.17715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,8),-0.54326 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.979134 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.19827 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.23119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0424658 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.11844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.11726 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.156714 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.163723 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.505973 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.123691 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.857068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.814681 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.278857 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.177569 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.623889 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.416904 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.17064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.542978 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.118886 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0424761 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.14366 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.187363 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.151989 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.213291 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.718517 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.544697 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0390364 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.256325 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-1.0629 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.657586 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.423494 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.573982 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.38911 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.571972 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.156575 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.233302 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.329826 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.934433 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.656481 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.391768 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.40271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.595286 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.350583 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.138713 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.182294 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.195441 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0836588 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.260277 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.718388 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.754138 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.274685 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.271296 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-1.07721 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.240349 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-1.45357 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.400273 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.864072 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.475462 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.31799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,7),-0.179622 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.118137 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.217815 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.2246 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.725785 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.408841 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-1.0772 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.623778 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.418147 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.19475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.516939 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.143 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.152837 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0178974 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.05119 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.394796 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.142787 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.181245 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.547572 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.0753689 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.266255 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-1.06773 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.27479 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-1.25101 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.672185 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.660461 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.47843 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.278688 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.252375 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.446988 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.704139 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-1.24524 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.0613496 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.861251 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.313958 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-1.6771 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.528472 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-1.0876 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.584741 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.786679 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.148247 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.199008 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.36414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.630044 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.508588 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.239905 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.461086 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.392757 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.766434 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.704989 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.422116 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.149541 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.40021 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.10975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.176323 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0792568 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.607071 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.528648 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.10474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.0564521 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.256445 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.294958 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-1.17149 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.634596 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.420684 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.49023 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.31714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.32261 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.253717 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.319927 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.225717 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.12807 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.3558 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.3138 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.707444 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.282086 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.459675 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.748949 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.524566 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.17562 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-1.36391 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-1.25651 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.574195 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.12932 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.55554 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.296536 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.987338 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.17702 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.624744 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.348306 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.156992 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.170895 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0972312 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.79633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.05136 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.269132 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.33668 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.457259 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.19879 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.487897 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.183182 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.97167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.529783 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.437416 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.602639 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.502153 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.52824 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.00229 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.63598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.00970806 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0989359 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0504228 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.127653 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.157466 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.492681 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.49635 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.277418 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.098635 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.739144 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.327806 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.31932 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.552733 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.474359 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.954352 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.197635 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0134221 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.188758 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.883875 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0298867 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.404564 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.187816 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.492855 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.132864 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.389081 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0745304 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.169769 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0281194 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0509038 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.315825 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.96168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.211752 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.117947 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.343668 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.734896 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.166638 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.622952 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.375383 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),0.00811321 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.27358 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.166678 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0312109 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.505857 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0416452 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.96169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.211747 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.194035 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.338478 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.251665 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.15497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.202808 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0159799 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.0441518 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.492405 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.550257 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.450788 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.575158 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.738337 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.34295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.392566 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0181039 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.000304037 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0381177 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.204883 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.241125 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0522601 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.18094 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.375757 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.00361069 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.302671 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-1.44896 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.51866 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),0.0573084 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.0701423 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.450577 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.305049 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0941698 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0305868 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.13793 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.146734 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.304176 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.408449 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.555169 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.57443 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.540887 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.861979 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.47706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.443853 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.429099 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.187485 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.114216 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.767046 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0293875 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0471284 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.156492 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.941689 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-1.67469 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.0240544 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.338712 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.251898 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.16021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.657828 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.469109 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0399482 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.306145 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.220886 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0511063 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.101179 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.234376 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.388729 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.230844 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.373166 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.117906 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.29049 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.40038 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.42741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.3444 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.440714 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.326681 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.429355 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.110884 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0352712 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.103481 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.205745 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.518683 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.134912 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.57905 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-1.63974 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.79418 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.165467 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0746759 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0393403 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0668102 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.355545 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.164953 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.0637172 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.354592 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-1.43174 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.47706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,9),-0.187485 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.398167 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.029316 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.273178 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.00154882 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.156492 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.941689 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0505204 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.55149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,10),0.555087 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.215024 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.34712 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.313721 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.502523 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.136186 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.15565 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.691559 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-1.56084 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.907547 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.134395 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.270179 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.231073 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.475154 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0863023 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.198831 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.1049 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.42259 # DEPENDENCYPART_GRANDPAR
