# _root_ Předseda Halík považuje Wintrovo jednání za jistou odplatu Spartě z doby , kdy byl požádán , aby projednal odstupné za sparťanského hráče Františka Kučeru v Chicagu .
#goldHeads=2,3,0,5,3,3,8,6,8,8,10,15,15,15,11,17,15,17,18,19,22,24,24,20,24,25,0,
#predictedHeads=2,3,0,5,3,3,8,6,8,8,10,15,15,15,11,17,15,17,18,18,22,24,24,20,24,25,0,
(3,10),(3,13),-0.0318308 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0594798 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0717583 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0444509 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.0506278 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0717583 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0201557 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0857588 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0196646 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0288329 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0188719 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.00860607 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0196646 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.0198391 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.00860607 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.1315 # DEPENDENCYPART_SIBL
(3,11),(3,25),0.0775742 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0782412 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.102612 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0979354 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.122803 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.0610889 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0979354 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.107535 # DEPENDENCYPART_SIBL
(3,12),(3,25),-0.204024 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0176713 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.000515919 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.0376913 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0108233 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.000515919 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.0410384 # DEPENDENCYPART_SIBL
(3,13),(3,25),0.0391808 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.226391 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.00567497 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0226343 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.226391 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.0635324 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.160688 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.00357888 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.0263056 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.231079 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.05333 # DEPENDENCYPART_SIBL
(3,15),(3,25),0.152819 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0610889 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0979354 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.107535 # DEPENDENCYPART_SIBL
(3,16),(3,25),-0.204024 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.0288013 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.0205958 # DEPENDENCYPART_SIBL
(3,17),(3,25),-0.0427132 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.05333 # DEPENDENCYPART_SIBL
(3,18),(3,25),0.152819 # DEPENDENCYPART_SIBL
(3,20),(3,25),-0.128357 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.130308 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.033237 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.276068 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.000938607 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0870783 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.00640873 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.019145 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0191379 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0626387 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0193004 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00167281 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.267995 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00482724 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0831435 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00276015 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00581926 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00581221 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0674355 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0131162 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00448855 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0785037 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.076808 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.119328 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0766508 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0766519 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0469412 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0154248 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.015402 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0450902 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0887988 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0342442 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0342442 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.026979 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0192258 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00338481 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00731633 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.00885282 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00885539 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0251677 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0465552 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0191168 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0351924 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0351924 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00650928 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.011275 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.00110867 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0613609 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0411783 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.00900357 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0112245 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0407693 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00853186 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0107527 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0411253 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0179413 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.274641 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0820097 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.115148 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.115248 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.115484 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0852626 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.716945 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.716945 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.717419 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.098412 # DEPENDENCYPART_SIBL
(6,8),(6,9),-1.35892 # DEPENDENCYPART_SIBL
(6,8),(6,11),-1.36704 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.238134 # DEPENDENCYPART_SIBL
(6,9),(6,11),-1.36704 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.238954 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.24516 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0337392 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0810974 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.000553631 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.000242288 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0413205 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0198834 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.013764 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00582127 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0100197 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.089028 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0482706 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0209414 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.100896 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0205589 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0577441 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0902679 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0798034 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.095577 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00608984 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0421759 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0140359 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0117006 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0110255 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00481552 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0910914 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.018369 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0756555 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.01158 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00896421 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0111851 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0182184 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.035557 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.027953 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0658537 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0426697 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0405214 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0125149 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.015154 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0173749 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0234915 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00632831 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0135115 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.011952 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.267642 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0896 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0807084 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0333282 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00192514 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0309591 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00155836 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0333282 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0497573 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0369124 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00352062 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0315297 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0170966 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.000530994 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.105817 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.000530811 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00581381 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0110835 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00544703 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0134527 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0545542 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0235866 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0241167 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0299121 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0109124 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00669229 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.100279 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.00669211 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.184097 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.000553631 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.184527 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0413205 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0198834 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00835887 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.013764 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00647621 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00936478 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.089028 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00936472 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00693901 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.000864548 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0505523 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0143946 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0337204 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0254875 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00819161 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0094131 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.113773 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00941291 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.18353 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0421759 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0140359 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0113911 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0117006 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0116804 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00416058 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0910914 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00416052 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.054559 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.023587 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0240845 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0299121 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0124109 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0051938 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.100266 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00519362 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.035557 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.105469 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.027953 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0658537 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0426697 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0405214 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0426697 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0446496 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0125149 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.015154 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0173749 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0234915 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0173749 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0421236 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00138932 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0141743 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.000501586 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0141743 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00632831 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0135115 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.011952 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0135115 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.267642 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0896 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.267642 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0807084 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.259556 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0266291 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.100666 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0323833 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0847984 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.19215 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.529386 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.100465 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.185333 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.185333 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0212833 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0184525 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00772161 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0211796 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0053386 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0184525 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0988516 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00533866 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0126079 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.106561 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0258155 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0301892 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0162904 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00131427 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0258155 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.101278 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.00131409 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.105715 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0259095 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0301892 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0169181 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.000686601 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0259095 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.101278 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.000686418 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.056271 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0558777 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.094983 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0850169 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.056271 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0558068 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.085017 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.041012 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00362657 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0164115 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00148757 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00261392 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0164115 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00509261 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0147472 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0557543 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0108725 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0147472 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.268828 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0345364 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0906274 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.268828 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.024532 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0817358 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.260742 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00261392 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0164115 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0286745 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.00581604 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.158091 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0344501 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.00181928 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0272829 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0345232 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.00581604 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.00533305 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0420167 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0330668 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0854816 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.00198123 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0102678 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.00337879 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0594467 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0102679 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.161561 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0277203 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.00705996 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0214831 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0277934 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0110567 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0105737 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.036481 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0383075 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0614919 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0287644 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0164705 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00927672 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0325385 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0164705 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0755827 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0479938 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0246286 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0756156 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.052143 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0521459 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0913203 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0343552 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.082954 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.641844 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.67208 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0463781 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0322142 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.67208 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0139289 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0714907 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.100014 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0127103 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.012713 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0206731 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.00422643 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0584517 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0136932 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0112263 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0313935 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.018339 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0112263 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0398842 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0379754 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0122078 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0126908 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0548821 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.015043 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0637135 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0186941 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00640027 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00805554 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0556115 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.00640021 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.00442022 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.00823968 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.00824336 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00432583 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.00735851 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0312137 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00599838 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00267011 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0149994 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0219674 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00267011 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0130312 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0130339 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0206703 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.00390551 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0529996 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00981149 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00734461 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0264258 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0237911 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00734461 # DEPENDENCYPART_SIBL
