# _root_ Namísto prezidenta Borise Jelcina , jehož účast na slavnostním uvítání vojáků se původně očekávala , z tribuny k vojákům promluvil ruský premiér Viktor Černomyrdin .
#goldHeads=20,4,4,1,14,7,14,7,10,8,10,14,14,4,14,20,16,20,18,0,22,24,24,20,0,
#predictedHeads=14,4,4,1,14,7,14,7,10,8,10,14,14,15,0,20,16,17,18,15,22,24,24,20,0,
(5,8),(5,9),0.00103476 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0781589 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.133423 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.118875 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.00120992 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.119491 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0373667 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0195132 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.041441 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0154095 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0414409 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0584059 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0198869 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0352269 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0198875 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0568266 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.014818 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0568266 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0494591 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.362465 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0429737 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.125503 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.130373 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.129278 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0262644 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0177948 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0190118 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.126917 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0769926 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0997659 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.130978 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0282196 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0283223 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0640272 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0741922 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0337311 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0735847 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0537178 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0416884 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.034259 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00944747 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00332127 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0953798 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.000851301 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0164073 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.026446 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00137216 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0119288 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.016666 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0695528 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0722685 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.012102 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0201382 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00936978 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0855192 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00327666 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0145238 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0245625 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00371038 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00334005 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0248016 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.079362 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0642973 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0201565 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00936773 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0853228 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00299095 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0148724 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0249111 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00335183 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00364919 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0246007 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0795584 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0641578 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0342651 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0231999 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0149534 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0045137 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0116865 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0254806 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00802151 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0598399 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0459346 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.061025 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0651177 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0779141 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0677449 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0739789 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0434308 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00560496 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0941617 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0192995 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0556532 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00472272 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0154349 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0142448 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0705028 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00492362 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0618865 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0480221 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.00338355 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0331063 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0362137 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00232628 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00318131 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0174027 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.00196455 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0432996 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0704931 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0055168 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00969547 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.033986 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0473526 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0558395 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0104949 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.014356 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0047935 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0475952 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0609322 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0148687 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0911768 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.117011 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.105696 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.020945 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00365948 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0280963 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0124333 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.026157 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.105021 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.3813 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0089224 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00655712 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00208592 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00706528 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0338176 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00645575 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00088714 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0294505 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.755558 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.755405 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.193424 # DEPENDENCYPART_SIBL
(8,10),(8,11),-1.46393 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.585094 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.585154 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0768876 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.128118 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0262464 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0247245 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.06372 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0722894 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0989653 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0790983 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0722914 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0139923 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.125051 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0719784 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0462269 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00552814 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0538043 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0211485 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00552916 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.032815 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0405112 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0841565 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.107498 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.134196 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.113333 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.1075 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00476333 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0187381 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0086703 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0521026 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0196347 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.00866972 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00658729 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0162307 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0182695 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0316065 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0162289 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0196601 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.104664 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0933497 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0196595 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00989885 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0416546 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.259557 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0976258 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0420533 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.00324518 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0415648 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0341353 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00329011 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0395953 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00572909 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0357213 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.031331 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0010029 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.014424 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0163721 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0437777 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0193931 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0119784 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00940094 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0171311 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00672781 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0132571 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0339264 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00334112 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0058352 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0245076 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0535869 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0175096 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00939889 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0171423 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00677661 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0132683 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0334106 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00298258 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00614434 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0243067 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0537833 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0178582 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.126898 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.124406 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.122742 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0196913 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0463109 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00512022 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0912065 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0543512 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0665432 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00673939 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0161603 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0334756 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00786121 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00488567 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0158049 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0546363 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0204224 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.184438 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0095677 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0133402 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00113893 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0161847 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0584747 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0102851 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0333527 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00292387 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00625246 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0240904 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0540041 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0208258 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0589314 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0133237 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0155236 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.210598 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0655481 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.019624 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0934265 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.102044 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0470121 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0202946 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0125381 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00232473 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00219202 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00759213 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0275073 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0539748 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0540577 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00344744 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0524116 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0216931 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0449563 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.105711 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0457375 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.116798 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0385425 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0470713 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0401398 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0449463 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.269805 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0916686 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0337677 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0503002 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0774583 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0401358 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0401545 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0873105 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00983882 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0320883 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0495072 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0332222 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.00343982 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0484962 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0246899 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0324264 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0209029 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0332138 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0332222 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.183401 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.193466 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.14932 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.152194 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.170612 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.000186089 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.175081 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.185739 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.189747 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.00774168 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.00644352 # DEPENDENCYPART_SIBL
(14,2),(14,15),-4.09492e-05 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0400993 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0424241 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0316771 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0353845 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.013384 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0411471 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0580149 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0379633 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0398515 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.196662 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.147024 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.151851 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.174401 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00694056 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.174624 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.189528 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.193537 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.00809721 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00678798 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0013442 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0318868 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0413072 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0389749 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0342676 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0149881 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0397369 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0568979 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.0368463 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0387346 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.147102 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.151913 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.174458 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.00703162 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.174712 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.189586 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.193594 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.00803363 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00672317 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.00206666 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0326146 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0416706 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0381331 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.034631 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0154204 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0402897 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0572613 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0372097 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.039098 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0277063 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0468267 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.036128 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00865834 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0256325 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0182374 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0261305 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0701407 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.181693 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.001044 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0011776 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0099216 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.00435841 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.000574656 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0287548 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0229836 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.00401968 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.0011776 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.00522074 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0489204 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0518656 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0101895 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0113164 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00769899 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.00412941 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.111684 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0680545 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0556347 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0172877 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0400336 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0483265 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.15332 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0677424 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0556402 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0556347 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0303232 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.186661 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.199899 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.203907 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00402847 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0112364 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00734948 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0383124 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0480749 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0297752 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0410353 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0249814 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0434782 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0636656 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.043614 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0455023 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0848381 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0423457 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0423644 # DEPENDENCYPART_SIBL
