# _root_ Obávám se , že Ivanu Hlinkovi a Stanislavu Neveselému zbyla už právě jen ta slepá víra v boží zázrak , který se nepochybně sám od sebe nedostaví .
#goldHeads=0,1,4,1,6,7,10,9,7,4,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,19,0,
#predictedHeads=0,1,4,1,6,7,4,7,10,7,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,16,0,
(4,7),(4,20),0.0175821 # DEPENDENCYPART_SIBL
(4,7),(4,27),-0.405601 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.00154213 # DEPENDENCYPART_SIBL
(4,10),(4,27),-1.12028 # DEPENDENCYPART_SIBL
(4,20),(4,27),-0.466132 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0592207 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0507589 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0738523 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00150245 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0738523 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.142263 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0440518 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.142263 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.034465 # DEPENDENCYPART_SIBL
(5,2),(5,27),0.0440566 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0923243 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0082987 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0158522 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0082987 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0214886 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00352946 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0214877 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0302783 # DEPENDENCYPART_SIBL
(5,3),(5,27),-0.00605881 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.177356 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0115588 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.177356 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0867264 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.126213 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0867264 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.161399 # DEPENDENCYPART_SIBL
(5,4),(5,27),-0.12599 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.304769 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0600277 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0348825 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.011624 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0348825 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.134483 # DEPENDENCYPART_SIBL
(5,6),(5,27),0.0116566 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00790309 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00118672 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0126234 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.00118672 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.194601 # DEPENDENCYPART_SIBL
(5,7),(5,27),0.0126306 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0348825 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.011624 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0348825 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.134483 # DEPENDENCYPART_SIBL
(5,8),(5,27),0.0116566 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00788769 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.108925 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0246305 # DEPENDENCYPART_SIBL
(5,9),(5,27),0.00789198 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0137666 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0792395 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.259556 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0226889 # DEPENDENCYPART_SIBL
(5,15),(5,27),0.00789198 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.00334835 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0131005 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.177356 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0153841 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.106773 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.00605412 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.140624 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.138531 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.138531 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.150222 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0633333 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.478939 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00575065 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0509155 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.028142 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.012874 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0633333 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.157639 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0163244 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.153328 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0119204 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.481874 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0363527 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.102111 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.118515 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.118515 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0417094 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0510625 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0315656 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0948543 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.139072 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0234774 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0169765 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0510625 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0417103 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0215224 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0389709 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0271567 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.0340742 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.248106 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.00415843 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00416525 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0180496 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0141173 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0225526 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0977296 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0888751 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0243264 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0396481 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0141183 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0125939 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0437863 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0120222 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0343656 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0233031 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.13589 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.135076 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.108349 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0437858 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.115465 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0169218 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0372947 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0125779 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0519851 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0437858 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.114089 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0968746 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.110131 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0209064 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.112738 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0160994 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.048762 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0329005 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0267176 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0172301 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.095733 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0492142 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0105636 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0329005 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.05938 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0621127 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0445015 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.030558 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0234391 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0487934 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0329004 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0267031 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.01723 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.095733 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0492141 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0105637 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0329004 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0594113 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0590023 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0445328 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0305579 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0234246 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00539084 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.48034 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00655126 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0229853 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0758008 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00411822 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.00539084 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.034495 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0322107 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0351748 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0521956 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.480211 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.477235 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0190423 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0433856 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.102152 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0761271 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.294797 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.193283 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0244532 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.193283 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0173418 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.477184 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0364913 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00117515 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0693818 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0135755 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0290387 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0325192 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0601146 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0309358 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0218668 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.828876 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0133763 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0478796 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.160838 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0193646 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0311248 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0841256 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0315491 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0231387 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.159597 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0167773 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0752843 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0388432 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0570612 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.015351 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0566388 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0666594 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.259867 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0278122 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0522109 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0682412 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0758849 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0682413 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0833102 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.381693 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0235689 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0124952 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.11418 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.010771 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0139957 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.339632 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.193283 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0263948 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.193283 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.017358 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.477184 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0126705 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0368421 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0571107 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.480212 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.000105733 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0241622 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.469105 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0439162 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.476294 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.284829 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00831198 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00367778 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0051652 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00367778 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0259165 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0969364 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0144882 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0312207 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.00584874 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00209514 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0129551 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00209514 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0249422 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0260238 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0139438 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0239804 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.0125095 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00788769 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.108925 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0280269 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0246499 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0280151 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0768156 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.00789198 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0137666 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00879871 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0792589 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0072324 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0376116 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.259556 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0280269 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0227083 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0280151 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0768156 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.00789198 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.113335 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0640038 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0300105 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.0100294 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0142693 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0209606 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.00332916 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0284227 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0154973 # DEPENDENCYPART_SIBL
(8,24),(8,27),-0.0083194 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0173635 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0965291 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0965291 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.123122 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0965291 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.128527 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00298258 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0159644 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0262716 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0260707 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0219892 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.196564 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.196571 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.218604 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.196571 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.184535 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.243689 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.190715 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.323919 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.338536 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.324383 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.119771 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.145116 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.119771 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0106885 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0655722 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0406411 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.00700445 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0660886 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00789481 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.145116 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.119777 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0106741 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0655722 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0406411 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00703563 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0629783 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00786362 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00835627 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0271167 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0446001 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0329581 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00914025 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00101607 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0131848 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0106741 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0655722 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0406411 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00703563 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0629783 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00786362 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00483519 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0348938 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0117794 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0900547 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0101945 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0377113 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0429479 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0783351 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0433706 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0219018 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0842066 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0236276 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0910556 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.112098 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0225714 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0401399 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0918152 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0863146 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0121977 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0121886 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0272649 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0121886 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0686469 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0657356 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.104196 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.113784 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0446947 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0169307 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0426382 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0288111 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0225054 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.018503 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0113786 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.00113406 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.000422106 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0116511 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.215941 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.026235 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0264207 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0264298 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.00400307 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0264298 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0435028 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.206805 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.254209 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.172331 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.167197 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.311535 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0723562 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0626546 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.316927 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0515764 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0344897 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0747848 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0190898 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.0101396 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0125725 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.023599 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0236212 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0325126 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0236212 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.00746573 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0423279 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.175191 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.134865 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0411064 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0279654 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.015389 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.000936172 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.033898 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.00668616 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.181227 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0313696 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0108644 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.00110249 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.117603 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.116776 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.119201 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.116776 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.169419 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.138921 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.209526 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.165998 # DEPENDENCYPART_SIBL
