# _root_ Povstání zkomplikovalo plány nacistů na obranu Karpat , připoutalo nemalé nacistické jednotky na Slovensko , rozrušilo komunikační systém v týlu fronty a vytvořilo nebezpečné ohnisko nepokojů .
#goldHeads=22,22,2,3,3,5,6,22,22,12,12,9,9,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
#predictedHeads=2,8,2,3,3,5,6,22,22,12,12,9,12,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
(2,19),(2,21),0.0464144 # DEPENDENCYPART_SIBL
(2,19),(2,22),-0.114486 # DEPENDENCYPART_SIBL
(2,19),(2,25),0.0465584 # DEPENDENCYPART_SIBL
(2,19),(2,26),0.0465584 # DEPENDENCYPART_SIBL
(2,21),(2,22),-0.23265 # DEPENDENCYPART_SIBL
(2,21),(2,25),-0.101111 # DEPENDENCYPART_SIBL
(2,21),(2,26),-0.101111 # DEPENDENCYPART_SIBL
(2,22),(2,25),-0.0126724 # DEPENDENCYPART_SIBL
(2,22),(2,26),-0.0126724 # DEPENDENCYPART_SIBL
(2,25),(2,26),-0.100296 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.265262 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0216114 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.123713 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0224288 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0220633 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0094178 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.00317757 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.00358139 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.123713 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0094178 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0070371 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0668318 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.14495 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0687957 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0664879 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0213463 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.117939 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.117909 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.14495 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0213463 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.0455563 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.104759 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0606366 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0600398 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0116527 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0348785 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0348785 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.104759 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.0116527 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.304773 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0302562 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0314607 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.00934772 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.00739707 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.00739825 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0340983 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.00934772 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.164795 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0620538 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.00967275 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0348826 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0348826 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.104617 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.00967275 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.304922 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0116568 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0348826 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0348826 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.104763 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0116568 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.304769 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0137675 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0137666 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0035335 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.259556 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.250246 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.108925 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0189237 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.00789198 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.115709 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0189319 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.00787434 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.115552 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.00934772 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.164795 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.250246 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.265262 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0123716 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.120395 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0224289 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0220634 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0094178 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.00317757 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.242842 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.141632 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0687957 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0664878 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0213463 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.117939 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.11841 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0279724 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0276069 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.00381465 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.00736854 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0279948 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0291993 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00934919 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.00739449 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0643166 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00967275 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0348786 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0116568 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0348786 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0137715 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00654239 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00880866 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0349076 # DEPENDENCYPART_SIBL
(5,6),(5,7),-1.46101 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.268964 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.262709 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0384828 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.01089 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.107422 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.177156 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.173811 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.042523 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0236014 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.107422 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0329858 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0389395 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00960033 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0315526 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0315526 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0685001 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.102272 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.00960033 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.293361 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0145635 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.01813 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.01813 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.011312 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0329317 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0145635 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0701938 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0145875 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0145867 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00137739 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00313258 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.259765 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.243697 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.109743 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0333288 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0193216 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00768474 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.109158 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0316904 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0193299 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0076671 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.109001 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.113867 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0135998 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.289117 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.00914411 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.158241 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.243697 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0134506 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0543497 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0167108 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0283279 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00381465 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00736854 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00777236 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0565366 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0165624 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0240845 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00584874 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00327193 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00367575 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0480713 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0108807 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.10741 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.177149 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.173804 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0242313 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00576585 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00326368 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0036675 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0141743 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0190393 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0190393 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0137675 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0137666 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.108925 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.141604 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.00852729 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00852718 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0184025 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0117332 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00852729 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0169581 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.00727888 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0498121 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0498121 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0542701 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0498598 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0498121 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.689869 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0477583 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0110501 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0171499 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0142561 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0110502 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0129297 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00505802 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0148081 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0142626 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0110567 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.014972 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00930883 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0283215 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0281885 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0291691 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.000907507 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0109725 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0145709 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00890644 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.014972 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00930883 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0471175 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00492217 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.198613 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.19897 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0202173 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.189421 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.19897 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.156974 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.049876 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0457561 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.057165 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00202134 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0429886 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00949287 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0196585 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0461397 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0494225 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0157836 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0470547 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0457936 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.014369 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0196921 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.0470547 # DEPENDENCYPART_SIBL
(9,1),(9,26),-0.0470547 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0107072 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0110642 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00150953 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00812399 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0110642 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0918244 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0206156 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0169301 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0144325 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0364606 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00785642 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0113785 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00700023 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.016948 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0115009 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0288115 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0145784 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0160462 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0199271 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.00323618 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0145784 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.0145784 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.190498 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0133262 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.180949 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.190498 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.148799 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0371489 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.033029 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0467956 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0107362 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0326192 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0127062 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0206431 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0334126 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0390531 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00706871 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0366853 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0354242 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.00301351 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0206767 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0366853 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.0366853 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00726167 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.179555 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.189104 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.147224 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0429096 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0387897 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0520427 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0149401 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0378663 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00191079 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0156261 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0391733 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0443002 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00286482 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0419324 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0406713 # DEPENDENCYPART_SIBL
(9,4),(9,22),1.77889e-05 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0156597 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0419324 # DEPENDENCYPART_SIBL
(9,4),(9,26),-0.0419324 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0385314 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0412928 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.290882 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.138139 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.127793 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0132946 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0218933 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.000563531 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00841778 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0586459 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.127795 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0168322 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0575104 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.00207485 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00241111 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.00148172 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0586563 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.00207485 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.00208828 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.185692 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.143794 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0443311 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0402112 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0518131 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0125173 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0376367 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00355932 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0171183 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0405948 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0440705 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00618969 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0417028 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0404416 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00141842 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0171519 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0417028 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0417028 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.147224 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0429096 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0387897 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0520425 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0149401 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0378662 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00191079 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0156261 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0391733 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0443 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00286482 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0419322 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0406711 # DEPENDENCYPART_SIBL
(9,7),(9,22),1.77889e-05 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0156597 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0419322 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.0419322 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0319138 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0274263 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0100512 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00320372 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00825699 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.181764 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00056589 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0288746 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0318675 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.000399576 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00118308 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00107991 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.00625435 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.000576651 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.00118308 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.00118308 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.34787 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.108403 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0206832 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.114475 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0532616 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0484323 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.347886 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.116664 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0319495 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.112624 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.112683 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0699791 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.048422 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.112624 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.112624 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.102896 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0184816 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.108967 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0493904 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.050629 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.345685 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.111156 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0297479 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.107116 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.107175 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0674808 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0506186 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.107116 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.107116 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.024597 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.122306 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0152934 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0182943 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0183503 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.117547 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0612262 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.115832 # DEPENDENCYPART_SIBL
