# _root_ Tím , že Schumpeter opouští abstraktní schéma tržní ekonomiky a zkoumá kapitalistický systém , je blíž klasické škole a Marxovi než Marshallovi a Walrasovi .
#goldHeads=15,3,1,10,10,7,5,9,7,3,10,13,11,3,0,15,18,19,16,19,16,23,21,23,0,
#predictedHeads=15,3,1,5,10,7,5,9,7,3,10,13,11,3,0,15,18,19,15,19,16,23,21,23,0,
(5,7),(5,10),-0.248181 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0162976 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0168737 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.116263 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0131502 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0107947 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.116279 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.248181 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.248181 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.110074 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0674845 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.050609 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.345671 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.11191 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.049584 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0808859 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.109603 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0674845 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0674845 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.251089 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0207061 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0224028 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.119743 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0210955 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0185618 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.11976 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.251089 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.251089 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0368184 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0523831 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0260498 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.00250443 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0337396 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0202435 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.245039 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.245039 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0974958 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0272061 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00313254 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.00493056 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0311317 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.140643 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.140643 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.111864 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0495201 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0808421 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.109558 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0674824 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0674824 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0376995 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0038232 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.115551 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.256466 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.256466 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.046565 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.112388 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.139897 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.139897 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0263682 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0606189 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0606189 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.2482 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.2482 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.245039 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0107793 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0116671 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0721848 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.112841 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0695241 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0456435 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0370507 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00314118 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0695373 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0624364 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0748632 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0370507 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0923243 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.266484 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0542167 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0198912 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0027552 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0158522 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00660325 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0219984 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00612677 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0196923 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0158522 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0128764 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.298366 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0867038 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.14721 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0115588 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.126531 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0862167 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.174243 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0879626 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0115588 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00518766 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00403439 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0350733 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00641811 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0104952 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00405332 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0202776 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.00230813 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.00641811 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0925595 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0277694 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0180456 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0114773 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.100262 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00950038 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0980812 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0180456 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0354376 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.115566 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00782703 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.108948 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0313014 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.108952 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.115566 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.306724 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00663963 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0244561 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0659011 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0244486 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.306724 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0126053 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00118672 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0130501 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00119165 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.252835 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0137666 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00246942 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0137709 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.250246 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0312799 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.108974 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.115587 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0351051 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.308023 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.116177 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.147565 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0163334 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0154883 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0136299 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0369315 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00335899 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00961644 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00359666 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0347972 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.250245 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.11283 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.110784 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0519472 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.155234 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.112972 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00637599 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.011975 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00444211 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.183427 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0258428 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00165248 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.014922 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0449288 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00978325 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0881452 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0354956 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00978325 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0358002 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0191429 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0138009 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0590961 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.043464 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0206164 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00191552 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0488019 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0565936 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.00433377 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.00516124 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.00516124 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0560494 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.248106 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.00416512 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0299786 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.01892 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00416525 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0232889 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0184589 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.023299 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0141173 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0533213 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0343656 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0235424 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00855884 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.01595 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0214871 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0180496 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0180496 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0147587 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.135076 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.18014 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.216874 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.135076 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.217647 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.14654 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.112738 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0437858 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0757144 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0209064 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.141333 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00713224 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0444984 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.109157 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.108349 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.108349 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.290464 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0478954 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.266605 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.01669 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.267884 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0347796 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0136706 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0312657 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.101126 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0231456 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0557983 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0323135 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0319776 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0491658 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0462653 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0462653 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0296598 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.19366 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.136477 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.194878 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.1514 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.484564 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0674653 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.115869 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00778572 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.432616 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0304043 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0681784 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.155162 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.154353 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.154353 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0243619 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0266925 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0206912 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0160208 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.218223 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.64664 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0387018 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0311967 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.283948 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0772307 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.64506 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00454262 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0036116 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0036116 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0302205 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.266692 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0341827 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0234267 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0329011 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.105459 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0305579 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0655543 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0339495 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.033613 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0514838 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0485832 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0485832 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0255775 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0145963 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.226089 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.640448 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.031288 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.039833 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.291854 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0815084 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.638868 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0119564 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0110253 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0110253 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0458215 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0514415 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0568164 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0590694 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0567116 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0935691 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0554733 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0575283 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00509429 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.00219373 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00219373 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.050298 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0290283 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0119286 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0186842 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.88173 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.000924133 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0290283 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0254791 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0260586 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0260586 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.310971 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.202755 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0173418 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.534048 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0387691 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.294797 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.193867 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.193283 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.193283 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0464601 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0638423 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.553102 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.013341 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00606756 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.032633 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0320535 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0320535 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.095233 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.32637 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0337378 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0480531 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0374515 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0353391 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0353391 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0637265 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0344522 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0324126 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00572436 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.00630383 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.00630383 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.354267 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0017117 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0160214 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0183588 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0183588 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0222541 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.193867 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.193283 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.193283 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0466189 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0345584 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0345584 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0926454 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0344924 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0925773 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.0925773 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0226426 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0226426 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0237615 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0250122 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.00827002 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.122083 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00113892 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.113452 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.018211 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0450583 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.123873 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.00344266 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.00752837 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.00330978 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0971593 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00330978 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.00752837 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.00330978 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.188143 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.178941 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.197989 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0427737 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0356408 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0503446 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0686299 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0276041 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0123318 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0356402 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0396077 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00924932 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0439487 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0474415 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0439487 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.00924932 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0439487 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.182813 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.202577 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0470865 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0357299 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0414496 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0548727 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0376897 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0124214 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0357292 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0347408 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.00209513 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0390819 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0388395 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0390819 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.00209513 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0390819 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0546578 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0462474 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0857741 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0612515 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00276213 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.139036 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0691947 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0853397 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.068489 # DEPENDENCYPART_SIBL
