# _root_ Doposud jsme byli zvyklí na to , že školy organizovaly nejrůznější soutěže , zájezdy nebo přehlídky a peníze na ně byly vždy nějakým způsobem zajištěny .
#goldHeads=3,3,0,3,4,5,8,6,10,17,15,15,15,15,10,15,8,25,18,19,25,25,24,25,17,0,
#predictedHeads=3,3,0,3,4,5,8,6,10,8,12,10,15,15,10,15,15,17,25,19,25,25,24,25,17,0,
(5,6),(5,9),-0.994575 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.337077 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.586968 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.639798 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.105647 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.119795 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0883398 # DEPENDENCYPART_SIBL
(6,1),(6,8),9.49948e-05 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.197992 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0261391 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0305662 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.00284666 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0317203 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.036537 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.165981 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.066956 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0467062 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.077187 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0775421 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0472283 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0975694 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.202218 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0590002 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.00294753 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.00672081 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0544417 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0538814 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00892146 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0669658 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0654365 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.104089 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.140721 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.298617 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.39325 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00977707 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.172844 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.26951 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.221919 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.289874 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.313899 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0712899 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0226552 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.696845 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0227018 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0139476 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0525277 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.256456 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.162965 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.15422 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0771566 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0302535 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0269514 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0138454 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.17327 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.155934 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.371671 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00625765 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.142897 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0681205 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0481929 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0733479 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0192919 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.00284571 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.496423 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0324941 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0168902 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.276822 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.419693 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.516093 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.496869 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.214538 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00170439 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.590645 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.816395 # DEPENDENCYPART_SIBL
(8,10),(8,21),-1.12923 # DEPENDENCYPART_SIBL
(8,10),(8,25),-1.12027 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00502107 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.198662 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.277485 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.510952 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.502004 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.269715 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.344411 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.479285 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.466159 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.362273 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.3299 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.325688 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.407481 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.405601 # DEPENDENCYPART_SIBL
(8,21),(8,25),-1.12952 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0166487 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0546563 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0813419 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.074795 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0143812 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.000780086 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0057619 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0332651 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0246452 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.049752 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.254498 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.14586 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00345765 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0458866 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0525508 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.13631 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0118799 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00109634 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0497648 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00647032 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00947613 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0158812 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00904489 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0168367 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0206758 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.00695969 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.00661426 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0296746 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0298267 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.00106106 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0126471 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0389742 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00811191 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.112853 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.176065 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0445295 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0456555 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0418325 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.000142215 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00777002 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0940153 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00303658 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0186277 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00205194 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0156167 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0376529 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0270523 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0908331 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.114989 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.0139071 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0503986 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0225904 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0995374 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.088582 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0564935 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0430676 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0724437 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0201599 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0814675 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0467613 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.076734 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0111202 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0757494 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0135532 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.110246 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0337665 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0048853 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0772249 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0876051 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0352528 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0268623 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0332819 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0363832 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0429186 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.060168 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0785186 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.056148 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0405931 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0633392 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0283078 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0634637 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0117557 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0381772 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0632238 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.10411 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0603983 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0622454 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.0882462 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0339558 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.290882 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0386164 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0468836 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.127806 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00472538 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00841778 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00156634 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0197104 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.000468247 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00148172 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00827439 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0218933 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0656573 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.000368092 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.0152123 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0584425 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.282935 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0545344 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.041069 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0998288 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0709498 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.017805 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0745845 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0101139 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0764089 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00234339 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0843633 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0494468 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0488859 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0800477 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0654078 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0345487 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0143325 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0247683 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0274641 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0142312 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.181764 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.000688718 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00755666 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00112205 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00625435 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0249011 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00320372 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0243999 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0117166 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0303651 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0030289 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.115553 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.139101 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.181892 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.120897 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.191512 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.075486 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.192375 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.101687 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.184403 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.190485 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.175434 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.117285 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.181584 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.154318 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0395136 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.046448 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.000730583 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0533849 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.013013 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0537542 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.000909518 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00986451 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00831912 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0394284 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0396225 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0769014 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.0222148 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.108259 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0493921 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.107138 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.137837 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.10716 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0674829 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0938068 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0184828 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.047465 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0666856 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0963646 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.0495089 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00593201 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.109452 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.158545 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.11424 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.255137 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.106415 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0155815 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0224272 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0195325 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0996505 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0181199 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.107274 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.142687 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.10681 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.139006 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.106942 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.111434 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.105581 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0533144 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0803916 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.10076 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.155317 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.115058 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.249777 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.107233 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0203711 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0237661 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0140546 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.100468 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.0194588 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00294917 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.220209 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00949457 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0550491 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0119328 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.00968624 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0163005 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.014534 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.247974 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.105848 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0245247 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0223816 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0126761 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0990835 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0180743 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0114013 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.000774338 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0339354 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0281575 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.00558297 # DEPENDENCYPART_SIBL
(10,17),(10,25),-0.0377492 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.010313 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0192256 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.0236647 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.106895 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.0149182 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0971168 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0120909 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.00792276 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.0989309 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.0122165 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.0406194 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.240029 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.111776 # DEPENDENCYPART_SIBL
(10,22),(10,25),0.0415761 # DEPENDENCYPART_SIBL
(10,24),(10,25),0.00322596 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.103112 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0139011 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0224361 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00821333 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0211093 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0115306 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.00997363 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.00279153 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.00278125 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0028763 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00862964 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.02584 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0122027 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0192427 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.00237737 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.00996487 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00610409 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.045761 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00906648 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0805891 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0285974 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0152923 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.114548 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0529044 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.304442 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.00206331 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.0145338 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0281418 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.262162 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.021336 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.022511 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.304029 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.00205755 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.014528 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0220855 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.0151276 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.260968 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.105625 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0915172 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0395493 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.177667 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0337338 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0036368 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0991442 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0463641 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00476329 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00393446 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0720246 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00422787 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0183887 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0204278 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0256842 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0320214 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.172014 # DEPENDENCYPART_SIBL
(13,1),(13,25),0.00942371 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0374315 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0457109 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0306499 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0658173 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0560867 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00692089 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0904781 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.072429 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0572624 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0972912 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0568925 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0572177 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0161481 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0280574 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.466695 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.14787 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.554146 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0274951 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0641798 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0415258 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0182051 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0125442 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0710079 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0345474 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00978495 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0815978 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0101549 # DEPENDENCYPART_SIBL
