# _root_ Ne tak kvůli ní samé , jako kvůli ekonomické i politické transformaci , jíž je garantem a která tou dobou ještě nebude zcela u konce .
#goldHeads=2,0,0,3,4,7,0,7,10,12,10,8,17,16,17,15,12,22,20,22,22,17,22,22,24,0,
#predictedHeads=2,0,6,3,3,7,0,7,10,12,10,8,17,17,17,15,12,22,20,22,22,17,25,22,24,0,
(7,11),(7,22),-0.387441 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00538977 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.404628 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.294723 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.363893 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.374659 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.239778 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.346904 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.551405 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.825053 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.262751 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0466123 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00140846 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0396874 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0591297 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.458923 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0591297 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0776533 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.390542 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.245797 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.678781 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0539047 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.678672 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.523994 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0624608 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.533585 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0332814 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.533476 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.586609 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.678191 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0552179 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.678083 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.523196 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.147409 # DEPENDENCYPART_SIBL
(8,12),(8,16),-1.28396 # DEPENDENCYPART_SIBL
(8,12),(8,17),-1.22601 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.514261 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.44703 # DEPENDENCYPART_SIBL
(8,16),(8,17),-1.22601 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0516788 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.169812 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0372664 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0308901 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00825478 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0337631 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00978328 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.032773 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0320635 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0680933 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0673305 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0665533 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0574425 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0845003 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0208447 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0304046 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00120372 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00117973 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.124689 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.106817 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00989959 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0824778 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.145235 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.083174 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00985481 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.147304 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0550504 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.027593 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0355705 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0589785 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0399821 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0109212 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.17219 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.017313 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00824561 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0195513 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0347923 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0375246 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0838321 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.032723 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0697964 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0773821 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.117264 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.0708362 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0727886 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.109084 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0242048 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0401332 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0778052 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0649047 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.11243 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0764767 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0714758 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0344751 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0613071 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0613248 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.486359 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.14659 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0573508 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0806568 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.176485 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.220039 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0574728 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.02001 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.222108 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00246203 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0125852 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0412413 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.043866 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.231131 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0210997 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0405495 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0738355 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0416329 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0043866 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0759048 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00621241 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.083793 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0323306 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0682525 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00990808 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0776878 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.183253 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0563478 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.098296 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.185322 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0701703 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0428972 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0250598 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0842271 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.774313 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.107046 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0221451 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.211776 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.114038 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0486369 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.00388419 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0248483 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0623777 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.115362 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.000386216 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.371659 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.115362 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.151462 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0232515 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0254161 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0301677 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0051354 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.303 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0231026 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.243205 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0159157 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0057204 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0852669 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.345087 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0723572 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.236218 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0482774 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0520329 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0536048 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0205354 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.554104 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0959629 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.111394 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0386811 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.240978 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0181432 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.00794789 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0912333 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.03269 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0288695 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0080837 # DEPENDENCYPART_SIBL
(10,21),(10,23),0.000194862 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.0319483 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.0733664 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.163035 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.14494 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0917333 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0902556 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0912209 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.159319 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.082709 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.100244 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0990208 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00990919 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00751674 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.016407 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0716841 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0158732 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0263704 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.056118 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0179868 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.124979 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0626781 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.133575 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0830309 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.094363 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.139958 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0628721 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0442591 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0659238 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0118368 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.11951 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0502777 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.115751 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0785793 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0296224 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0480913 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0176992 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0527745 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0193679 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0164156 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0183451 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0120415 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.185168 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0301852 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0808305 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0222033 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0335086 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.032417 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00102553 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00163584 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0179952 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0248286 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00324048 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00302095 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.00894473 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.004314 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0188747 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0946011 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0611217 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0269712 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0452781 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.00332424 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0468994 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0185615 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0262216 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0108529 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0133935 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00852433 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00592165 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0328994 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00765037 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0766533 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0683074 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0148999 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00233938 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.267563 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0401054 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.279643 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.296261 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.000728844 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0168289 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.00679868 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0112247 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00493594 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0329264 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.18913 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.014768 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0329264 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.00433024 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0297331 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0186862 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.017817 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.118771 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.108739 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0220519 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0185615 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0784248 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0286988 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0181704 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.144109 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0395194 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0171666 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0439109 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0273843 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.03749 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0447349 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0202809 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0133301 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0208399 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.015157 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0353324 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.00741697 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.246864 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0174901 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0757665 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0218991 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0273158 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0371777 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0729228 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.104256 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0445565 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.021799 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0406162 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0231698 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.00248652 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0185956 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0301457 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.052718 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.028976 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0606915 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0248456 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0190567 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0808765 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.145619 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0512223 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0620392 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0298478 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.0290173 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0439109 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0273843 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.03749 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0447349 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0202809 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0133301 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0208399 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.015157 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0353324 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.00741697 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.246864 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0145051 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.108763 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.014825 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0486111 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0076799 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.010102 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0673571 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0575259 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0364375 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.000807053 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0082033 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0673318 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.014981 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0799665 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.140438 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.031624 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0369937 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.011074 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0542269 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0195268 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0478876 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0125064 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00795801 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0662847 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0569087 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0353651 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.00259711 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0164515 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.165632 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.013581 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0718385 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0015688 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0368402 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.00361842 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00761176 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.162867 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.056719 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.367107 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0438804 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.00282337 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0716373 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0396884 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0229402 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0589425 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0389333 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0280738 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0344264 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0502645 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0309055 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0594146 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0246881 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.10618 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0176105 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.001804 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.154942 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.125521 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0365597 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0360554 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0948269 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0341668 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0889477 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0360554 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.035898 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0786482 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.025607 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.114036 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0341668 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0788139 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.1366 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.166823 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0636843 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.144513 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0809298 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0336398 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0916018 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.147213 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.135818 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0547297 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0353655 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.063688 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0303691 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0547297 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.00286355 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0414353 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.00238017 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0239192 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.063688 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0189668 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.040148 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0560621 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0361425 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0229116 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0890083 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.150456 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.104913 # DEPENDENCYPART_SIBL
