# _root_ Kdo tomu věří i dnes , vidí - stejně jako dřív - svět jako rejdiště ideologů , a útočných záměrů .
#goldHeads=3,3,7,5,3,3,0,9,7,9,10,9,7,15,13,18,18,15,20,18,0,
#predictedHeads=3,3,6,5,3,0,6,9,7,9,10,9,18,9,14,15,18,15,20,18,0,
(3,10),(10,11),0.105304 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.122615 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0292556 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.2486 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.176274 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.236482 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.0198227 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.0267239 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.00215441 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.19078 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.535299 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-1.90353 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.55735 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.420543 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-1.06153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.465714 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.138431 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.11787 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.1657 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.0989524 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.130523 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.170177 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),0.0702893 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.258578 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.132282 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.0858915 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.498647 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0385034 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.59649 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.0708375 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.303666 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.00109035 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.62399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,7),-0.665391 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.120333 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.168558 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.68741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.415378 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.466546 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.664254 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.642265 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.726164 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.746361 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.607917 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.532297 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.600866 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.607041 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.15288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.409875 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.685355 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.717545 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.36014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.385636 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.27073 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.487642 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.48384 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.437829 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.376009 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.457928 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.612385 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.3255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.276604 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.288448 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.454677 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.509205 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.43202 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.620051 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.467171 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-1.13309 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.556902 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.899988 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.749391 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.536749 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.365494 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.94184 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.700576 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.946863 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.598318 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.570382 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.26458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.343517 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.12967 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.227702 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.468736 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.412906 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.612803 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.403251 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-1.12593 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.537788 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.283513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.601624 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.60807 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.15563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.167218 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0854058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.147688 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.275163 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.3558 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.654198 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.452184 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-1.26876 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.480681 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-1.03872 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.888124 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.501745 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.764881 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),-0.247312 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0042052 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.188084 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.33984 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.577968 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.468182 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.487474 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-1.0469 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.543864 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.804754 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.654157 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.499474 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.28078 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.605251 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.867674 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.16422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.164756 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0827962 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.282184 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.488826 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.29922 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.486105 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-1.24345 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.571895 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-1.01341 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.813911 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.785997 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.598318 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.570382 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),-0.343517 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.227702 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.167111 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.678964 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.390242 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.838828 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-1.12593 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.537788 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.89006 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.739462 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.498538 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.283513 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.982382 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.690555 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.909483 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.640517 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.812246 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.375804 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.050754 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.531142 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.332169 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.240494 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.07401 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.44878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.0297699 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.52061 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.412836 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.236417 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.39668 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.0996039 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.551872 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.373057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.298736 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.720778 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.44363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0441632 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.628182 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.473369 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.245644 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.374601 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.295904 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.471965 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.66803 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.79087 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.11753 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.629996 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.23031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.398016 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.28941 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0817179 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.255892 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0247976 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0414257 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.448234 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.133814 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.152648 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0664733 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0699609 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.06515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.641941 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.767182 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.791036 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.969689 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.867424 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.02005 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.154603 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.189542 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.174382 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0500391 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.01471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.564467 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.684807 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.662807 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.695082 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.899181 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.518943 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.46201 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.401994 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.223211 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.187086 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.00715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-0.756181 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.755008 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.83326 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.87713 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.529106 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.42551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.215803 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.124208 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.169725 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.35091 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0499383 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.386479 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.270533 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.426592 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.474661 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.311957 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.103277 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.660093 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.547715 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.512158 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.752537 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.731767 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.773524 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.464419 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.46743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0314466 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.263518 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.310316 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.497849 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0587606 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.401353 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.411123 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.251066 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.690899 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.654053 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.613985 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.446534 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.46049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.113465 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.136973 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.212067 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.597288 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0425915 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.688051 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.312875 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.73768 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.785749 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.351373 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.289333 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.388715 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.27805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0998683 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.206694 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.304089 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.455424 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.214039 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.518271 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.482945 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.558949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.607018 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.445181 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.401624 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.679981 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.596153 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.302511 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.123288 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.79822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),0.232731 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.191331 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.025601 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0949462 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.423289 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.90968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.0629469 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.119185 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.290538 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.502529 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.330287 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.483405 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0918558 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0694581 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.104927 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.342729 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.26214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.344883 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.34315 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.457837 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.559872 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.685997 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-2.40056 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.183895 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.128954 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0327527 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.349139 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.285053 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.676786 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.154136 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.000609683 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.17446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.263715 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.336969 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.466659 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.234234 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.782623 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.595099 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.291567 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.527879 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.23611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.137867 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.123826 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.069934 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0521151 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.147009 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0914015 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.137095 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.109103 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.630862 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.355756 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.203265 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.381649 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.970404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.722347 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.450771 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0465923 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.124905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0561109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.418347 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.225964 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.315192 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0108326 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.148122 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.413155 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.611431 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.24782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.378338 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0911895 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.200093 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.139629 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.136481 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0711728 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0266256 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.115854 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.100989 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.0137707 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.00232066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.227533 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.348346 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.195974 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.368399 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.629559 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.399561 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.323619 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0182881 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.097717 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.139245 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.26757 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.243263 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.273393 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.234234 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.782623 # DEPENDENCYPART_GRANDPAR
