# _root_ V Brémách budou přestupovat na vlak do Ostende , kde se nalodí na parník Bretaň , který je po osmi dnech vyloží v sídle OSN .
#goldHeads=4,1,4,0,4,5,6,7,12,12,12,8,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
#predictedHeads=4,1,4,0,4,5,6,7,12,12,12,6,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
(4,10),(4,16),-0.0507894 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0761844 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.000248652 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0346846 # DEPENDENCYPART_SIBL
(4,10),(4,25),-0.00354103 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0311436 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0334185 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0325568 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.00129601 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.0339338 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.234654 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.144136 # DEPENDENCYPART_SIBL
(4,12),(4,25),0.0244272 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0262313 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.0285912 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0127171 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0699379 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0978231 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.00103825 # DEPENDENCYPART_SIBL
(4,13),(4,25),-0.0478917 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.115547 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.016808 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0243355 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0170243 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.0559614 # DEPENDENCYPART_SIBL
(4,14),(4,25),-0.129142 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0169235 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0251313 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.0171398 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0551656 # DEPENDENCYPART_SIBL
(4,15),(4,25),-0.129258 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.110481 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.0996166 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.209144 # DEPENDENCYPART_SIBL
(4,16),(4,25),-0.115709 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0234864 # DEPENDENCYPART_SIBL
(4,19),(4,23),0.0533932 # DEPENDENCYPART_SIBL
(4,19),(4,25),0.07541 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.144136 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.0244272 # DEPENDENCYPART_SIBL
(4,23),(4,25),0.0217384 # DEPENDENCYPART_SIBL
(5,6),(5,8),-1.45893 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0830728 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.100169 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.177583 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.168914 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.108287 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0170553 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0560206 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0803339 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0803339 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.253347 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.118858 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.122102 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0242536 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00550102 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0579034 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0312896 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0312896 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0822981 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.125764 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.068721 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00604085 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0489633 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0166415 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0166415 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.147104 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0407095 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0110252 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0875814 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.10742 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.10742 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.000359784 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0708638 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0357522 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0240903 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0240903 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.041331 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0149469 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00747198 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.00747198 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0586666 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0141743 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0141743 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0171594 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0171594 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.259556 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0369052 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.147613 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.064505 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0435883 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0747669 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0304335 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.064505 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.733878 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0859833 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.116569 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0286387 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0410892 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0859833 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.064505 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0435889 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0744541 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0304335 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.064505 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.258417 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.543836 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.491553 # DEPENDENCYPART_SIBL
(7,8),(7,14),-1.39871 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.087123 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0821739 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.55501 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0778273 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.561152 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.529467 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.100169 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.177583 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0441731 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0652826 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0169139 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0560135 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0803268 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.17322 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0803268 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0822981 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.241123 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.173347 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00590654 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0489633 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0166415 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.141631 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0166415 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0496929 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00745361 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0108807 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0875712 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.10741 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0236085 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.10741 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.164717 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0240864 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0303027 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00584811 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.117355 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.00584811 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0420569 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0890094 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0954611 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.169646 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0954611 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0586666 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0141743 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0324408 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0141743 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0171594 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0587132 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0171594 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00353497 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.259556 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.00934919 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.000868015 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0431242 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0561838 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0337624 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.053228 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0337562 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0161023 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00695631 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.268318 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0110569 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0110593 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0200765 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00695631 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0134384 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0262059 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0387026 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00556822 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0386964 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0727255 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.63674 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0108846 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00361761 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00361764 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.00449493 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.63674 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0542673 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0498178 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0375575 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0498117 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.115758 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.666347 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0327733 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0126555 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0126555 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0383515 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.666347 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0281946 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.111591 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0281885 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0202441 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0291691 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.653229 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00973457 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00973223 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.000907507 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0291691 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00600413 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0110549 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.020489 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.014972 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0412933 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.165632 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.16533 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00930821 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.014972 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0152906 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0024356 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0101502 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.221329 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0487904 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0487881 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00722359 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0101502 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0208018 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.014972 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0412933 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.165632 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.16533 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00930883 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.014972 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0769332 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.103076 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0444999 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0443876 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0226075 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0769332 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0341927 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0218049 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0218049 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0471175 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.362465 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0803455 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0795964 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00120992 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.118875 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0195038 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0352269 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0198869 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0352268 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.019887 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0429737 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0149344 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0315825 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0740978 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0290327 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0141977 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0290327 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0885347 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0135176 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.345121 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0250839 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0250862 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0165605 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0927995 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00972229 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0136579 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.051056 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0136579 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.113452 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.187426 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0147792 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.000862179 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.000862179 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00232075 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0297188 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0404898 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00768729 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0404898 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.133528 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.171769 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0108852 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.046908 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.046908 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00505069 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0565933 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00610904 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0565933 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0618312 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0226781 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.485521 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0579229 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0579252 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0103293 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0197284 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0269982 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.20832 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0111093 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0517146 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0961007 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0957989 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0507898 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0654449 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0404767 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0200686 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.212609 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0618828 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0618852 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0346592 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.20832 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0111093 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0517146 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0961007 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0957989 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0507892 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.27606 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.136672 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.105588 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.105586 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0609019 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0156913 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0375662 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0375662 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.15587 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0131385 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0138876 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00422142 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.108264 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0413162 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0413162 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.00541516 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.118718 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0172749 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0335851 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.00541516 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.00241893 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.00541516 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.30923 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.115786 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00508352 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0194588 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0123647 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0119183 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.00765719 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0393334 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0344358 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0465832 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0119291 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0525754 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0253419 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.00680607 # DEPENDENCYPART_SIBL
(12,1),(12,25),-0.0102781 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.224584 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00244964 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00726167 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.189107 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0334568 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.189104 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.147224 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0867249 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00778024 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0149401 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0419322 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0429799 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00191079 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.113959 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0160441 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0251675 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0423352 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0156261 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.00286482 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0480523 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.0630772 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.180705 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.153199 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.115808 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.158075 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.115808 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0388399 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0419874 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.022608 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0348622 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.151354 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.15091 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0621633 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0164934 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0468459 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0314255 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.151037 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0883471 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0752368 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.146754 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.136877 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.00151811 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.011061 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00145152 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.011061 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.091809 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0634159 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0395134 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0368299 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0149481 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0153922 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0117482 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0812351 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0280779 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0769782 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0152652 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0120748 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0291806 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0195486 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0294258 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0412928 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00813054 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0412928 # DEPENDENCYPART_SIBL
