# _root_ Federální ministerstvo kontroly však svůj postoj nemění - ani v naléhavé otázce , kdo nahradí škody , pokud se stavba pankráckého hotelu neuskuteční .
#goldHeads=2,7,2,0,6,7,4,10,12,6,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
#predictedHeads=2,7,2,0,6,7,4,9,12,7,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
(2,12),(12,16),-1.19728 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.654497 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.521892 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-1.40731 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-1.31261 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.968167 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-1.25263 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.408287 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.52238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.838016 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),0.126747 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.113424 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.661196 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.302053 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.343026 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.331452 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-1.83216 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.660217 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),0.217139 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.762946 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.647042 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.254662 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.476795 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.862343 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-1.26912 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.418978 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-1.26822 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.15632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-1.13514 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.19295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.292464 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.29817 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.18536 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.28858 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.822133 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.07244 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.77684 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.16635 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-2.11821 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-2.00604 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.52701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.46215 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.341622 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.594899 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.498284 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.571563 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.543271 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.817789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.318383 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.578283 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.755213 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.985078 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-2.08398 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.94627 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.714877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.556313 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.279631 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.467356 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-2.01961 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.87055 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.04157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.330271 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.143695 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.381341 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.530101 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.387208 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-1.46571 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.347641 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.03522 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.456018 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.588913 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.472051 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.595511 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.365234 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.332428 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.504631 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.47394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.126624 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),0.0487302 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.440523 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.393888 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.777781 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.444631 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.374853 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.324784 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0068292 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.47167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.125099 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),0.0522336 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.886018 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.368861 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.107798 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.01537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.456242 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.336949 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.360694 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),0.255457 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),0.499183 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.834647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.421642 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0413154 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.060332 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.142331 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.529445 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0928503 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0619906 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.0824189 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.0184764 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.0639677 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),0.0829862 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.742634 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.320094 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0591028 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.06819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.11744 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.464893 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0562407 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.307287 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.689806 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.039403 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.0744593 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.651719 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.108786 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),0.152743 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.507153 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.214007 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.599896 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0591186 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.394003 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.610752 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.00647618 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.133707 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.0512222 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.135684 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0141195 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),0.0355375 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0907606 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),3.50706e-05 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.48158 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0989547 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0573934 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.0335021 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.00534509 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0259688 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.224261 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.455677 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.18022 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0908261 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.135419 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.182197 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.152812 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.275911 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.51407 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.263 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.112327 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.526172 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.22259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),-0.117354 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.237739 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.19501 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.193219 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.589823 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.926363 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.403367 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0170175 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.290553 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.270804 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.1609 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.428751 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.0380453 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.366747 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),0.240328 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),0.484054 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.822869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),0.434319 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.628246 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.076872 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.16463 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.179987 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.421042 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.159128 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.175777 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.5147 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0388806 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.0651633 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.0984888 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.108099 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.442955 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.0892535 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),0.0721116 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.19501 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.150528 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.182722 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.499222 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.1609 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.428751 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.639999 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.410994 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.0380453 # DEPENDENCYPART_GRANDPAR
(4,23),(23,2),0.248961 # DEPENDENCYPART_GRANDPAR
(4,23),(23,3),0.492686 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-0.813389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,6),0.444014 # DEPENDENCYPART_GRANDPAR
(4,23),(23,9),0.174111 # DEPENDENCYPART_GRANDPAR
(4,23),(23,10),-0.171914 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),0.168823 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),-0.172274 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),0.212088 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),0.0538861 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.174251 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),0.350584 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.561841 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.0813873 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.334388 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.0659173 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.408745 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.480787 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-1.39141 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.143871 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.134567 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.40884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.91559 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.13353 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.441863 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.836752 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-1.76474 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-1.07296 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.38468 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-1.10763 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.12553 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.40881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.914867 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.27812 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.02194 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.665262 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.516286 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.46834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-1.07865 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.1981 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.54616 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.902028 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.82415 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.1818 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.23592 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.5652 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-1.67641 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-2.27534 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.90516 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.57621 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.809852 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.25303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.241122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.165202 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.188979 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-1.11192 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.356081 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.0961294 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.375002 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.644743 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.287271 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.296777 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.35875 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.516904 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0155932 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.329462 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.876897 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.21475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.0168685 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.241957 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.435173 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.579038 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.896647 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.531088 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.177547 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.321665 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.898808 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.21321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),0.216047 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.2921 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.578057 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.00154132 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.334278 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.65274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.326924 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.557807 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.821474 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.11508 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.06189 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-1.33458 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.05134 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-1.76267 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.503403 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.175537 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.126287 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.379069 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.18837 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.20973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,1),-0.241923 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.571773 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.901123 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.767137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0192074 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.6353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0357966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.229428 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-2.22789 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.416388 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.208677 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.382227 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.692118 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.02039 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.850993 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.205106 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.138637 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.44012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.44451 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.114242 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-1.98016 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.280294 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.19994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.384341 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.189389 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.166427 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.811084 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.562797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.236609 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-1.70278 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0411222 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.16522 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.329262 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.515114 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.195143 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0437706 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-1.81444 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.183292 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.144367 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.560156 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.172741 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.208679 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.633187 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-1.2777 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-1.24572 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.579104 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.864132 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.883014 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.311565 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.77964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.484817 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.105919 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.222257 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-2.33948 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.416215 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.957078 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.78081 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.328196 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.356166 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.852403 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-1.38902 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.070629 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.403019 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.737702 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.692675 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),0.160012 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.69246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.742007 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.133706 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.360333 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-2.34751 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.502125 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0907505 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.753985 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.82234 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.17133 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.187227 # DEPENDENCYPART_GRANDPAR
