# _root_ srovnání s citovaností našeho dobrého pracoviště , jako je Ústav Heyrovského , by nedopadlo nijak špatně ) .
#goldHeads=14,1,2,6,6,9,9,9,3,9,10,9,14,0,16,14,14,0,
#predictedHeads=14,1,2,6,6,3,8,6,8,9,10,8,14,0,16,14,12,0,
(7,14),(14,9),0.100761 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0436771 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.125132 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.132889 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.236361 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.21004 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.128563 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.0528084 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.238189 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.315261 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.201421 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.437094 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.0663935 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0468084 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.782288 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.877799 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.73532 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.35645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.258339 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.0230397 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.315337 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.397746 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.201487 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.252601 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.347663 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0662538 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0466792 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.416411 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.506439 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.464331 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.415971 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.242565 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.207069 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.352192 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.215122 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0928236 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.343529 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.45248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.0870945 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.711734 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.668901 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.576208 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.143672 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.203583 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.390378 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.23948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.240255 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.207142 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.39402 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.452994 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.281073 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.343985 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.45248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0870946 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.711734 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.668901 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.03948 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.284836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.364145 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.438832 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.471363 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.455993 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.523228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.42097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0880296 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.834313 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.791481 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.575112 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.0741 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.640771 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.441566 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.606649 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.464068 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.643679 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.617381 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.626624 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.707033 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.692094 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.843983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.00307941 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0528898 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.229548 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.561103 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.175865 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0804889 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.108406 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.868802 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.987448 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.470779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.0432368 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.238421 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.313045 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.593879 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.248504 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0380211 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.154376 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.853265 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.987448 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.473766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.659871 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.313155 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.238417 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.313045 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.593879 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.248504 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0380211 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.154373 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.991877 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.948409 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.14519 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.23484 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.997126 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.328516 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.208597 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.166222 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.57637 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.288769 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0777569 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.170857 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.896126 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.512776 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.717685 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.66609 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.755742 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.70999 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.912583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.508132 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.13019 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0885934 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.208732 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.348286 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.168927 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0696976 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.098045 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.816942 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0432585 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.100488 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0694286 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.146988 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.694118 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.678435 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.831751 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.921402 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.877844 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.802701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.560064 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0433553 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.00161631 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.100399 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.362486 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.209375 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.14771 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.69485 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.509393 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.35689 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.155236 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.806625 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0669423 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.297188 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.321354 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.395915 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.226373 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.13266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),0.10438 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.348709 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.434325 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.447804 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.290179 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.191123 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.184557 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.503714 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.320432 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.391839 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.223912 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.0485613 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.13266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.420732 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.327599 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.582858 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0154482 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.307758 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.599705 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.060648 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.194154 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.183908 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.337479 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.507656 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.369007 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.223181 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0493027 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.13266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.42074 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.327592 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.577323 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0229304 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.357258 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.509256 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.802058 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.671386 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.605087 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0402036 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.39971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.181396 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.929729 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.71664 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.849382 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.963717 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.786445 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.528655 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.304516 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.460528 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.406207 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.230298 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.4235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.00464908 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.752983 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.707709 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.901432 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.930687 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.757617 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.499885 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.952941 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.859193 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.579149 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.282005 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.199885 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.176089 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.354557 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.433183 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.271971 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.250986 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.364756 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.859193 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.579149 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.953554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.07643 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.198553 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.177429 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.353217 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.434523 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.27331 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.24965 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.014 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.730249 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.55152 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.65127 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.14179 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.48043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.826122 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0796485 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.431571 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.490897 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.329057 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.315767 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.381698 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.587029 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.389806 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.12455 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.22429 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.921428 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.534093 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.49624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.615056 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.131431 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.350577 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.285768 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.397387 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.23234 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.410082 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.361891 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.883388 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.384883 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.256002 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.259024 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.214534 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.303449 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.840968 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.94071 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.841009 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.237993 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.15496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.889704 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.14196 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.391176 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.443381 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0891069 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.270033 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.203547 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0520847 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.48118 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.313828 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.415648 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.953313 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.27948 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.904842 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.667906 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.894729 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.27452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.10352 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.844132 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.06576 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.600109 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.588884 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.16308 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.48158 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.12744 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.3446 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.62824 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.58011 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.716268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0635957 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.102066 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.181412 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.212657 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.203404 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.338648 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-2.50312 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.28435 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-2.36328 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-2.31456 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.7256 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.66253 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.03986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.33871 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.369485 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.154021 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.144197 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.203176 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.680327 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-2.18047 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.16671 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-2.04062 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.9919 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.61797 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.667997 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.55525 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.05412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),1.32477 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.368028 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.325862 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0883007 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0620596 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0787061 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.518105 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.20663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),-0.00505235 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.269389 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.290009 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.507059 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-2.14662 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-2.00678 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.95806 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.5773 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.481649 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.52046 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.20669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),1.17125 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.00511617 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0472312 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.189236 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.29005 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.50711 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.119616 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.328222 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.303586 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.787721 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-1.24178 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.79696 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-1.06341 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.490649 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.630004 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.814454 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.595361 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.506725 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.501579 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.872973 # DEPENDENCYPART_GRANDPAR
