# _root_ Obecně ve světě platí , že takovéto osoby požívají zvláštní důstojnosti a nedotknutelnosti , uvedl Dobal .
#goldHeads=4,4,2,15,6,4,8,9,6,12,12,9,12,4,0,15,0,
#predictedHeads=4,4,2,0,6,4,8,9,6,11,12,9,12,6,0,15,0,
(8,12),(12,5),-1.73626 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.902828 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.0834155 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.51937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.00346902 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.522494 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.389122 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.390857 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.00680627 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-1.02821 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.498757 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.786868 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.320041 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.138331 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.164041 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-1.01088 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.879934 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.138452 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.56385 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0633456 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.138161 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.272211 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0820954 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.339236 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.342055 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.211419 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.367525 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.206123 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.261022 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),1.0533 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.173001 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.434079 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.778916 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0768395 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.296945 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0418958 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.577679 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.06224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.520381 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.237703 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.215983 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.770385 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.311288 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.322701 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.932843 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0230076 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.32642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,2),-0.420719 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.817819 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0772598 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.251527 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0298759 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.447872 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.44553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.848852 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.567895 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.463082 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.12157 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.36422 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.140388 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.239292 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.375632 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.765046 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.9459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.46667 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.0273334 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.13491 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.735598 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.86311 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.220273 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.373749 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.367981 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.39574 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.174541 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.96964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.548294 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.00624449 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.239099 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.453857 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),0.1344 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.378161 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.26838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.20499 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0442052 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.255311 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.391641 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.338715 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0795458 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.0879497 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.5275 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.15309 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0789287 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.160004 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0965706 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.712604 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.979104 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.52996 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.44668 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.36054 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.13121 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.246899 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.162961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.40527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.284269 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.216966 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0470999 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.208806 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.506284 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.128665 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.400391 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.153291 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.510933 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.233867 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.161455 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0925611 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.22423 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.12138 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.09699 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.183694 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.17828 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.5318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.358215 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.164656 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.2968 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.296347 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.98585 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.116926 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.538146 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.509198 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.778455 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.960587 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.890478 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.922064 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),0.179696 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),0.269803 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.41123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.315794 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.112476 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.228212 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.349731 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.159575 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.109087 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.375966 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.477799 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0574026 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.207362 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.195938 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.400685 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.143798 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0766392 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0864775 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.172404 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-1.22879 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.243498 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.22384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.898198 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.411725 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.824144 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.1395 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.00386014 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.491575 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.264279 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.00117859 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.688739 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.36339 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.36408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-1.10766 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.557148 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.40106 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.0409491 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.454705 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.608462 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.222424 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0991416 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0810076 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.702736 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-1.1035 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.12996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.87502 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.359702 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.16842 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.748937 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.0948 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.03426 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.815426 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.15436 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.96568 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.52823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.610391 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.658545 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.476492 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.400661 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.909125 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.5247 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.864141 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.861165 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.341669 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.12592 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.9983 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.529315 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.325746 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.464681 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.368276 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.680537 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.330515 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.482198 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.52823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0526458 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.390475 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.658545 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.47738 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.7978 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.833236 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.412081 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.14572 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-2.1706 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.463514 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.82943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.448909 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.102432 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.742559 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.952825 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.714949 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.595418 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.342006 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.80821 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.617687 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.621716 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.290281 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.872295 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.73705 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.283499 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.308875 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.126898 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.603729 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0704261 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.418151 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.419015 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.335338 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.343403 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.18747 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.446164 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.40787 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.475759 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.997544 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.222105 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.968169 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.660098 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.526529 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.02821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.384909 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.83422 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.40564 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.485951 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.742263 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.60851 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.204491 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.260116 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.477063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.901371 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.24998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.546238 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.15148 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0534285 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.613443 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.766016 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.21323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.466503 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.11473 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.936533 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.49509 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.52489 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.128079 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.775183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.180446 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.797009 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.692744 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.879243 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.27065 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.68102 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.37376 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.686218 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.708564 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.94575 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.59389 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.0605679 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.15185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0124893 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0543484 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.234064 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.153634 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.659626 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.549561 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.326409 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.170952 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.404355 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.596943 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.617063 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.5498 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.323539 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.399768 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.480027 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.409278 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.279619 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.228304 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.518501 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.675821 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.249326 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.41955 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.048058 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.232691 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.430969 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.435035 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.533259 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.218468 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.456808 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.235738 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0949569 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.356936 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.0255984 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.52548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.376215 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.515378 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.625198 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.459993 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.781326 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.282282 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.754026 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.615614 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.180423 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.679849 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.647963 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.540966 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0751773 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.716056 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.285075 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.34683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.21395 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.621063 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.423529 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.376177 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.337738 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.343682 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.100043 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.539731 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.0926307 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.31425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.232826 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.486083 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.512104 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.66795 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.540479 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.438261 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.544429 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0840355 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.29508 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.187379 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.46694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.115654 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.29038 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.469179 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.431936 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.324824 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.58733 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.256284 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.467999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.289307 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.35049 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0864628 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.51141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.176802 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.371494 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.800603 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.802111 # DEPENDENCYPART_GRANDPAR
