# _root_ Situaci ztěžuje skutečnost , že výrobní družstva invalidů musejí být zisková , aby se udržela .
#goldHeads=2,0,2,5,3,7,9,7,5,9,10,13,9,15,13,0,
#predictedHeads=2,0,2,5,3,7,9,7,5,9,10,13,9,15,13,0,
(8,3),(3,8),-2.33507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-1.02794 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-1.52557 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-1.69751 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.717947 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.37451 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.41664 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.404477 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.48161 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.322797 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-1.3141 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.877469 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.41363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.22041 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-1.71757 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.56929 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.751564 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.56698 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.542349 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.339776 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.454006 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.29691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,3),-1.624 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.702149 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.443685 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.880869 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.33256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.0279 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.52553 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.69639 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.49233 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.717761 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.37447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.33346 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.34463 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-2.41727 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.4538 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.909655 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.79552 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.54866 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.19815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.823877 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.689763 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.313087 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.319138 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.654857 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-1.04489 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-2.3025 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.33357 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-2.38631 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.45453 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.75716 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.5177 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.25206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.246076 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.533327 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.31283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.364188 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.665014 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-1.04194 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-2.362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.77349 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.17457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.563066 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.544307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.215125 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.551121 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.256779 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.174896 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.294062 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.452286 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.577753 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.034277 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.309547 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0113133 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.319399 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.157359 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.8741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),0.127864 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.376773 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.202855 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.177712 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0407493 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.23321 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.233119 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.491087 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.751587 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.261637 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.8029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.630601 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),0.0650826 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.161946 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.328074 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.429753 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.897441 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.542711 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.369548 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.00496592 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.377684 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.16293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.264214 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.205518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.631709 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.688116 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.552516 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0631855 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.666263 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.136455 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.15989 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0918222 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.363847 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.27956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.154943 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.751783 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.41441 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.804733 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.378738 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.507551 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.365016 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.110916 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.333665 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.232633 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.402425 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.451802 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.257002 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.79505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.638454 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.075134 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.398377 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.153759 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.320221 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.216486 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.333702 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.402804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.452374 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.575196 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.79508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.638419 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.0751245 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.671677 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.786948 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.758212 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.683151 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),0.0122065 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),0.133035 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.344137 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.3072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.881327 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.255395 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.178998 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.140884 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.169955 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.716887 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.116597 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.391677 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),1.42936 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.00731876 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.132619 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.215712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.16445 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.999742 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.12703 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.36459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.16918 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.246933 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0139546 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.420699 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.402101 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.24993 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.326377 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.802559 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.18562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.249452 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.602468 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.420178 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.236448 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.801363 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.875627 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.887898 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.744805 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.132151 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),0.00334883 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.473824 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),1.58428 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.262305 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.406786 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.359954 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.307316 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.286173 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.0606657 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.476972 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.243746 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.012805 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.903608 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0491368 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.226997 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.219952 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.104711 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.174457 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.350638 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),0.24066 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.555985 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.332047 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.353564 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.161968 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.314738 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.182804 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.230518 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.351255 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.268318 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.185183 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.5557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),0.198508 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.272045 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.646776 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.119831 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.963373 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.827279 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.213072 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.102135 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0130594 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.360436 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.91667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.0673773 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.787668 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-1.0014 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.425786 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.305347 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0359496 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0329692 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.636542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.339827 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.275502 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.294151 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.263684 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.184654 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.54785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.20856 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.558635 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.263857 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.638923 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.31479 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.636579 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.275882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.294723 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.174063 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.184702 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.54789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.20855 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.00949456 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.580075 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.925531 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.376452 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.494148 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0119676 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.139912 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.207247 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.60046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.238648 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.561449 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.334346 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.739103 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.909783 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.138903 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.290235 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.337723 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.717678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.136172 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.10354 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.00389174 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.30011 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.06768 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.00034 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.19285 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.984393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.50963 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0539263 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.664257 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.560218 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.38688 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.725745 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.794915 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.27962 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.455669 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.44216 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0824206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.471042 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.28903 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.03564 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.20835 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.835996 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.37951 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.41536 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.48552 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.660451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.390902 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.235351 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.209962 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.480965 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.53675 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.676157 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.990847 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.219375 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.726812 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.55715 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-1.06856 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.867113 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.803778 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-1.26895 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.545178 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.800416 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-1.07779 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.45532 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0488851 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.20519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),-0.753883 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.919505 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-1.20495 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.577325 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.756887 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-1.03836 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.836394 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.69414 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.92217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0663974 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.224021 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.894428 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.774615 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.50297 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.29805 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.965962 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.28211 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.769099 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.69845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0836347 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.759475 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.575073 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.52013 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.83911 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.63718 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.29927 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.7496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.735611 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.30835 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.336903 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.3389 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.32323 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.81033 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.08683 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.30948 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.6257 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.42426 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.567032 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.59474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.740784 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.337237 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.171119 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.363541 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.256717 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.429153 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.433818 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.294169 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.598735 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.375547 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.393651 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.026332 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.140211 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.88822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.492469 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.56438 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.209791 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.635444 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.472545 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.909806 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.733379 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0959801 # DEPENDENCYPART_GRANDPAR
