# _root_ Je také patrné , že vyvratitelné jsou jen teorie , ne ( spolehlivé ) experimenty .
#goldHeads=0,1,1,5,1,7,5,9,10,7,15,13,15,13,10,0,
#predictedHeads=0,1,1,5,1,7,5,9,7,7,15,13,15,13,10,0,
(7,12),(12,1),-0.897824 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.11175 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.8772 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.213102 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.62006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.156906 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),1.00856 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.277258 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.146719 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.00306811 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.347715 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.506577 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.000250398 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.0462686 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.904091 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0944092 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0923377 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.3108 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.115882 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.502933 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.183197 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.88544 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.0786257 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.766248 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.227439 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.384739 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.246517 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.227679 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.15416 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.419512 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.1309 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.261539 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),1.14723 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.139145 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.149264 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.304194 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0784231 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.036821 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0503797 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.222434 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.233042 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.542823 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.640097 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.39082 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.328459 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.350943 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.288956 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0996228 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.53396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.169833 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.643269 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.421278 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.627413 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.536129 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.746236 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.517708 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.797938 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.615952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.469636 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.452458 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.382443 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.220663 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.311036 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.128308 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.587853 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.394086 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.361739 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.440907 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.281867 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.5617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.134777 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.640668 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.449917 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.631825 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.627694 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.757191 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.547919 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.805729 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.578866 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.945461 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.898857 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.0088 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.892168 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.788634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.349271 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.66984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.113106 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.4582 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.682942 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.714021 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.66749 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.747166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.851595 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.513647 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.862593 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.858523 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.752371 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.283175 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.58255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0384938 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.535695 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.459845 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.760671 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.593256 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.735869 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.790394 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.509412 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.58132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.142022 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.461391 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.50534 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.775018 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.798444 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.796014 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.476764 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.78069 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.710429 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.664944 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-1.20782 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.462012 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0574223 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.456682 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.63791 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0978727 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.194525 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.297834 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.773584 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.650222 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.823617 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.223331 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.521843 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.264462 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.149836 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.714561 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-1.78526 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.357377 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.595093 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.725003 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.125924 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.052019 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.565154 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0984547 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.49235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.581214 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-1.00975 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.21321 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.61153 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.637908 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.06946 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.334181 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0954745 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.297816 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.37401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.620048 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.29936 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.63085 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.400169 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.870543 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.08054 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.841319 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.37729 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.991007 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.89878 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.36097 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.707847 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.51447 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.36862 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.405705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.25372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0579021 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.251227 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.361356 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.188027 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.445288 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.120652 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.18574 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.18025 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.39501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.526485 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.183417 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.127976 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.292666 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0638264 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.28701 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.83124 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.64886 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.446925 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.27736 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.375177 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.26347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.519879 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0886252 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0922079 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.288299 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.536904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.212981 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.400997 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.2498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.689558 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0696596 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.102196 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.210717 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.12357 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0595245 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.29185 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.382702 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.55626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),-0.186577 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.135475 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.020109 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.667334 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.227979 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.748815 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.486052 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.269375 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.945597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.638699 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.00826504 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0132893 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.331694 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.272544 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0532534 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.103509 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0299256 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.0321636 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.0761703 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0389756 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.384878 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.0337284 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.457102 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.78312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.0582798 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.375985 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.449441 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.331673 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.675278 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.548932 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.198723 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.367498 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.086963 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0819485 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.158217 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.12035 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.104343 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.179908 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.300125 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.121984 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.012485 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.237383 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.204518 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.389112 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0785488 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.108045 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.453954 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.72622 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.139982 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.107377 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.116898 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.104657 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.307808 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.183756 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0723254 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.123687 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.70793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.276993 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.231835 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.475576 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.120349 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.359133 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.267979 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.246307 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.300142 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.375315 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.00772764 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.198624 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.023356 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0830096 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0181268 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0689256 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0155345 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.333755 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.77774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.0633642 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.379172 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.491349 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.346608 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.637446 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.554294 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0736279 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.144166 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0537304 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.67958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.272291 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.236698 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.431771 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.113412 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0960823 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0797655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0738184 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.00589193 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.118837 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.89106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.0430471 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.45836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.609547 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.424556 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.655131 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.559317 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.476194 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.364036 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.09537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.15871 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.251272 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.211148 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0328149 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.66549 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.881322 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.733182 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.791138 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.574076 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.422864 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.603791 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.20838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.494084 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.121674 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.122336 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.169204 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.2378 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.714377 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.429256 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.01441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.75825 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.326178 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0910755 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.118804 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.121176 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.660009 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.419173 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.582332 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.45417 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.169614 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0200075 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.14238 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.186267 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.431536 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.982069 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.477442 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.657106 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.10814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.721911 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.415891 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.382874 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.26665 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0417169 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.513355 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0510132 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.160267 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.224877 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.708536 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.501159 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.417784 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.504186 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.159974 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.397102 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.609846 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.818044 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.00807438 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.621061 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.407624 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.355066 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.420715 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.319299 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.364973 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.318579 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0100415 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.29145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.0392185 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.0801761 # DEPENDENCYPART_GRANDPAR
