# _root_ Ale také na úseku průmyslové a stavební výroby , kde dosud dominovalo Polsko , dochází i v České republice k významnému pokroku .
#goldHeads=0,4,15,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
#predictedHeads=0,4,1,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
(0,15),(15,14),-0.52624 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.39776 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.432394 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.487077 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.309241 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.550698 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.569837 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.1588 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.165543 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.841203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.189247 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.170203 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.441157 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.141506 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0936211 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0500776 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.079675 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.726213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.669833 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.451987 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0131925 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.105833 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.146035 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.0204391 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.192961 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.430504 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.121163 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.00886257 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),0.000305144 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.640388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.701599 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.466179 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.059799 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.874278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.58952 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.438752 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.156367 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0671758 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.165667 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.154722 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.172334 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.222426 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.10726 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.23734 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.11746 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.251246 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.0428326 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.187799 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.378455 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),0.0667549 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.341876 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.00805709 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.72231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.673539 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.143283 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.0342376 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.450155 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.142199 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.194775 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.426295 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.26315 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.119503 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),0.0170026 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.302924 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.932152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.348515 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.256041 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.220872 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.338601 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.167614 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.493507 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.277157 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.457569 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.295159 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.0100205 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.0922912 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.366472 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.188206 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.312259 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.147496 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.456148 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.22706 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.733641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.533759 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.488035 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.114279 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.0322158 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),0.287977 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.122412 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.0630447 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.213901 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.205316 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.133089 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),0.0991566 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.231776 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.201392 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.306133 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.0823841 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.246989 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),0.105103 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.052784 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-0.365905 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.105476 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.611182 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.439011 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.141684 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.333148 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.188206 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.312259 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.147496 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.454445 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.0253272 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.284587 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.74066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.532334 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.500943 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.101712 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.0272514 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.27976 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),0.0504776 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.221675 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.207238 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.134513 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),0.103209 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),0.00639762 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.300587 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.299242 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.0924532 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.376005 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.252771 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),0.0865673 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.338079 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.058566 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.355637 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.895713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,3),0.379661 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.135492 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),0.0760311 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.0875797 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.492321 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.336848 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.0878138 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),0.0416944 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.166491 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.279303 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.410465 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.662077 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.428689 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.220456 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.624844 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.245686 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.507192 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.0684415 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.197035 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.360189 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.235778 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.322709 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.0835037 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.314466 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.77776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.430142 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.716378 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.813377 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.671863 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.834665 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.05248 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.657277 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.80631 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.927887 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.724003 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.06767 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.711797 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-1.07507 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.561382 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.5181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0497626 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.271557 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.295334 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.392196 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.640713 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.47219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0320896 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.278824 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.300487 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.277443 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.658417 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.368042 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.54494 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.441181 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.743758 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.80893 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.321668 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.37568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.478427 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.509074 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.478253 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.914008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.00472235 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.150116 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.891259 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.47112 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0810615 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.117403 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.135284 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.902703 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),0.235849 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.532403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.188994 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.04402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.22457 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.554607 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.266119 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.25032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.01235 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.735088 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-1.01986 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.164755 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.307015 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.172866 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.192386 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.247017 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.305459 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.222774 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.484962 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.189128 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.351974 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),0.0468237 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-1.15803 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.511404 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.459396 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),1.70731 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.303604 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.730205 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-1.21233 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0948304 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.123547 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.103239 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.126225 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.914443 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0988048 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.234661 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.567998 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.55059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.378061 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.433941 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.39645 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.673105 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.872859 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.480137 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.39095 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-1.09502 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.85347 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.829158 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.2237 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.72184 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.15817 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.651659 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.40705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,2),-0.253945 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.72218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.414323 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.5674 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.844897 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.381454 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.569662 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.23696 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.33627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-0.527044 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.656915 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.42104 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.51936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.459212 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0641333 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.622641 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.103483 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.413123 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0667104 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.568408 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.126208 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.118674 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-1.0373 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.627869 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-1.12613 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.482466 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.964025 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.76772 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.467281 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.351477 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.0368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.611147 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.602965 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.414304 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0729325 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.22466 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0860208 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.579449 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.288975 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-1.03155 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.56622 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.585686 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.38971 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.34298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.619476 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.363772 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.395332 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.534999 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.312652 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.00107855 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.739022 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.00998252 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.310824 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-1.20904 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.408577 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.706501 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.53158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.275355 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.142167 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.355239 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0575984 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.121565 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.635804 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0747967 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.234387 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-1.09927 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.572053 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.679263 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.85628 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.759009 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.536037 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.60938 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.30875 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.33743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.273237 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.121339 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.741243 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.549367 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.399953 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),1.0357 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.0125025 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.311662 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.13833 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-1.03715 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.513306 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.524298 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.305127 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.390249 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.470364 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.749409 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.510438 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.125906 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.277333 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-1.00826 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.47686 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.71295 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-1.51057 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.562849 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.483869 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-1.27819 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.487798 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.813737 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.18618 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.244997 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0786632 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.43051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.55649 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.28511 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.28644 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.11413 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.98324 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-1.87725 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.2884 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.65664 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.915764 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.06212 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.40571 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.188625 # DEPENDENCYPART_GRANDPAR
