# _root_ Během SNP působily na území Slovenska vojenské mise Spojenců , a to sovětská , britská a americká .
#goldHeads=3,1,0,3,4,5,8,3,8,16,12,16,16,16,16,8,16,0,
#predictedHeads=3,1,0,3,4,5,8,3,8,11,3,11,16,16,16,11,16,0,
(5,13),(13,18),-0.339684 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.20264 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.92561 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-2.22421 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.20756 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.14682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),1.33378 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.374345 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.133958 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.380586 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.401649 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0346728 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0682485 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.821205 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.946168 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.324226 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-1.09514 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.410456 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.199595 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.893285 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.256889 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-1.3346 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.348046 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.25191 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-1.85683 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-2.40692 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-1.23903 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.29666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),1.21638 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.496709 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.259354 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.260632 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.334036 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.179662 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.078353 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.932953 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.152359 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-1.10711 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.787931 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.398013 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.201912 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-1.0628 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.339095 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.580054 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-1.37857 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.503625 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.404755 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-1.00384 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0277267 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.194825 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.38916 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.302432 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.609057 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.29469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.426409 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-1.10931 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.4909 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.99263 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.847255 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.728832 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.55746 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.10852 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.88176 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.84275 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.43657 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.365201 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.57906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.519454 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.39367 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.986722 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.435061 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-1.40045 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.514496 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.36193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.490156 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.17654 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.55813 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.03085 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.864641 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.62117 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.14674 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.87729 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.899147 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.90654 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.867391 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.866822 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.71708 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.20313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.221741 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.157213 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0487716 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-2.10299 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.885414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.886038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.544565 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.693683 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.241207 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.223945 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.327189 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.673443 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.357095 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.927563 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.258451 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.94068 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.75475 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.892454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.535791 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.2959 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.237966 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.220646 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.32397 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.6641 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.918219 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.255152 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.931337 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-2.19545 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.2089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.518748 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0251006 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.405575 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.04026 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-2.01748 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-2.37803 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.05083 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.94033 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.40455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.323852 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.228748 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.603781 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0486251 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.15776 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.305643 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.199021 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.55764 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.374768 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.580849 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.626553 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.867317 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.400022 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.159732 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0381736 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0524296 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.20015 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-1.08232 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.56259 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.99112 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-2.08656 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-2.19545 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.0195 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-2.00934 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.2089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.518748 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.0251006 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.405575 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.115796 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0213793 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0820673 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.615652 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.845636 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.265082 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.867293 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.637111 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0498206 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.687589 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0346735 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-1.10867 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.570951 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-1.04026 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-2.01748 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-2.37803 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.05083 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.94033 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.40455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.323852 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.228748 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.603781 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0486251 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.299394 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.135306 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.799933 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.164513 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-1.05875 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.580849 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.626553 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0521377 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.941764 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.562 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.312697 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.953228 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.508671 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.582293 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.149551 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.1631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.641906 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.624997 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.231762 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.981907 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.285463 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0988779 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.25479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.58537 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.90238 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.664525 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.471261 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.33 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.620012 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.43745 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.662479 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.45798 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.220794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.557158 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.981004 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.27252 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.263161 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.25529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.585255 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.902266 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.664512 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.478865 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.33051 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.619999 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.43796 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.670082 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.45848 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.55898 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.693745 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.947547 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.40581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.113176 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.10718 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0170332 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.421025 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.609317 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.062667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.712185 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.174184 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.727318 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.515909 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.947544 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.41231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.471948 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.107145 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0171407 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.421006 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.603174 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.706042 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.174077 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.721175 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.137075 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.654056 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.14242 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.761507 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.422963 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.200326 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.355124 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.060622 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.432664 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.14595 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.765972 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.23458 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.28112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.199794 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.810843 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.564796 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.763507 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-1.35395 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.97553 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.754237 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-1.75396 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-1.33854 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0964018 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.522396 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.312285 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.56548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,16),-0.859199 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.570968 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.642499 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.11073 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.621789 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.432104 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.137369 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.34878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.132124 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.849593 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.590332 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.41926 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.01428 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.67495 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.779773 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.81934 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.305691 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.254952 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.116002 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.503273 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.31154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.169372 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.806881 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.29315 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.90558 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.886644 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.875544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0573329 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0594375 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.359028 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.460899 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.714599 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.130004 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.842853 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.91923 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-2.1612 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.914953 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.19685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.28518 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.20012 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.6875 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-2.10185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.18406 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.47876 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-2.09204 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.06192 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.4006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.08687 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.132938 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.192434 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.102063 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0667981 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.35364 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.249231 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.491986 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.52891 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.111895 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.575797 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0450158 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.833869 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.438362 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.394221 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.02715 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),1.29068 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.341495 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.24449 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0184849 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0672109 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.877612 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.464232 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.15095 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.75655 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.91923 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.15269 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.54773 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-2.1612 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.914953 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.19685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),1.28518 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.297594 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.261347 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.115979 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.411868 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.641634 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.139528 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.778428 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.539458 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0158758 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.483822 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.167638 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-1.0191 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.472593 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.20012 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.6875 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-2.10185 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.18406 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.47876 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-2.09204 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.06192 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.4006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),1.08687 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.132938 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0167831 # DEPENDENCYPART_GRANDPAR
